schema_version,campaign_id,case_id,solve_id,classification,created_utc,completed_utc,git_commit,campaign_manifest_sha256,attempted_lmax,evaluated_lmax,final_lmax,converged,eligible,failure_stage,failure_reason,stop_reason,decision,evidence_role,include_in_scientific_tables
1.0.0,p1_dimer_resource_pilot,p1_pilot_rigid_ka010_d0210_t000,d97b7c88e857e92b1bdf3ec3b8418ca3ce4339ecd4cb57436fca988016901f61,development,2026-08-19T20:17:27.345044Z,2026-08-19T20:25:41.478313Z,a5a2a9c58f5e65b7986e24c7c64879246d946131,d8f56ce20f6f0821d84fd6f36e1f76c855f63f55d809ba9a7201ba52097a43bf,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,21,false,false,convergence,unconfirmed_at_21,unconfirmed_at_21,GO_P1.6A_BLIND_FREEZE,resource_pilot,false
