holdout_order,case_id,particle_count,family,stratum,target_level,f1,distance_ratio,lambda_max,rho_l1,lmax,final_lmax,standard_lmax_cap,extension_lmax_cap,extended_beyond_13,full_modes_per_particle,active_modes_per_particle,system_dimension,expected_system_dimension,mode_dimension_consistent,production_solver,physical_residual_relative,balanced_condition_number,balanced_backward_error,effective_incident_closure_error,scattering_closure_error,force_decomposition_residual,max_abs_fz,fz_tolerance,finite,diagnostics_pass,coordinates_xyz,total_forces_xyz,external_forces_xyz,interaction_forces_xyz,external_scattered_forces_xyz,scattered_scattered_forces_xyz,campaign_complete,total_rms,total_successive_change,total_absolute_change,total_change_applicable,total_minimum_confirmed_lmax,total_confirmed,interaction_rms,interaction_successive_change,interaction_absolute_change,interaction_change_applicable,interaction_minimum_confirmed_lmax,interaction_confirmed,external_scattered_rms,external_scattered_successive_change,external_scattered_absolute_change,external_scattered_change_applicable,external_scattered_minimum_confirmed_lmax,external_scattered_confirmed,scattered_scattered_rms,scattered_scattered_successive_change,scattered_scattered_absolute_change,scattered_scattered_change_applicable,scattered_scattered_minimum_confirmed_lmax,scattered_scattered_confirmed
8,n6_compact_f1.0_d4.0,6,compact,n6_compact,4,1,4,0.065507032652029312,0.0296422893760463,7,9,13,21,false,64,28,168,168,true,balanced_sqrt,9.1774134305517696e-10,1.048911579895218,3.8017662176379004e-17,1.7949072788247257e-23,2.4049125037162814e-16,0,0,4.3837446157789572e-15,true,true,-4.0000000000000009:-2.3094010767585034:0;0:-2.3094010767585034:0;4.0000000000000009:-2.3094010767585034:0;-2.0000000000000004:1.1547005383792515:0;2:1.1547005383792515:0;0:4.6188021535170058:0,0.13654341786423344:0.07883337905998683:0;-3.4942951928796979e-17:0.15073393036805255:0;-0.13654341786423344:0.07883337905998683:0;0.13053941291100812:-0.075366965184026261:0;-0.13053941291100826:-0.075366965184026261:0;-1.8958437533807203e-17:-0.15766675811997366:0,0:0:0;0:0:0;0:0:0;0:0:0;0:0:0;0:0:0,0.13654341786423344:0.07883337905998683:0;-3.4942951928796979e-17:0.15073393036805255:0;-0.13654341786423344:0.07883337905998683:0;0.13053941291100812:-0.075366965184026261:0;-0.13053941291100826:-0.075366965184026261:0;-1.8958437533807203e-17:-0.15766675811997366:0,0.1330350410170944:0.076807816742872459:0;-3.3311121944258272e-17:0.14497226367756366:0;-0.1330350410170944:0.076807816742872459:0;0.12554966318890615:-0.072486131838781817:0;-0.12554966318890629:-0.072486131838781817:0;-1.8446006668143005e-17:-0.15361563348574492:0,0.00350837684713904:0.0020255623171143767:0;-1.6318299845387094e-18:0.0057616666904888826:0;-0.0035083768471390413:0.0020255623171143767:0;0.0049897497221019823:-0.00288083334524444:0;-0.0049897497221019875:-0.0028808333452444396:0;-5.1243086566419761e-19:-0.0040511246342287534:0,true,0.1542393017039807,8.481810249496373e-07,1.308228490067987e-07,true,7,true,0.1542393017039807,8.481810249496373e-07,1.308228490067987e-07,true,7,true,0.1493564864460592,1.0692529269837927e-07,1.5969986029646397e-08,true,6,true,0.0049803822069367397,2.3250498112773626e-05,1.1579636710327401e-07,true,9,true
8,n6_compact_f1.0_d4.0,6,compact,n6_compact,4,1,4,0.065507032652029312,0.0296422893760463,8,9,13,21,false,81,36,216,216,true,balanced_sqrt,2.9706889423633854e-08,1.0489115886663194,1.9477774556466199e-17,7.7139179704226699e-26,1.4954231512071373e-16,0,0,4.3837449428118738e-15,true,true,-4.0000000000000009:-2.3094010767585034:0;0:-2.3094010767585034:0;4.0000000000000009:-2.3094010767585034:0;-2.0000000000000004:1.1547005383792515:0;2:1.1547005383792515:0;0:4.6188021535170058:0,0.13654342698777741:0.078833384327467296:0;3.6445330802383023e-18:0.15073394289661721:0;-0.13654342698777736:0.078833384327467351:0;0.13053942376106351:-0.075366971448308576:0;-0.13053942376106362:-0.075366971448308603:0;-1.1699683717905951e-17:-0.15766676865493465:0,0:0:0;0:0:0;0:0:0;0:0:0;0:0:0;0:0:0,0.13654342698777741:0.078833384327467296:0;3.6445330802383023e-18:0.15073394289661721:0;-0.13654342698777736:0.078833384327467351:0;0.13053942376106351:-0.075366971448308576:0;-0.13053942376106362:-0.075366971448308603:0;-1.1699683717905951e-17:-0.15766676865493465:0,0.13303504105132394:0.076807816762634776:0;3.6461029641023455e-18:0.14497226463302859:0;-0.13303504105132388:0.076807816762634831:0;0.12554966401636317:-0.072486132316514282:0;-0.12554966401636328:-0.072486132316514296:0;-1.1407243273327463e-17:-0.15361563352526961:0,0.003508385936453477:0.0020255675648325143:0;-1.5698838640434162e-21:0.0057616782635886024:0;-0.0035083859364534757:0.0020255675648325156:0;0.0049897597447003438:-0.0028808391317942995:0;-0.004989759744700349:-0.0028808391317943012:0;-2.9244044457848914e-19:-0.0040511351296650287:0,true,0.15423931321042852,7.5044189961832108e-08,1.1574764320145918e-08,true,7,true,0.15423931321042852,7.5044189961832108e-08,1.1574764320145918e-08,true,7,true,0.14935648693009423,4.5273801596961294e-09,6.7619359564922284e-10,true,6,true,0.0049803931698167896,2.218181588874215e-06,1.1047416434642494e-08,true,9,true
8,n6_compact_f1.0_d4.0,6,compact,n6_compact,4,1,4,0.065507032652029312,0.0296422893760463,9,9,13,21,false,100,45,270,270,true,balanced_sqrt,1.9013866178112807e-06,1.0489115896451784,3.1784361241825126e-17,1.1368814197206427e-26,2.3043358719831447e-16,0,0,4.3837449718770484e-15,true,true,-4.0000000000000009:-2.3094010767585034:0;0:-2.3094010767585034:0;4.0000000000000009:-2.3094010767585034:0;-2.0000000000000004:1.1547005383792515:0;2:1.1547005383792515:0;0:4.6188021535170058:0,0.13654342792006827:0.078833384865725761:0;-4.2152728931657885e-17:0.15073394386343075:0;-0.13654342792006829:0.078833384865725747:0;0.13053942459834864:-0.075366971931715293:0;-0.13053942459834875:-0.075366971931715335:0;-3.4745179982225061e-18:-0.15766676973145152:0,0:0:0;0:0:0;0:0:0;0:0:0;0:0:0;0:0:0,0.13654342792006827:0.078833384865725761:0;-4.2152728931657885e-17:0.15073394386343075:0;-0.13654342792006829:0.078833384865725747:0;0.13053942459834864:-0.075366971931715293:0;-0.13053942459834875:-0.075366971931715335:0;-3.4745179982225061e-18:-0.15766676973145152:0,0.13303504117888371:0.076807816836281545:0;-4.0334217270488265e-17:0.14497226471350785:0;-0.13303504117888373:0.076807816836281531:0;0.12554966408606028:-0.072486132356753843:0;-0.12554966408606036:-0.072486132356753885:0;-3.5641991913720631e-18:-0.15361563367256309:0,0.0035083867411845496:0.002025568029444215:0;-1.8185116611696191e-18:0.0057616791499229096:0;-0.0035083867411845513:0.002025568029444215:0;0.0049897605122883716:-0.0028808395749614513:0;-0.0049897605122883769:-0.0028808395749614522:0;8.9681193149557329e-20:-0.0040511360588884309:0,true,0.15423931423306844,6.6334357744524562e-09,1.0231365848606501e-09,true,7,true,0.15423931423306844,6.6334357744524562e-09,1.0231365848606501e-09,true,7,true,0.14935648704489954,7.9464249655729717e-10,1.1868501174238659e-10,true,6,true,0.0049803940604274712,1.8232133886524957e-07,9.0803211317367323e-10,true,9,true
9,n6_irregular_f1.0_d10.0,6,irregular,n6_irregular,1,1,10,0.0034146865344347188,0.0018938801579050119,2,6,13,21,false,9,3,18,18,true,balanced_sqrt,1.0229537930455524e-16,1.0028071082688554,2.361756298603993e-17,2.3903356718865103e-17,1.2352146469907852e-16,0,0,8.6668313714695387e-17,true,true,-9.4719768178966621:-7.0204063473822345:0;0.55717510693509831:-6.2562804864426713:0;11.350452892706425:-7.5935007430869064:0;-6.4154733741384113:3.8683871710065345:0;4.7598673421026936:2.8177141122146363:0;-0.78004514970913541:14.184086293690633:0,0.0031526671276900322:0.0019067230231510955:0;-0.00022929079578145931:0.0027882521060676097:0;-0.0026576348665809956:0.0013292481605890498:0;0.0024863035179158513:-0.0014287645126771914:0;-0.0025885287606818475:-0.0021380510262814603:0;-0.00016352655723423452:-0.0024573651752023053:0,0:0:0;0:0:0;0:0:0;0:0:0;0:0:0;0:0:0,0.0031526671276900322:0.0019067230231510955:0;-0.00022929079578145931:0.0027882521060676097:0;-0.0026576348665809956:0.0013292481605890498:0;0.0024863035179158513:-0.0014287645126771914:0;-0.0025885287606818475:-0.0021380510262814603:0;-0.00016352655723423452:-0.0024573651752023053:0,0.0031479973820126139:0.0019038845840733786:0;-0.00022873297325299948:0.0027814766822852363:0;-0.0026545429970957226:0.0013276843043190827:0;0.0024814197375624286:-0.0014259558600938171:0;-0.0025829788135003644:-0.0021334836098373224:0;-0.00016337407061192699:-0.0024548349404132763:0,4.6697456774185401e-06:2.8384390777168181e-06:0;-5.5782252845983149e-07:6.7754237823735428e-06:0;-3.091869485273012e-06:1.5638562699670538e-06:0;4.8837803534228574e-06:-2.8086525833741975e-06:0;-5.5499471814830408e-06:-4.5674164441378593e-06:0;-1.524866223075401e-07:-2.5302347890292267e-06:0,true,0.003049370198049464,0,0,false,6,true,0.003049370198049464,0,0,false,6,true,0.0030441246972406828,0,0,false,6,true,5.4454030255554349e-06,0,0,false,6,true
9,n6_irregular_f1.0_d10.0,6,irregular,n6_irregular,1,1,10,0.0034146865344347188,0.0018938801579050119,3,6,13,21,false,16,6,36,36,true,balanced_sqrt,1.4834907554963559e-16,1.0028079011276274,3.0206188820839023e-17,2.2480612295657259e-17,1.0924003489291108e-16,0,0,8.6748957912787007e-17,true,true,-9.4719768178966621:-7.0204063473822345:0;0.55717510693509831:-6.2562804864426713:0;11.350452892706425:-7.5935007430869064:0;-6.4154733741384113:3.8683871710065345:0;4.7598673421026936:2.8177141122146363:0;-0.78004514970913541:14.184086293690633:0,0.0031556384931728434:0.0019084950698980145:0;-0.00022949104209847652:0.0027908337960701997:0;-0.0026601130183519792:0.0013304785316881041:0;0.002488588420979296:-0.0014300866368733883:0;-0.0025909283424275504:-0.0021400762649871172:0;-0.00016368160222316787:-0.0024596297434757095:0,0:0:0;0:0:0;0:0:0;0:0:0;0:0:0;0:0:0,0.0031556384931728434:0.0019084950698980145:0;-0.00022949104209847652:0.0027908337960701997:0;-0.0026601130183519792:0.0013304785316881041:0;0.002488588420979296:-0.0014300866368733883:0;-0.0025909283424275504:-0.0021400762649871172:0;-0.00016368160222316787:-0.0024596297434757095:0,0.0031508602524727885:0.001905609060404539:0;-0.00022894212413787681:0.002784005940469317:0;-0.0026569477802057631:0.0013288838559291501:0;0.0024836668551237186:-0.0014272473396009834:0;-0.0025853249713095367:-0.002135429979852688:0;-0.00016352331634959333:-0.0024570511964732262:0,4.7782407000548904e-06:2.8860094934754917e-06:0;-5.4891796059972112e-07:6.8278556008829092e-06:0;-3.1652381462161529e-06:1.5946757589540347e-06:0;4.9215658555774909e-06:-2.8392972724049393e-06:0;-5.603371118013711e-06:-4.6462851344289743e-06:0;-1.5828587357454216e-07:-2.5785470024832899e-06:0,true,0.003052207613521925,0.00092967117397882914,2.8375494352900484e-06,true,6,true,0.003052207613521925,0.00092967117397882914,2.8375494352900484e-06,true,6,true,0.0030468868396725983,0.00090654967472987309,2.7621542734439249e-06,true,6,true,5.5164359461339608e-06,0.014236115231737949,7.8532617797664419e-08,true,6,true
9,n6_irregular_f1.0_d10.0,6,irregular,n6_irregular,1,1,10,0.0034146865344347188,0.0018938801579050119,4,6,13,21,false,25,10,60,60,true,balanced_sqrt,1.2644600892181668e-16,1.0028079122633309,2.0018765529476744e-17,2.1106931293620874e-17,1.0959692772722348e-16,0,0,8.6750446769515946e-17,true,true,-9.4719768178966621:-7.0204063473822345:0;0.55717510693509831:-6.2562804864426713:0;11.350452892706425:-7.5935007430869064:0;-6.4154733741384113:3.8683871710065345:0;4.7598673421026936:2.8177141122146363:0;-0.78004514970913541:14.184086293690633:0,0.0031556984053381968:0.001908524651155308:0;-0.00022949737825610382:0.0027908872083154969:0;-0.0026601543452002339:0.0013304960412787101:0;0.0024886269462121389:-0.0014301090101126828:0;-0.0025909761003100017:-0.0021401237035720546:0;-0.00016368545377641242:-0.002459660766437667:0,0:0:0;0:0:0;0:0:0;0:0:0;0:0:0;0:0:0,0.0031556984053381968:0.001908524651155308:0;-0.00022949737825610382:0.0027908872083154969:0;-0.0026601543452002339:0.0013304960412787101:0;0.0024886269462121389:-0.0014301090101126828:0;-0.0025909761003100017:-0.0021401237035720546:0;-0.00016368545377641242:-0.002459660766437667:0,0.0031509184603953481:0.0019056381942564129:0;-0.00022894756261714302:0.0027840577267186544:0;-0.0026569881196600391:0.0013289010481562229:0;0.0024837045487750456:-0.0014272691340038624:0;-0.0025853713386409264:-0.0021354757854077921:0;-0.00016352707109421616:-0.0024570817288069413:0,4.7799449428485275e-06:2.8864568988950647e-06:0;-5.4981563896079931e-07:6.8294815968426294e-06:0;-3.1662255401946636e-06:1.5949931224872525e-06:0;4.9223974370932537e-06:-2.8398761088203106e-06:0;-5.6047616690751419e-06:-4.6479181642622925e-06:0;-1.583826821962514e-07:-2.5790376307259425e-06:0,true,0.003052259998011063,1.7369990333495747e-05,5.3017726660767918e-08,true,6,true,0.003052259998011063,1.7369990333495747e-05,5.3017726660767918e-08,true,6,true,0.0030469378433556605,1.6927627851014569e-05,5.1577429897497543e-08,true,6,true,5.5178576773077862e-06,0.000271915676480981,1.5003920030509211e-09,true,6,true
9,n6_irregular_f1.0_d10.0,6,irregular,n6_irregular,1,1,10,0.0034146865344347188,0.0018938801579050119,5,6,13,21,false,36,15,90,90,true,balanced_sqrt,5.3803144342971796e-16,1.0028079124407794,2.6616205427765179e-17,2.3161844650999388e-17,1.0890840618373727e-16,0,0,8.6750447611145963e-17,true,true,-9.4719768178966621:-7.0204063473822345:0;0.55717510693509831:-6.2562804864426713:0;11.350452892706425:-7.5935007430869064:0;-6.4154733741384113:3.8683871710065345:0;4.7598673421026936:2.8177141122146363:0;-0.78004514970913541:14.184086293690633:0,0.0031556984479726557:0.0019085246636558499:0;-0.00022949738726939125:0.0027908872485646668:0;-0.0026601543653996065:0.0013304960473429935:0;0.002488626958907367:-0.0014301090199464899:0;-0.0025909761242478668:-0.0021401237382850536:0;-0.0001636854558604657:-0.0024596607767618526:0,0:0:0;0:0:0;0:0:0;0:0:0;0:0:0;0:0:0,0.0031556984479726557:0.0019085246636558499:0;-0.00022949738726939125:0.0027908872485646668:0;-0.0026601543653996065:0.0013304960473429935:0;0.002488626958907367:-0.0014301090199464899:0;-0.0025909761242478668:-0.0021401237382850536:0;-0.0001636854558604657:-0.0024596607767618526:0,0.0031509184711766072:0.0019056381995555005:0;-0.00022894756368320148:0.0027840577360470843:0;-0.0026569881270118068:0.0013289010511921989:0;0.0024837045552927317:-0.0014272691377535838:0;-0.0025853713469815788:-0.0021354757937351487:0;-0.00016352707179403242:-0.0024570817341366207:0,4.779976796048519e-06:2.8864641003495104e-06:0;-5.4982358618976907e-07:6.8295125175825181e-06:0;-3.166238387799618e-06:1.594996150794613e-06:0;4.9224036146354757e-06:-2.8398821929059982e-06:0;-5.6047772662878493e-06:-4.6479445499049418e-06:0;-1.5838406643328414e-07:-2.5790426252316666e-06:0,true,0.0030522600276232867,1.0588291967489366e-08,3.2318220333172516e-11,true,6,true,0.0030522600276232867,1.0588291967489366e-08,3.2318220333172516e-11,true,6,true,0.00304693785254239,3.0556096129908155e-09,9.310252592414119e-12,true,6,true,5.5178789699251306e-06,4.2511536626978957e-06,2.3457351393320909e-11,true,6,true
9,n6_irregular_f1.0_d10.0,6,irregular,n6_irregular,1,1,10,0.0034146865344347188,0.0018938801579050119,6,6,13,21,false,49,21,126,126,true,balanced_sqrt,5.8175437382794569e-15,1.0028079124430513,2.0252991921611267e-17,2.1242460680978057e-18,1.1860637182457644e-16,0,0,8.6750447624035236e-17,true,true,-9.4719768178966621:-7.0204063473822345:0;0.55717510693509831:-6.2562804864426713:0;11.350452892706425:-7.5935007430869064:0;-6.4154733741384113:3.8683871710065345:0;4.7598673421026936:2.8177141122146363:0;-0.78004514970913541:14.184086293690633:0,0.003155698448740273:0.0019085246638700683:0;-0.00022949738732272587:0.0027908872489204499:0;-0.0026601543656679283:0.0013304960474109242:0;0.0024886269591256342:-0.0014301090200682417:0;-0.0025909761247234187:-0.0021401237389488061:0;-0.0001636854558883034:-0.0024596607768798133:0,0:0:0;0:0:0;0:0:0;0:0:0;0:0:0;0:0:0,0.003155698448740273:0.0019085246638700683:0;-0.00022949738732272587:0.0027908872489204499:0;-0.0026601543656679283:0.0013304960474109242:0;0.0024886269591256342:-0.0014301090200682417:0;-0.0025909761247234187:-0.0021401237389488061:0;-0.0001636854558883034:-0.0024596607768798133:0,0.0031509184713447761:0.0019056381996217855:0;-0.00022894756370597658:0.002784057736197641:0;-0.0026569881271055014:0.0013289010512258961:0;0.0024837045553772331:-0.0014272691378034055:0;-0.0025853713471073853:-0.0021354757938815585:0;-0.00016352707180362683:-0.0024570817341963602:0,4.7799773954967342e-06:2.8864642482827838e-06:0;-5.4982361674928272e-07:6.8295127228088485e-06:0;-3.1662385624270628e-06:1.5949961850279697e-06:0;4.9224037484012667e-06:-2.8398822648362771e-06:0;-5.6047776160334309e-06:-4.647945067247371e-06:0;-1.5838408467657835e-07:-2.5790426834530776e-06:0,true,0.0030522600280767876,1.6839226146189099e-10,5.1397696869758517e-13,true,6,true,0.0030522600280767876,1.6839226146189099e-10,5.1397696869758517e-13,true,6,true,0.003046937852675942,4.5697289720394568e-11,1.3923680181376943e-13,true,6,true,5.517879293082448e-06,6.9116798961921655e-08,3.8137815379612992e-13,true,6,true
10,n6_irregular_f0.1_d3.0,6,irregular,n6_irregular,2,0.10000000000000001,3,0.012646987164573027,0.0049475877137842893,2,10,13,21,false,9,3,18,18,true,balanced_sqrt,1.0407331904769282e-16,1.0089640872613321,3.5645578068823408e-17,2.5637255761995129e-17,1.7440627217276969e-16,0,0,8.4325612035709056e-17,true,true,-2.8415930453689988:-2.1061219042146702:0;0.16715253208052949:-1.8768841459328014:0;3.4051358678119272:-2.2780502229260717:0;-1.9246420122415235:1.1605161513019602:0;1.4279602026308083:0.84531423366439096:0;-0.23401354491274062:4.2552258881071907:0,0.0031042430269666911:0.0018180340247605227:0;-0.00023206284209586662:0.0027861688648808565:0;-0.0025158051733460262:0.0012168082887316503:0;0.0024066152440561394:-0.0013828404231865147:0;-0.0025820317641234245:-0.0022134463228968451:0;-0.00018180436638377435:-0.0022237668855941816:0,0:0:0;0:0:0;0:0:0;0:0:0;0:0:0;0:0:0,0.0031042430269666911:0.0018180340247605227:0;-0.00023206284209586662:0.0027861688648808565:0;-0.0025158051733460262:0.0012168082887316503:0;0.0024066152440561394:-0.0013828404231865147:0;-0.0025820317641234245:-0.0022134463228968451:0;-0.00018180436638377435:-0.0022237668855941816:0,0.0030915708705437027:0.0018106124283954631:0;-0.00023052142120440441:0.0027676624197875482:0;-0.0025077714635629357:0.001212922647737926:0;0.0023940357846267118:-0.0013756122682803554:0;-0.0025672098844670812:-0.0022007402766109777:0;-0.00018129941418475247:-0.0022175903488284299:0,1.2672156422988281e-05:7.4215963650597307e-06:0;-1.5414208914622086e-06:1.8506445093308298e-05:0;-8.0337097830907167e-06:3.8856409937243763e-06:0;1.2579459429427564e-05:-7.2281549061593186e-06:0;-1.4821879656343209e-05:-1.2706046285867569e-05:0;-5.0495219902187543e-07:-6.1765367657516574e-06:0,true,0.0029669437104828775,0,0,false,7,true,0.0029669437104828775,0,0,false,7,true,0.0029528923535907877,0,0,false,6,true,1.4549869203155622e-05,0,0,false,10,true
10,n6_irregular_f0.1_d3.0,6,irregular,n6_irregular,2,0.10000000000000001,3,0.012646987164573027,0.0049475877137842893,3,10,13,21,false,16,6,36,36,true,balanced_sqrt,3.5319968568689073e-16,1.0093812499981589,3.4142974392023809e-17,1.9225429771824285e-17,1.621289427707453e-16,0,0,8.4500587113542193e-17,true,true,-2.8415930453689988:-2.1061219042146702:0;0.16715253208052949:-1.8768841459328014:0;3.4051358678119272:-2.2780502229260717:0;-1.9246420122415235:1.1605161513019602:0;1.4279602026308083:0.84531423366439096:0;-0.23401354491274062:4.2552258881071907:0,0.0031121760808027442:0.0018216590105138541:0;-0.00023203639698536296:0.002791534531097655:0;-0.0025212973508628436:0.0012191778474196621:0;0.002410523638894413:-0.001385372698453028:0;-0.0025868007595759588:-0.0022192540895606514:0;-0.00018221218591617651:-0.0022276249457923781:0,0:0:0;0:0:0;0:0:0;0:0:0;0:0:0;0:0:0,0.0031121760808027442:0.0018216590105138541:0;-0.00023203639698536296:0.002791534531097655:0;-0.0025212973508628436:0.0012191778474196621:0;0.002410523638894413:-0.001385372698453028:0;-0.0025868007595759588:-0.0022192540895606514:0;-0.00018221218591617651:-0.0022276249457923781:0,0.0030959613310957337:0.0018127500855059857:0;-0.00023083602390705098:0.0027712932224709277:0;-0.0025110175761570638:0.0012143770246699191:0;0.002396755661492605:-0.0013771923518551806:0;-0.0025701873783961445:-0.0022037870856128701:0;-0.00018152388967368897:-0.002220073083700229:0,1.6214749707010703e-05:8.9089250078683927e-06:0;-1.2003730783119886e-06:2.0241308626727522e-05:0;-1.0279774705779839e-05:4.8008227497429318e-06:0;1.3767977401808074e-05:-8.1803465978473173e-06:0;-1.6613381179814135e-05:-1.5467003947781456e-05:0;-6.8829624248753921e-07:-7.5518620921490971e-06:0,true,0.0029731000987276309,0.0020998546619033489,6.2430781026185221e-06,true,7,true,0.0029731000987276309,0.0020998546619033489,6.2430781026185221e-06,true,7,true,0.0029566203744022519,0.0012657982197063283,3.7424848062658285e-06,true,6,true,1.688871655229608e-05,0.15066350936964953,2.5445133045182155e-06,true,10,true
10,n6_irregular_f0.1_d3.0,6,irregular,n6_irregular,2,0.10000000000000001,3,0.012646987164573027,0.0049475877137842893,4,10,13,21,false,25,10,60,60,true,balanced_sqrt,9.4348232388026148e-15,1.0094659408455784,2.4942783402384251e-17,1.161152310733277e-18,1.346788524933774e-16,0,0,8.4534932068117515e-17,true,true,-2.8415930453689988:-2.1061219042146702:0;0.16715253208052949:-1.8768841459328014:0;3.4051358678119272:-2.2780502229260717:0;-1.9246420122415235:1.1605161513019602:0;1.4279602026308083:0.84531423366439096:0;-0.23401354491274062:4.2552258881071907:0,0.0031136174263282764:0.0018221744967262473:0;-0.00023251773565393977:0.0027929242359494683:0;-0.002522092863859484:0.0012194643888847414:0;0.0024112959598533617:-0.0013858462304101879:0;-0.002588010937102282:-0.0022205978350226564:0;-0.00018229207622451319:-0.0022281367260371561:0,0:0:0;0:0:0;0:0:0;0:0:0;0:0:0;0:0:0,0.0031136174263282764:0.0018221744967262473:0;-0.00023251773565393977:0.0027929242359494683:0;-0.002522092863859484:0.0012194643888847414:0;0.0024112959598533617:-0.0013858462304101879:0;-0.002588010937102282:-0.0022205978350226564:0;-0.00018229207622451319:-0.0022281367260371561:0,0.0030967027232306145:0.0018130901947036072:0;-0.00023092965749694399:0.0027720024477026492:0;-0.0025114255924173325:0.0012145420944303668:0;0.0023971993053442269:-0.0013774357729627587:0;-0.0025708292358757826:-0.0022044475001992045:0;-0.00018156568126165222:-0.0022204015833620317:0,1.6914703097661731e-05:9.0843020226401768e-06:0;-1.5880781569957864e-06:2.0921788246818944e-05:0;-1.0667271442151716e-05:4.9222944543746951e-06:0;1.4096654509134855e-05:-8.4104574474291667e-06:0;-1.7181701226499332e-05:-1.6150334823451675e-05:0;-7.263949628609735e-07:-7.7351426751242595e-06:0,true,0.0029743085043887831,0.00042484271770552851,1.2636133082991964e-06,true,7,true,0.0029743085043887831,0.00042484271770552851,1.2636133082991964e-06,true,7,true,0.0029572610001972156,0.00022194173233048821,6.5633962933716225e-07,true,6,true,1.7477367837348846e-05,0.035308875217379639,6.1710620009719463e-07,true,10,true
10,n6_irregular_f0.1_d3.0,6,irregular,n6_irregular,2,0.10000000000000001,3,0.012646987164573027,0.0049475877137842893,5,10,13,21,false,36,15,90,90,true,balanced_sqrt,2.5050194312012534e-13,1.0094855564582377,2.0800349644409218e-17,6.6168678076239213e-20,1.6500139585782053e-16,0,0,8.4538387362648872e-17,true,true,-2.8415930453689988:-2.1061219042146702:0;0.16715253208052949:-1.8768841459328014:0;3.4051358678119272:-2.2780502229260717:0;-1.9246420122415235:1.1605161513019602:0;1.4279602026308083:0.84531423366439096:0;-0.23401354491274062:4.2552258881071907:0,0.0031138103321644117:0.0018222236522714205:0;-0.0002325640486699052:0.0027930959537570106:0;-0.0025221750942484617:0.0012194828350777407:0;0.0024113271996394747:-0.0013858751748610065:0;-0.0025881055321787081:-0.0022207490511465355:0;-0.00018230128922408004:-0.0022281642697210232:0,0:0:0;0:0:0;0:0:0;0:0:0;0:0:0;0:0:0,0.0031138103321644117:0.0018222236522714205:0;-0.0002325640486699052:0.0027930959537570106:0;-0.0025221750942484617:0.0012194828350777407:0;0.0024113271996394747:-0.0013858751748610065:0;-0.0025881055321787081:-0.0022207490511465355:0;-0.00018230128922408004:-0.0022281642697210232:0,0.003096743780847286:0.0018131059555374768:0;-0.00023093654897890034:0.0027720253417879573:0;-0.0025114482397119043:0.0012145467851786248:0;0.002397202148294017:-0.0013774363703369767:0;-0.0025708491832755085:-0.0022044712823972284:0;-0.00018156851404713866:-0.002220406770890547:0,1.7066551317125825e-05:9.1176967339436217e-06:0;-1.6274996910048553e-06:2.1070611969053327e-05:0;-1.0726854536557557e-05:4.9360498991159687e-06:0;1.4125051345457591e-05:-8.4388045240298337e-06:0;-1.7256348903199659e-05:-1.6277768749307071e-05:0;-7.3277517694139999e-07:-7.7574988304764357e-06:0,true,0.0029744300767572509,4.6104357600984609e-05,1.3713418791794038e-07,true,7,true,0.0029744300767572509,4.6104357600984609e-05,1.3713418791794038e-07,true,7,true,0.0029572839226564905,8.7826692468851471e-06,2.5972846561823032e-08,true,6,true,1.7581441855159757e-05,0.0063835912971528311,1.1223273921799635e-07,true,10,true
