case_id,geometry,particle_count,coordinates_xyz,ka,f0,f1,minimum_distance_over_radius,lmax,full_modes_per_particle,active_modes_per_particle,system_residual,condition_number,scattered_condition_number,balanced_condition_number,balanced_backward_error,effective_incident_closure_error,scattering_closure_error,production_solver,decomposition_residual,used_planar_symmetry,total_rms,total_successive_change,total_absolute_change,total_change_applicable,total_minimum_confirmed_lmax,interaction_rms,interaction_successive_change,interaction_absolute_change,interaction_change_applicable,interaction_minimum_confirmed_lmax,external_scattered_rms,external_scattered_successive_change,external_scattered_absolute_change,external_scattered_change_applicable,external_scattered_minimum_confirmed_lmax,scattered_scattered_rms,scattered_scattered_successive_change,scattered_scattered_absolute_change,scattered_scattered_change_applicable,scattered_scattered_minimum_confirmed_lmax
trimer_equilateral,equilateral_trimer,3,-1.5:-0.86602540378443871:0;1.5:-0.86602540378443871:0;0:1.7320508075688774:0,0.10000000000000001,0,0.80000000000000004,3,8,81,36,3.0093818477206277e-07,9.1337919018270638e+18,9.1338049338453371e+18,1.0765062984027307,1.8679470603951264e-17,3.6483083509613576e-27,1.5537774883116147e-16,balanced_sqrt,0,true,0.28851276056043912,5.3648738377315459e-06,1.5478345609824056e-06,true,9,0.28851276056043912,5.3648738377315459e-06,1.5478345609824056e-06,true,9,0.27523597640280167,7.3672128927547249e-07,2.0277220339046557e-07,true,8,0.013276784157637441,0.00010130934883122451,1.3450623575829668e-06,true,0
trimer_equilateral,equilateral_trimer,3,-1.5:-0.86602540378443871:0;1.5:-0.86602540378443871:0;0:1.7320508075688774:0,0.10000000000000001,0,0.80000000000000004,3,9,100,45,1.7745307101837223e-05,2.543883948450506e+24,1.792048213208379e+24,1.0765068428992406,1.5692945048072658e-17,1.7402801763953234e-28,1.1277773455990295e-16,balanced_sqrt,0,true,0.28851300540431118,8.4864067638436224e-07,2.4484387205199981e-07,true,9,0.28851300540431118,8.4864067638436224e-07,2.4484387205199981e-07,true,9,0.2752360069362017,1.1093534002572279e-07,3.053340001678973e-08,true,8,0.013276998468109468,1.614148503085801e-05,2.1431047202771371e-07,true,0
trimer_scalene,scalene_trimer,3,-1.1454545454545455:-0.98181818181818192:0;1.5545454545454547:-0.98181818181818192:0;-0.40909090909090906:1.9636363636363638:0,0.10000000000000001,0,0.80000000000000004,2.7000000000000002,2,9,3,1.1822739550525094e-16,1.8873396018405353,1.8873396018405351,1.0800572579166492,5.3447766304896652e-17,1.4711773954657254e-17,8.8967473368819827e-17,balanced_sqrt,0,true,0.28675251857090395,0,0,false,0,0.28675251857090395,0,0,false,0,0.27758803665332682,0,0,false,9,0.009244745971502405,0,0,false,0
trimer_scalene,scalene_trimer,3,-1.1454545454545455:-0.98181818181818192:0;1.5545454545454547:-0.98181818181818192:0;-0.40909090909090906:1.9636363636363638:0,0.10000000000000001,0,0.80000000000000004,2.7000000000000002,3,16,6,2.1018743454878738e-15,339.57083342847426,339.57083342847386,1.089865767203257,3.3250292737476099e-17,1.3508337246633705e-18,1.193539561437737e-16,balanced_sqrt,0,true,0.2923045366889786,0.019423583585034487,0.0056776016006631555,true,0,0.2923045366889786,0.019423583585034487,0.0056776016006631555,true,0,0.27911797869966631,0.0056689593374151873,0.0015823084715899268,true,9,0.013292989607549321,0.3089788891907671,0.0041072531629650008,true,0
trimer_scalene,scalene_trimer,3,-1.1454545454545455:-0.98181818181818192:0;1.5545454545454547:-0.98181818181818192:0;-0.40909090909090906:1.9636363636363638:0,0.10000000000000001,0,0.80000000000000004,2.7000000000000002,4,25,10,9.4108367287491383e-14,456882.34172301803,456882.34172294795,1.0935018223258524,3.0639651300262105e-17,2.7854633093117959e-20,1.248170582095182e-16,balanced_sqrt,0,true,0.29386517163293158,0.0056469448485222248,0.0016594404171126824,true,0,0.29386517163293158,0.0056469448485222248,0.0016594404171126824,true,0,0.27951396455321892,0.0015209052441468866,0.00042511425450127762,true,9,0.014488091159779379,0.085482833553862839,0.0012384830851246123,true,0
trimer_scalene,scalene_trimer,3,-1.1454545454545455:-0.98181818181818192:0;1.5545454545454547:-0.98181818181818192:0;-0.40909090909090906:1.9636363636363638:0,0.10000000000000001,0,0.80000000000000004,2.7000000000000002,5,36,15,3.1674447225988235e-12,899326645.73760724,899326645.74224532,1.0947444378922835,2.1406276972322554e-17,8.9965410753595959e-22,1.2721332904353016e-16,balanced_sqrt,0,true,0.29428237184972,0.0015467957564238557,0.00045519472396749405,true,0,0.29428237184972,0.0015467957564238557,0.00045519472396749405,true,0,0.27959359115726828,0.00031689708343767155,8.8602393585603077e-05,true,9,0.014840649882956337,0.024707953924935577,0.00036668209352418575,true,0
trimer_scalene,scalene_trimer,3,-1.1454545454545455:-0.98181818181818192:0;1.5545454545454547:-0.98181818181818192:0;-0.40909090909090906:1.9636363636363638:0,0.10000000000000001,0,0.80000000000000004,2.7000000000000002,6,49,21,1.6451742351574699e-10,2425816922133.5386,2425816922057.3838,1.0951259085175467,2.0398022118805149e-17,9.6611468188727896e-24,1.7562135799116865e-16,balanced_sqrt,0,true,0.29439015753330655,0.00040425234008871139,0.00011900791008192355,true,0,0.29439015753330655,0.00040425234008871139,0.00011900791008192355,true,0,0.27961190241302375,7.2990889622858308e-05,2.0409121506266444e-05,true,9,0.014934890505246264,0.0066055483433409253,9.8653141234907577e-05,true,0
trimer_scalene,scalene_trimer,3,-1.1454545454545455:-0.98181818181818192:0;1.5545454545454547:-0.98181818181818192:0;-0.40909090909090906:1.9636363636363638:0,0.10000000000000001,0,0.80000000000000004,2.7000000000000002,7,64,28,6.8864453669078456e-09,8569794809061036,8569795026938214,1.0952332627678554,1.8733824260866914e-17,2.0497463414973271e-25,8.7140125109989063e-17,balanced_sqrt,2.7214514726364616e-17,true,0.29441438170624668,9.2133740618101874e-05,2.712549827836217e-05,true,0,0.29441438170624668,9.2133740618101874e-05,2.712549827836217e-05,true,0,0.27961569941612435,1.5328849557636963e-05,4.2861869903032075e-06,true,9,0.014956504044263682,0.0015273674177414456,2.2844076960526507e-05,true,0
trimer_scalene,scalene_trimer,3,-1.1454545454545455:-0.98181818181818192:0;1.5545454545454547:-0.98181818181818192:0;-0.40909090909090906:1.9636363636363638:0,0.10000000000000001,0,0.80000000000000004,2.7000000000000002,8,81,36,6.7176411492229746e-07,3.846473341912893e+19,3.8464693661385671e+19,1.095261907615269,3.235228703402626e-17,3.8700811571896437e-27,2.1566090623771149e-16,balanced_sqrt,0,true,0.29441936674390445,1.9278878329967532e-05,5.6760751494418227e-06,true,0,0.29441936674390445,1.9278878329967532e-05,5.6760751494418227e-06,true,0,0.27961644645610556,3.0686673340924869e-06,8.580498553148721e-07,true,9,0.014961003859826034,0.00032205194261230522,4.8182203564871706e-06,true,0
trimer_scalene,scalene_trimer,3,-1.1454545454545455:-0.98181818181818192:0;1.5545454545454547:-0.98181818181818192:0;-0.40909090909090906:1.9636363636363638:0,0.10000000000000001,0,0.80000000000000004,2.7000000000000002,9,100,45,3.7028174679486924e-05,5.9064781338556544e+24,6.5617231107522745e+24,1.0952693071896109,2.2199913710920338e-17,5.4475766910065709e-29,1.3827570439474934e-16,balanced_sqrt,5.4427923000183058e-17,true,0.29442036678751221,3.9138699496840037e-06,1.1523230261445863e-06,true,0,0.29442036678751221,3.9138699496840037e-06,1.1523230261445863e-06,true,0,0.2796165911682561,6.0056029905027892e-07,1.6792662361142745e-07,true,9,0.014961914697903903,6.5796275421388677e-05,9.8443826029460857e-07,true,0
quartet_irregular,irregular_quartet,4,-1.8899999999999997:-1.6099999999999999:0;0.91000000000000014:-1.6099999999999999:0;-1.0499999999999998:1.7499999999999996:0;2.0299999999999998:1.4699999999999998:0,0.10000000000000001,0,0.80000000000000004,2.7999999999999998,2,9,3,2.1510337023419921e-16,1.7425410595910182,1.7425410595910187,1.0744884920444966,2.3879672857014142e-17,1.4173616497923581e-17,1.1349184947655237e-16,balanced_sqrt,0,true,0.24584099875948329,0,0,false,9,0.24584099875948329,0,0,false,9,0.23757869028680784,0,0,false,8,0.0082981586263545012,0,0,false,0
