case_id,split,particle_count,family,radius,k,ka,energy_density,f0,f1,distance_ratio,pair_count,reference_lmax,maximum_allowed_lmax,total_converged,matched_pairwise_converged,collective_residual_converged,joint_converged,collective_residual_resolved,metric_applicable,eta,lambda_max,rho_l1,rms_a,rms_matched_pairwise,rms_d,epsilon_a,epsilon_b,y_two_body,y_collective,y_multipolar,delta_d_penultimate,delta_d_last,delta_b_penultimate,delta_b_last,delta_r_penultimate,delta_r_last,collective_uncertainty,identity_max_abs_error,maximum_physical_residual,maximum_balanced_condition,maximum_raw_condition
n2_pair_f0.4_d6.0,calibration,2,pair,1,0.10000000000000001,0.10000000000000001,1,0,0.40000000000000002,6,1,5,13,true,true,true,true,true,true,0.0018518518518518515,0.0018518518518518515,0.001079805906452833,0.0024785556265142783,0.0024817346168216391,0.0024817346168216391,0.0012809549763351169,8.6570940918062293e-17,0.0012809549763351169,8.6570940918062293e-17,0.00020339008011097288,0.00020280589222372963,5.8430638802163528e-07,0.00020280589222372963,5.8430638802163528e-07,0,0,0,0,1.365965963340664e-16,1.0023659053698013,2622.8757258863179
n2_pair_f0.4_d10.0,calibration,2,pair,1,0.10000000000000001,0.10000000000000001,1,0,0.40000000000000002,10,1,5,13,true,true,true,true,true,true,0.00040000000000000013,0.00040000000000000013,0.00028284271247461907,0.00036241589446113021,0.00036252701616733106,0.00036252701616733106,0.00030651979368499928,8.554196470817222e-17,0.00030651979368499928,8.554196470817222e-17,3.121385998041565e-05,3.1208343515875227e-05,5.516636705510328e-09,3.1208343515875227e-05,5.516636705510328e-09,0,6.8433571766538206e-19,6.8433571766538206e-19,0,1.3696600865135707e-16,1.0005690263010076,3.9620661625765958
n2_pair_f0.8_d2.1,calibration,2,pair,1,0.10000000000000001,0.10000000000000001,1,0,0.80000000000000004,2.1000000000000001,1,13,13,true,true,true,true,false,true,0.086383759853147599,0.086383759853147599,0.044133986213243409,0.62491217635832719,0.74306796272687115,0.74306796272687115,0.15901073965689783,9.3382879033212368e-17,0.15901073965689783,9.3382879033212368e-17,0.12018101355232651,0.00020410909038522045,3.9715356486260807e-05,0.00020410909038522045,3.9715356486186099e-05,3.1249681066616216e-18,1.0565613074438066e-16,1.0565613074438066e-16,0,4.6884543849171555e-16,1.600589410317506,2.0736343880228757e+40
n2_pair_f0.8_d2.5,calibration,2,pair,1,0.10000000000000001,0.10000000000000001,1,0,0.80000000000000004,2.5,1,9,13,true,true,true,true,false,true,0.051200000000000016,0.051200000000000016,0.026387876003953037,0.31209785834128417,0.33279967563319529,0.33279967563319524,0.062205040472239508,1.4705902671122631e-16,0.062205040472239591,1.4705902671122631e-16,0.036788269284869363,0.00035670196303690842,2.1676972298230637e-05,0.00035670196303715866,2.1676972298230637e-05,3.5384498259912218e-16,2.1469363925689258e-19,3.5384498259912218e-16,0,3.4784683682556539e-16,1.133054633671726,1.218675195444543e+24
n2_pair_f0.8_d3.0,calibration,2,pair,1,0.10000000000000001,0.10000000000000001,1,0,0.80000000000000004,3,1,7,13,true,true,true,true,false,true,0.029629629629629624,0.029629629629629624,0.015467120753941556,0.1512182986019722,0.15553669853516797,0.15553669853516799,0.02776450814416228,1.5324060542896919e-16,0.027764508144162189,1.5324060542896919e-16,0.012491171649316466,0.00077138297285200786,2.794414908288917e-05,0.00077138297285209709,2.7944149082799947e-05,1.2618717308539595e-16,1.2618347204049794e-16,1.2618717308539595e-16,0,3.0831655061382907e-16,1.0531330555689409,1127233646976850.8
n2_pair_f0.8_d4.0,calibration,2,pair,1,0.10000000000000001,0.10000000000000001,1,0,0.80000000000000004,4,1,7,13,true,true,true,true,false,true,0.012500000000000001,0.012500000000000001,0.0067314560089181347,0.04842946084241942,0.048886241294638012,0.048886241294638012,0.0093437425361784527,8.6658122201273985e-17,0.0093437425361784527,8.6658122201273985e-17,0.0026313206565009056,5.2231809539782305e-05,5.9514948848012313e-07,5.2231809539853272e-05,5.9514948840915331e-07,1.0036651874994601e-16,1.0036646106966662e-16,1.0036651874994601e-16,0,2.7274378840270825e-16,1.0174524858655438,6123964745933.877
n2_pair_f0.8_d6.0,calibration,2,pair,1,0.10000000000000001,0.10000000000000001,1,0,0.80000000000000004,6,1,5,13,true,true,true,true,false,true,0.003703703703703703,0.003703703703703703,0.0021596118129056673,0.0099142225060571132,0.0099392494611581662,0.0099392494611581644,0.0025179924499184325,1.5080240759449705e-16,0.0025179924499185197,1.5080240759449705e-16,0.00036321546409222338,0.00036195654358954764,1.2593763421836294e-06,0.00036195654358937309,1.2593763422708959e-06,2.4682674138263863e-16,1.2341321526743997e-16,2.4682674138263863e-16,0,2.9653827178230667e-16,1.0047567941491826,10500.33976758632
n2_pair_f0.8_d10.0,calibration,2,pair,1,0.10000000000000001,0.10000000000000001,1,0,0.80000000000000004,10,1,5,13,true,true,true,true,false,true,0.00080000000000000026,0.00080000000000000026,0.00056568542494923836,0.0014496635778445208,0.0014505269737768896,0.0014505269737768896,0.00059522914635680706,8.620139845351095e-17,0.00059522914635680706,8.620139845351095e-17,4.4631931401816547e-05,4.4620109689367774e-05,1.1822239958416627e-08,4.4620109689442523e-05,1.1822239958416627e-08,1.0570817195520179e-16,6.8413808296437691e-19,1.0570817195520179e-16,0,2.0977064800739732e-16,1.0011398124516153,10.767051358853864
n2_pair_f1.0_d2.1,calibration,2,pair,1,0.10000000000000001,0.10000000000000001,1,0,1,2.1000000000000001,1,13,13,true,true,true,true,false,true,0.10797969981643449,0.10797969981643449,0.055167482766554234,0.97642527555988634,1.2295999113479104,1.2295999113479104,0.20590001141955952,1.5886300209939877e-16,0.20590001141955944,1.5886300209939877e-16,0.15953384476536947,0.00043060784552202219,9.6372653578891425e-05,0.00043060784552202219,9.6372653578801138e-05,1.5598653024184325e-18,1.2771920206994119e-16,1.2771920206994119e-16,0,3.4348347781451433e-16,1.8581075906727142,2.3843798794048734e+41
n2_pair_f1.0_d2.5,calibration,2,pair,1,0.10000000000000001,0.10000000000000001,1,0,1,2.5,1,9,13,true,true,true,true,false,true,0.064000000000000015,0.064000000000000015,0.032984845004941289,0.48765290365825653,0.52943420501043814,0.52943420501043814,0.07891689081811,8.8179500720414564e-17,0.07891689081811,8.8179500720414564e-17,0.047499226928874698,0.00048921510982136358,3.0592817477186537e-05,0.00048921510982115389,3.0592817477291393e-05,2.9656957832120606e-16,1.4828024493663679e-16,2.9656957832120606e-16,0,3.0141093880795133e-16,1.1729515269486779,2.0327493302668466e+24
n2_pair_f1.0_d3.0,calibration,2,pair,1,0.10000000000000001,0.10000000000000001,1,0,1,3,1,9,13,true,true,true,true,true,true,0.037037037037037028,0.037037037037037028,0.019333900942426936,0.23627859156558151,0.24485490210142244,0.24485490210142244,0.035026092850240338,8.7055728790415473e-17,0.035026092850240338,8.7055728790415473e-17,0.016002309192227959,3.7086331913433421e-05,1.0261219319173636e-06,3.7086331913433421e-05,1.0261219319173636e-06,1.8265977033097496e-19,1.5231932297115781e-19,1.8265977033097496e-19,0,3.0827829994425101e-16,1.0677099742978646,2.9837085947857537e+22
