ka,kd,separation_ratio,f1,corrected_force,silva_bruus_force,relative_error_percent
0.1,0.2222,0.45004500450045004,0.1,-0.00785477194617675,-0.00779699752174055,0.7355328051799265
0.1,0.22240000000000001,0.44964028776978415,0.1,-0.00782642705392214,-0.007769105550143478,0.7324096089279439
0.1,0.22260000000000002,0.44923629829290207,0.1,-0.007798211311764444,-0.007741338505550988,0.7293057848747675
0.1,0.2228,0.44883303411131065,0.1,-0.007770124002586966,-0.007713695716563929,0.7262211774773429
0.1,0.223,0.4484304932735426,0.1,-0.00774216441404348,-0.007686176515990559,0.7231556326983353
0.1,0.2232,0.4480286738351255,0.1,-0.007714331838520368,-0.007658780240816452,0.7201089979890063
0.1,0.22340000000000002,0.4476275738585497,0.1,-0.0076866255730990785,-0.007631506232174598,0.7170811222727186
0.1,0.22360000000000002,0.44722719141323786,0.1,-0.0076590449195190185,-0.007604353835315813,0.7140718559284761
0.1,0.2238,0.44682752457551383,0.1,-0.007631589184140699,-0.0075773223995793245,0.7110810507744121
0.1,0.224,0.44642857142857145,0.1,-0.0076042576779093,-0.00755041127836361,0.7081085600520441
0.1,0.2242,0.44603033006244425,0.1,-0.007577049716318558,-0.007523619829097485,0.7051542384102657
0.1,0.22440000000000002,0.445632798573975,0.1,-0.007549964619374999,-0.007496947413211421,0.7022179418897341
0.1,0.2246,0.4452359750667854,0.1,-0.00752300171156251,-0.007470393396109086,0.6992995279074204
0.1,0.2248,0.4448398576512456,0.1,-0.007496160321807198,-0.007443957147139084,0.6963988552412479
0.1,0.225,0.4444444444444444,0.1,-0.007469439783442659,-0.007417638039566965,0.6935157840153163
0.1,0.2252,0.4440497335701599,0.1,-0.007442839434175531,-0.007391435450547472,0.690650175684646
0.1,0.22540000000000002,0.44365572315882873,0.1,-0.007416358616051331,-0.007365348761096917,0.6878018930208233
0.1,0.2256,0.44326241134751776,0.1,-0.007389996675420685,-0.007339377356065898,0.6849708000972136
0.1,0.2258,0.4428697962798937,0.1,-0.007363752962905809,-0.007313520624112129,0.6821567622749027
0.1,0.226,0.4424778761061947,0.1,-0.007337626833367345,-0.0072877779576735625,0.6793596461882999
0.1,0.2262,0.4420866489832007,0.1,-0.007311617645871469,-0.007262148752941671,0.6765793197313889
0.1,0.2264,0.441696113074205,0.1,-0.007285724763657329,-0.007236632409834976,0.673815652043784
0.1,0.2266,0.44130626654898497,0.1,-0.00725994755410477,-0.007211228331972771,0.6710685134970811
0.1,0.2268,0.4409171075837743,0.1,-0.0072342853887023845,-0.007185935926649067,0.6683377756816754
0.1,0.227,0.44052863436123346,0.1,-0.007208737643015782,-0.007160754604806703,0.6656233113930484
0.1,0.2272,0.44014084507042256,0.1,-0.007183303696656261,-0.007135683781011735,0.6629249946190141
0.1,0.2274,0.4397537379067723,0.1,-0.0071579829332496705,-0.007110722873427949,0.6602427005266134
0.1,0.2276,0.4393673110720563,0.1,-0.007132774740405584,-0.007085871303791613,0.6575763054491708
0.1,0.2278,0.43898156277436345,0.1,-0.007107678509686808,-0.007061128497386456,0.6549256868738584
