geometry,ka,f0,f1,d_min_over_a,rms_a_vs_c,max_symmetric_a_vs_c,max_angle_a_vs_c_deg,rms_b_vs_c,max_symmetric_b_vs_c,max_angle_b_vs_c_deg,rms_up_to_three_vs_c,max_symmetric_up_to_three_vs_c,max_angle_up_to_three_vs_c_deg,rms_two_body_correction,rms_collective_correction,rms_three_body_sum,rms_four_body,relative_three_body_sum_amplitude,relative_four_body_amplitude,reconstruction_max_abs,closed_form_max_abs,quartet_residual_relative,quartet_condition_number,max_triplet_residual_relative,max_triplet_condition_number,sum_c_x,sum_c_y
linear_chain,0.1,0.0,0.8,4.882389937106918,0.008902204166180922,0.05406732298416288,0.0,0.005831070211812762,0.05348133415548998,0.0,1.6057724319891523e-05,2.6682310678556425e-05,0.0,6.0731247866289293e-05,0.00010038795750174937,0.00010019020383132754,2.764504778787321e-07,0.005819583619540444,1.6057724319891523e-05,1.3010426069826053e-18,3.469446951953614e-18,2.2938584640229406e-16,1.0229188294778955,1.529238976015294e-16,1.019845955677057,3.469446951953614e-18,8.611323893139087e-18
linear_chain,0.1,0.0,0.8,4.932075471698114,0.008653649175473807,0.05245221290766133,0.0,0.0056688143147978565,0.05188161742002008,0.0,1.5170935678079542e-05,2.5200947619653945e-05,0.0,5.673140731189777e-05,9.380931781427501e-05,9.362971831796187e-05,2.510534033280708e-07,0.005657961275682423,1.517093567807954e-05,2.168404344971009e-19,1.951563910473908e-18,6.621799600467637e-17,1.0222359332547135,7.64619488007647e-17,1.0192537705989995,-3.469446951953614e-18,8.291346408191938e-18
linear_chain,0.1,0.0,0.8,4.981761006289308,0.008414643920340957,0.050899109561311315,0.0,0.005512802409197844,0.050343362315456955,0.0,1.4341923241159274e-05,2.38144728941494e-05,0.0,5.3033932894710604e-05,8.772686116668331e-05,8.756357994926625e-05,2.2822728181608862e-07,0.005502541731034022,1.4341923241159276e-05,1.3010426069826053e-18,1.3010426069826053e-18,6.621801179227124e-17,1.0215804694565056,2.417939089425867e-16,1.0186853329931946,0.0,7.9629484631146e-18
linear_chain,0.1,0.0,0.8,5.031446540880504,0.008184727514264743,0.04940512380617425,0.0,0.0053627325764899324,0.04886370547184244,0.0,1.3566364717712537e-05,2.2515967624754072e-05,0.0,4.961314055688723e-05,8.209846655802773e-05,8.19498700485548e-05,2.076884730321814e-07,0.005353026142551366,1.3566364717712537e-05,4.336808689942018e-19,8.673617379884035e-19,4.5725769950909845e-20,1.0209510688453596,1.3243597753738826e-16,1.0181394606649572,0.0,7.665425538514619e-18
linear_chain,0.1,0.0,0.8,5.081132075471698,0.007963465578214162,0.04796752391073423,0.0,0.0052183202961433054,0.047439939468025945,0.0,1.2840301251815728e-05,2.129907778940092e-05,0.0,4.6445760289308974e-05,7.688597354170944e-05,7.67506064116711e-05,1.8918713422867502e-07,0.0052091328070660355,1.2840301251815728e-05,1.734723475976807e-18,3.469446951953614e-18,1.4806793333983775e-16,1.0203464438517784,1.0813352338820364e-16,1.0176150417318757,3.469446951953614e-18,7.367902613914638e-18
linear_chain,0.1,0.0,0.8,5.130817610062893,0.007750448478431785,0.046583725826931204,0.0,0.005079297286188336,0.04606950320292238,0.0,1.2160103603537715e-05,2.0157963330016557e-05,0.0,4.3510687990243845e-05,7.205477465034976e-05,7.193133880503192e-05,1.7250290256889828e-07,0.005070596025832119,1.2160103603537713e-05,8.673617379884035e-19,8.673617379884035e-19,1.4806793333983775e-16,1.019765382909314,7.646195107950817e-17,1.0171110297631691,-3.469446951953614e-18,7.1096751699222e-18
linear_chain,0.1,0.0,0.8,5.180503144654088,0.007545289696757676,0.04525128413016129,0.0,0.004945410431249279,0.04474997292383945,0.0,1.1522441776696313e-05,1.9087252273362213e-05,0.0,4.078876496217133e-05,6.757345329588299e-05,6.746078952086672e-05,1.574411653140448e-07,0.004937165054092813,1.1522441776696314e-05,8.673617379884035e-19,1.0842021724855044e-18,1.8729277883684064e-16,1.019206745237145,1.7097411521061839e-16,1.0166264393017659,-6.938893903907228e-18,6.8514477259297636e-18
linear_chain,0.1,0.0,0.8,5.230188679245283,0.00734762432236977,0.04396788357441714,0.0,0.00481642079068906,0.04347905386346158,0.0,1.092425770725272e-05,1.8081999251399377e-05,0.0,3.826258173584449e-05,6.341346168531335e-05,6.331053359051004e-05,1.4382983291213887e-07,0.00480860312859364,1.092425770725272e-05,4.336808689942018e-19,3.469446951953614e-18,1.6220028588796296e-16,1.01866945603086,1.3243597753738826e-16,1.0161603417353082,-3.469446951953614e-18,6.604447562110911e-18
linear_chain,0.1,0.0,0.8,5.279874213836479,0.00715710765489537,0.0427313312171782,0.0,0.004692102680194237,0.04225457244064821,0.0,1.036274067515915e-05,1.7137648171417986e-05,0.0,3.591630333524389e-05,5.954883399341786e-05,5.945471394816257e-05,1.315165430600393e-07,0.0046846865666117085,1.0362740675159152e-05,1.5178830414797062e-18,1.3010426069826053e-18,6.621801968606726e-17,1.0181525020255997,1.0813352338820364e-16,1.0157118614855918,0.0,6.346220118118473e-18
linear_chain,0.1,0.0,0.8,5.329559748427673,0.006973413909720934,0.04153954907245673,0.0,0.0045722428207460265,0.04107446898394472,0.0,9.835305153199294e-06,1.624999824801919e-05,0.0,3.3735513462494116e-05,5.59559306389092e-05,5.586978743476082e-05,1.2036623480883492e-07,0.004565203930636859,9.835305153199294e-06,5.421010862427522e-20,3.469446951953614e-18,9.364638802298074e-17,1.0176549273992104,1.0813352338820364e-16,1.0152801724888947,0.0,6.130094974776978e-18
linear_chain,0.1,0.0,0.8,5.379245283018868,0.006796235017190487,0.0403905672534761,0.0,0.004456639549466802,0.03993679093971006,0.0,9.339570822684403e-06,1.541517348249525e-05,0.0,3.1707075399113934e-05,5.26132100337701e-05,5.2534298048919626e-05,1.1025904066617981e-07,0.004449955253405304,9.339570822684403e-06,4.336808689942018e-19,1.3010426069826053e-18,9.364638802298074e-17,1.0171758299861682,1.3243597885302146e-16,1.01486449494231,-6.938893903907228e-18,5.911163011392086e-18
linear_chain,0.1,0.0,0.8,5.428930817610063,0.0066252795080873565,0.03928251756954963,0.0,0.004345102087325627,0.03883968652979972,0.0,8.873344530404378e-06,1.4629594871001975e-05,0.0,2.981900769387778e-05,4.95010246286257e-05,4.9428674298923e-05,1.0108845254040432e-07,0.004338751318407843,8.873344530404378e-06,8.673617379884035e-19,3.469446951953614e-18,1.3243598411555412e-16,1.0167143577758373,1.0813352499951865e-16,1.0144640922935155,-3.469446951953614e-18,5.69503786805059e-18
linear_chain,0.1,0.0,0.8,5.478616352201258,0.006460271478519505,0.038213627544404216,0.0,0.004237449859148295,0.0377813988264783,0.0,8.434603983277006e-06,1.3889955263176297e-05,0.0,2.8060372946175992e-05,4.660143847017897e-05,4.6535047898784644e-05,9.27597237990714e-08,0.004231412991475557,8.434603983277006e-06,6.505213034913027e-19,8.673617379884035e-19,9.364638802298074e-17,1.0162697056710892,1.8729275837039252e-16,1.0140782684535912,0.0,5.498560465012866e-18
linear_chain,0.1,0.0,0.8,5.528301886792454,0.006300949627893144,0.037182214825839485,0.0,0.004133511861751664,0.036760260214623225,0.0,8.021482995998013e-06,1.3193196524753721e-05,0.0,2.6421178200363804e-05,4.3898063827656694e-05,4.383709138822282e-05,8.518847515815813e-08,0.004127770599389176,8.021482995998013e-06,6.505213034913027e-19,1.734723475976807e-18,6.621800389847427e-17,1.015841112485585,1.0813352499951865e-16,1.0137063652143257,0.0,5.3161171621921224e-18
linear_chain,0.1,0.0,0.8,5.577987421383648,0.006147066364217875,0.036186681958525396,0.0,0.004033126076418798,0.03577468721364215,0.0,7.63225813705438e-06,1.2536488798134355e-05,0.0,2.489228564635746e-05,4.137591474235917e-05,4.1319872550191776e-05,7.829947687894879e-08,0.00402766335183573,7.63225813705438e-06,4.336808689942018e-19,1.734723475976807e-18,1.1469292889800568e-16,1.0154278581599914,1.3243597753738826e-16,1.0133477598532112,-1.734723475976807e-18,5.130867039327983e-18
linear_chain,0.1,0.0,0.8,5.627672955974843,0.005998386971517241,0.03522551149465006,0.0,0.003936138922242318,0.03482317563365565,0.0,7.265336620697915e-06,1.1917211684601188e-05,0.0,2.346533247893561e-05,3.9021275612577985e-05,3.896972375518932e-05,7.202558352104734e-08,0.003930938803353432,7.265336620697915e-06,2.168404344971009e-19,9.75781955236954e-19,1.4806792627940936e-16,1.0150292611792386,1.5292390329838807e-16,1.0130018629108253,5.204170427930421e-18,4.945616916463844e-18
linear_chain,0.1,0.0,0.8,5.6773584905660375,0.005854688834507834,0.034297261418116766,0.0,0.003842404747162888,0.03390429604233802,0.0,6.919245326084285e-06,1.1332937070810852e-05,0.0,2.2132658904409063e-05,3.6821583151458314e-05,3.677412458422247e-05,6.630680104897112e-08,0.0038374523521697,6.919245326084286e-06,2.168404344971009e-19,1.5178830414797062e-18,1.3243598016865464e-16,1.01464467617453,1.0813352499951865e-16,1.012668116126696,-1.734723475976807e-18,4.794048634120457e-18
linear_chain,0.1,0.0,0.8,5.727044025157233,0.00571576071619296,0.033400560860743916,0.0,0.003751785353808248,0.033016689520688376,0.0,6.5926208292385154e-06,1.0781413506159617e-05,0.0,2.0887243403226006e-05,3.476532025214852e-05,3.472159627723117e-05,6.108946883030451e-08,0.00374706677312165,6.592620829238516e-06,6.505213034913027e-19,1.734723475976807e-18,1.6220029233322287e-16,1.0142734916952767,1.8729275837039252e-16,1.0123459905209806,3.469446951953614e-18,4.64248035177707e-18
linear_chain,0.1,0.0,0.8,5.7767295597484285,0.005581402084303422,0.032534106089666226,0.0,0.003664149557479351,0.03215906368755692,0.0,6.2842003389805136e-06,1.026055201582777e-05,0.0,1.972264446084079e-05,3.284192046643696e-05,3.280160672392577e-05,5.632554143612278e-08,0.003659651782084833,6.2842003389805136e-06,2.168404344971009e-19,1.734723475976807e-18,1.3243599990315087e-16,1.0139151281374645,1.8729275837039252e-16,1.0120349846104124,-1.734723475976807e-18,4.479684789260099e-18
linear_chain,0.1,0.0,0.8,5.826415094339623,0.005451422482950041,0.03169665674747969,0.0,0.003579372773847982,0.03133018897435132,0.0,5.992813460177727e-06,9.768413110491194e-06,0.0,1.863294807142554e-05,3.1041681953491286e-05,3.1004484862732826e-05,5.197195743248933e-08,0.0035750836295249827,5.992813460177727e-06,2.710505431213761e-20,7.589415207398531e-19,6.621800389847427e-17,1.013569035816125,1.0813352499951865e-16,1.0117346227479822,-3.469446951953614e-18,4.3309233269601086e-18
linear_chain,0.1,0.0,0.8,5.876100628930818,0.005325640946064243,0.03088703232757332,0.0,0.0034973366341458615,0.030528895132663974,0.0,5.717374692203958e-06,9.303194927805502e-06,0.0,1.7612720398098553e-05,2.9355689887261863e-05,2.9321343484432438e-05,4.7990083881247194e-08,0.003493244721016659,5.717374692203958e-06,4.336808689942018e-19,2.0599841277224584e-18,1.1469292889800568e-16,1.0132346931706737,1.529239044377598e-16,1.0114444535767348,-1.734723475976807e-18,4.196195964877098e-18
linear_chain,0.1,0.0,0.8,5.925786163522012,0.005203885449549617,0.030104108868492876,0.0,0.003417928625794201,0.029754067958850706,0.0,5.4568765923522175e-06,8.863222467893328e-06,0.0,1.6656965044482434e-05,2.777574642662084e-05,2.7744009551498997e-05,4.434522692097439e-08,0.003414023262737306,5.456876592352217e-06,2.168404344971009e-19,1.734723475976807e-18,6.621801968606726e-17,1.01291160509285,1.529238976015294e-16,1.0111640485888878,1.734723475976807e-18,4.0614686027940875e-18
linear_chain,0.1,0.0,0.8,5.975471698113208,0.005085992399294221,0.029346815852476848,0.0,0.003341041756599203,0.029004646220805886,0.0,5.21038354973477e-06,8.44693761758455e-06,0.0,1.5761084453747086e-05,2.6294307453965396e-05,2.6264961244623834e-05,4.100620015873834e-08,0.0033373129300849577,5.210383549734771e-06,6.505213034913027e-19,2.168404344971009e-18,1.3243598411555412e-16,1.0125993013678616,1.7097411113427802e-16,1.0108930007822405,-1.734723475976807e-18,3.932354880797869e-18
linear_chain,0.1,0.0,0.8,6.025157232704403,0.0049718061524163335,0.02861413329429947,0.0,0.0032665742407893945,0.02827961877324892,0.0,4.977026096086564e-06,8.052890224638235e-06,0.0,1.492084500559819e-05,2.4904425377303782e-05,2.4877271036841895e-05,3.794494350170589e-08,0.003263012557765812,4.977026096086564e-06,8.673617379884035e-19,1.734723475976807e-18,6.621798811087752e-17,1.0122973352201385,1.709741141915333e-16,1.0106309234065016,-1.734723475976807e-18,3.806047978845047e-18
linear_chain,0.1,0.0,0.8,6.074842767295598,0.004861178569341603,0.02790508900754232,0.0,0.0031944292053091516,0.02757802184879571,0.0,4.755995716415315e-06,7.679729749315535e-06,0.0,1.4132345429653646e-05,2.35996973694563e-05,2.3574554173146084e-05,3.5136186274307965e-08,0.0031910258497766303,4.755995716415314e-06,7.589415207398531e-19,1.0842021724855044e-18,1.7519633781114053e-16,1.0120052819558345,1.8729275837039252e-16,1.010377448792793,-1.734723475976807e-18,3.699388817195997e-18
linear_chain,0.1,0.0,0.8,6.124528301886793,0.004753968594509381,0.02721875603664735,0.0,0.003124514414913578,0.026898936513103138,0.0,4.5465401008785584e-06,7.326197683578695e-06,0.0,1.3391988195731445e-05,2.2374218487316817e-05,2.2350922002554567e-05,3.255714907022375e-08,0.0031212611078763855,4.5465401008785584e-06,7.589415207398531e-19,3.469446951953614e-18,1.4806793333983775e-16,1.0117227376948517,1.0813352499951865e-16,1.0101322272601512,1.734723475976807e-18,3.584309195416759e-18
linear_chain,0.1,0.0,0.8,6.174213836477987,0.0046500418636377635,0.026554250243329875,0.0,0.003056742014711989,0.026241486273102268,0.0,4.347958809150469e-06,6.991120629994814e-06,0.0,1.2696453578690613e-05,2.1222539175140127e-05,2.120093966990662e-05,3.0187279696806774e-08,0.003053630977215515,4.347958809150469e-06,7.589415207398531e-19,1.734723475976807e-18,6.621801179227124e-17,1.011449318185769,1.7097411521061839e-16,1.0098949260933463,0.0,3.4636159335507285e-18
linear_chain,0.1,0.0,0.8,6.223899371069182,0.004549270335701017,0.025910728037461653,0.0,0.002991028288937256,0.025604834828267285,0.0,4.159599292619252e-06,6.6734039158114426e-06,0.0,1.2042676128489106e-05,2.0139626709981214e-05,2.0119587728523654e-05,2.8008018956657547e-08,0.0029880522079361446,4.159599292619252e-06,2.168404344971009e-19,4.336808689942018e-19,9.364638802298074e-17,1.0111846576976056,1.5292390329838807e-16,1.0096652285868029,1.734723475976807e-18,3.351343131814886e-18
linear_chain,0.1,0.0,0.8,6.273584905660378,0.004451531947872068,0.02528738424286377,0.0,0.0029272934347865705,0.024988183955470963,0.0,3.9808532614863e-06,6.372025725798851e-06,0.0,1.1427823305094045e-05,1.912083019492706e-05,1.910222728182117e-05,2.6002592818082423e-08,0.002924445431595934,3.9808532614863e-06,6.505213034913027e-19,1.0842021724855044e-19,9.36463991864968e-17,1.0109284079828265,7.64619488007647e-17,1.0094428331498406,-1.734723475976807e-18,3.2559112503394205e-18
linear_chain,0.1,0.0,0.8,6.323270440251573,0.004356710291815134,0.024683450088945617,0.0,0.0028654613502914626,0.024390771518677485,0.0,3.8111533436527154e-06,6.086031765823512e-06,0.0,1.084927606343827e-05,1.8161848748167916e-05,1.81445683043252e-05,2.4155827673772155e-08,0.0028627349514190915,3.811153343652716e-06,2.168404344971009e-19,1.1926223897340549e-18,9.364638244122221e-17,1.0106802373064614,1.3243597885302146e-16,1.0092274524688205,3.469446951953614e-18,3.166093008950747e-18
linear_chain,0.1,0.0,0.8,6.3729559748427675,0.0042646943098867615,0.024098191320390802,0.0,0.0028054594352404064,0.02381186959540685,0.0,3.6499700294900706e-06,5.814530263688128e-06,0.0,1.0304611196816838e-05,1.7258702573261318e-05,1.7242640829218004e-05,2.24539860919033e-08,0.0028028485453904044,3.6499700294900706e-06,6.505213034913027e-19,1.0842021724855044e-18,1.146929243405188e-16,1.010439829536607,1.0813352822214858e-16,1.0090188127221467,1.734723475976807e-18,3.073467947518677e-18
linear_chain,0.1,0.0,0.8,6.422641509433962,0.004175378009847966,0.02353090641693463,0.0,0.0027472184042610075,0.02325078271241095,0.0,3.4968088619771562e-06,5.556687481169403e-06,0.0,9.791585266834455e-06,1.6407706629184576e-05,1.6392768722878235e-05,2.0884620551705837e-08,0.0027447172813403363,3.496808861977156e-06,7.589415207398531e-19,1.734723475976807e-18,1.3243598411555412e-16,1.0102068832919682,1.8729275930068566e-16,1.0088166528443814,0.0,2.9808428860866073e-18
linear_chain,0.1,0.0,0.8,6.472327044025157,0.0040886601968481776,0.022980924916301715,0.0,0.002690672111227921,0.022706846183486597,0.0,3.3512078555376626e-06,5.311723487970772e-06,0.0,9.30811996638355e-06,1.5605446648166373e-05,1.5591545795810444e-05,1.9436443102181864e-08,0.002688275343189193,3.3512078555376626e-06,2.168404344971009e-19,1.734723475976807e-18,1.146929243405188e-16,1.0099811111424244,1.7097411215336312e-16,1.0086207238360398,1.734723475976807e-18,2.8882178246545378e-18
linear_chain,0.1,0.0,0.8,6.522012578616353,0.004004444221499599,0.02244760583372183,0.0,0.0026357573842342562,0.022179424543050573,0.0,3.2127351266470327e-06,5.07890835853765e-06,0.0,8.852288777757184e-06,1.4848757275513761e-05,1.4835814025528686e-05,1.8099209119718772e-08,0.0026334598676077026,3.2127351266470323e-06,5.421010862427522e-19,1.734723475976807e-18,9.364638802298074e-17,1.0097622388589254,7.64619488007647e-17,1.0084307881158767,0.0,2.8012064033092604e-18
linear_chain,0.1,0.0,0.8,6.571698113207548,0.003922637742979969,0.021930336171900242,0.0,0.002582413870415323,0.021667910069214168,0.0,3.0809867128133425e-06,4.857558560333607e-06,0.0,8.422304802447193e-06,1.4134702128883694e-05,1.412264368996829e-05,1.6863613515854173e-08,0.002580210790390944,3.080986712813343e-06,1.6940658945086007e-21,1.734723475976807e-18,9.364638244122221e-17,1.0095500047093047,1.0813352983346351e-16,1.0082466189127373,2.6020852139652106e-18,2.7254222621375665e-18
linear_chain,0.1,0.0,0.8,6.6213836477987424,0.0038431525061379153,0.02142852951551028,0.0,0.0025305838899643113,0.021171721390839927,0.0,2.9555845607545556e-06,4.647033719353088e-06,0.0,8.016509651574674e-06,1.3460555595156267e-05,1.3449315230668592e-05,1.572119796304531e-08,0.0025284707019098693,2.9555845607545556e-06,3.2526065174565133e-19,8.673617379884035e-19,6.621800389847427e-17,1.0093441587968586,1.0813352338820364e-16,1.0080679996942767,8.673617379884035e-19,2.6496381209658734e-18
linear_chain,0.1,0.0,0.8,6.671069182389937,0.0037659041317102443,0.020941624705380534,0.0,0.0024802122987391795,0.020690302173267054,0.0,2.8361746835509532e-06,4.446733612939357e-06,0.0,7.633363297362384e-06,1.2823786201588923e-05,1.2813302683178612e-05,1.4664267970409452e-08,0.0024781847110293895,2.8361746835509532e-06,5.251604272976662e-20,8.673617379884035e-19,9.364638802298074e-17,1.0091444624387844,1.8729275464921986e-16,1.0078947236300195,8.673617379884035e-19,2.5766607998375756e-18
linear_chain,0.1,0.0,0.8,6.720754716981132,0.0036908119187535893,0.020469084586934236,0.0,0.0024312463588903686,0.02022311987784904,0.0,2.72242545120068e-06,4.25609532391376e-06,0.0,7.27143479589034e-06,1.2222041414311255e-05,1.2212258528648272e-05,1.3685818588592533e-08,0.0024293003169534037,2.7224254512006804e-06,4.336808689942018e-19,2.168404344971009e-19,1.6220028588796296e-16,1.008950687581778,1.5292389532278588e-16,1.007726593086469,2.6020852139652106e-18,2.5092971187960707e-18
linear_chain,0.1,0.0,0.8,6.770440251572328,0.003617798658523021,0.020010394828377916,0.0,0.002383635616981301,0.01976966459057125,0.0,2.6140260216811116e-06,4.074590730722527e-06,0.0,6.929393800587611e-06,1.1653133731927857e-05,1.1643999834996736e-05,1.2779467881910033e-08,0.002381767288465753,2.614026021681112e-06,3.2526065174565133e-19,8.673617379884035e-19,1.6220029233322287e-16,1.0087626162523096,1.7097411215336312e-16,1.0075634191521097,1.734723475976807e-18,2.4419334377545658e-18
linear_chain,0.1,0.0,0.8,6.820125786163523,0.003546790459045551,0.019565062804662078,0.0,0.0023373317891339828,0.01932944791575541,0.0,2.5106848893881576e-06,3.901724091473257e-06,0.0,6.606002793604759e-06,1.1115027955237481e-05,1.1106495569278688e-05,1.193939724863855e-08,0.0023355375501074175,2.510684889388157e-06,3.2526065174565133e-19,1.0842021724855044e-18,1.4806794393047975e-16,1.0085800400392642,1.8729275557951303e-16,1.0074050211903312,-1.734723475976807e-18,2.366149296582872e-18
linear_chain,0.1,0.0,0.8,6.869811320754717,0.0034777165797035517,0.019132616542711534,0.0,0.0022922886527258247,0.0189020019305597,0.0,2.4121285478102112e-06,3.7370298336785556e-06,0.0,6.300109969701687e-06,1.0605829525604512e-05,1.0597854974342251e-05,1.116029787151721e-08,0.0022905650748269975,2.4121285478102112e-06,2.168404344971009e-19,8.673617379884035e-19,6.621800389847427e-17,1.0084027596068184,1.32435982799921e-16,1.0072512264184175,0.0,2.3015924355847627e-18
linear_chain,0.1,0.0,0.8,6.919496855345912,0.00341050927518705,0.018712603724565836,0.0,0.0022484619442362016,0.0184868781968679,0.0,2.318100249170063e-06,3.5800705407284307e-06,0.0,6.010642713414838e-06,1.012377383523069e-05,1.0116316913515119e-05,1.0437322592961045e-08,0.002246805782712693,2.3181002491700624e-06,1.0842021724855044e-19,3.2526065174565133e-19,6.621799600467637e-17,1.008230584235562,1.8729275557951303e-16,1.00710186951092,1.734723475976807e-18,2.242649214673446e-18
linear_chain,0.1,0.0,0.8,6.969182389937107,0.003345103648226573,0.018304590744674564,0.0,0.0022058092628423863,0.018083646826815146,0.0,2.228358864141644e-06,3.430435051533828e-06,0.0,5.736601616205839e-06,9.667216421840363e-06,9.660240096198246e-06,9.766042680147589e-09,0.002204217445399754,2.228358864141644e-06,2.168404344971009e-19,1.734723475976807e-18,3.222701627949685e-35,1.008063331390044,1.8729275557951303e-16,1.0069567922258138,0.0,2.1780923536753364e-18
linear_chain,0.1,0.0,0.8,7.018867924528303,0.003281437510555106,0.017908161818253086,0.0,0.002164289979412698,0.017691895598947568,0.0,2.1426778215675317e-06,3.287736700487983e-06,0.0,5.477054985323311e-06,9.234623968826867e-06,9.22809410584824e-06,9.142408899333638e-09,0.002162759595819464,2.142677821567532e-06,4.336808689942018e-19,8.673617379884035e-19,6.62180354736565e-17,1.0079008263110234,1.3243597753738826e-16,1.0068158430519836,0.0,2.1135354926772272e-18
linear_chain,0.1,0.0,0.8,7.068553459119498,0.0032194512515833105,0.017522918137564923,0.0,0.00212386515054901,0.017311229121844313,0.0,2.0608441302886905e-06,3.151611732295013e-06,0.0,5.231133800795818e-06,8.824566039378456e-06,8.818451159164517e-06,8.562716479385234e-09,0.002122393442940023,2.060844130288691e-06,4.336808689942018e-19,1.1384122811097797e-18,6.621799600467637e-17,1.0077429016308534,7.646196019448141e-17,1.00667887687667,8.673617379884035e-19,2.0602059118527023e-18
linear_chain,0.1,0.0,0.8,7.118238993710692,0.003159087714297939,0.01714847707318662,0.0,0.0020844974373709323,0.016941268042439186,0.0,1.982657472728983e-06,3.0217177598358546e-06,0.0,4.998027081032178e-06,8.4357074799738e-06,8.42997853216554e-06,8.02357353531715e-09,0.002083081791196204,1.982657472728983e-06,1.0842021724855044e-19,4.336808689942018e-19,1.146929334554924e-16,1.0075893970105227,1.7097411521061839e-16,1.0065457546716088,-8.673617379884035e-19,2.0068763310281773e-18
linear_chain,0.1,0.0,0.8,7.167924528301887,0.003100292077968386,0.01678447141786671,0.0,0.0020461510287499308,0.016581648296351274,0.0,1.907929362618382e-06,2.8977323959485716e-06,0.0,4.77697762138111e-06,8.06680143471533e-06,8.061431594900574e-06,7.52187258098359e-09,0.0020447889643245066,1.907929362618382e-06,3.2526065174565133e-19,1.734723475976807e-18,1.7519633482756498e-16,1.0074401587969888,1.7097411113427802e-16,1.006416343196693,1.734723475976807e-18,1.9507399301602563e-18
linear_chain,0.1,0.0,0.8,7.2176100628930815,0.0030430117472156383,0.01643054867022272,0.0,0.0020087915687203414,0.016232020397861948,0.0,1.8364823697991142e-06,2.7793519462517945e-06,0.0,4.567278073177288e-06,7.716682917452423e-06,7.711647401946742e-06,7.054764840664409e-09,0.0020074807333264064,1.8364823697991142e-06,2.168404344971009e-19,7.047314121155779e-19,1.1469293801297893e-16,1.007295039699533,1.0813352338820364e-16,1.006290514720051,0.0,1.9058308094659192e-18
linear_chain,0.1,0.0,0.8,7.267295597484278,0.002987196247064587,0.016086370355855386,0.0,0.0019723860878069262,0.015892048767020345,0.0,1.7681493933389176e-06,2.6662902098248375e-06,0.0,4.368267333942366e-06,7.3842628935676795e-06,7.37953879082267e-06,6.619637015405095e-09,0.001971124248315845,1.7681493933389176e-06,3.2526065174565133e-19,8.673617379884035e-19,9.364638802298074e-17,1.0071538984839508,1.529238941834141e-16,1.0061681467535366,0.0,1.8525012286413947e-18
linear_chain,0.1,0.0,0.8,7.3169811320754725,0.0029327971236321926,0.01575161138418768,0.0,0.001936902938044173,0.015561411091946227,0.0,1.7027729945734312e-06,2.5582773636893305e-06,0.0,4.179327222081037e-06,7.068522827820971e-06,7.064088944830208e-06,6.214090312079892e-09,0.0019356879740126567,1.7027729945734312e-06,2.168404344971009e-19,3.7947076036992655e-19,1.4806793687005185e-16,1.007016599683481,1.7097411113427802e-16,1.0060491218026602,2.6020852139652106e-18,1.818819388120642e-18
linear_chain,0.1,0.0,0.8,7.366666666666667,0.002879767850102356,0.015425959438359867,0.0,0.0019023117314542468,0.015239797724112662,0.0,1.6402047723789707e-06,2.455058919583132e-06,0.0,3.9998794118900465e-06,6.768509658562279e-06,6.764346380858231e-06,5.835921452989272e-09,0.0019011416286668936,1.6402047723789707e-06,4.336808689942018e-19,1.0842021724855044e-18,9.36463991864968e-17,1.0068830133254436,1.7097411622970347e-16,1.0059333271301008,8.673617379884035e-19,1.762682987252721e-18
linear_chain,0.1,0.0,0.8,7.416352201257862,0.002828063737662973,0.015109114396722788,0.0,0.001868583281784209,0.014926911104837131,0.0,1.580304784656014e-06,2.356394763060821e-06,0.0,3.82938260679621e-06,6.4833311623170135e-06,6.479420326264266e-06,5.4831054929144006e-09,0.0018674561262089335,1.580304784656014e-06,1.3552527156068805e-20,8.673617379884035e-19,1.3243599595625186e-16,1.0067530146726265,1.8729275837039252e-16,1.005820654531955,-8.673617379884035e-19,1.717773866558384e-18
linear_chain,0.1,0.0,0.8,7.466037735849056,0.002777641851137417,0.014800787783902132,0.0,0.0018356895493095485,0.01462246522111483,0.0,1.5229410114237175e-06,2.2620582308346593e-06,0.0,3.6673299309341515e-06,6.212151675983655e-06,6.208476452207105e-06,5.15378025663355e-09,0.0018346035214354918,1.5229410114237177e-06,2.168404344971009e-19,8.673617379884035e-19,1.1469294257046526e-16,1.0066264839785382,1.0813352338820364e-16,1.0057110001259617,0.0,1.6784783859508391e-18
linear_chain,0.1,0.0,0.8,7.515723270440253,0.0027284609290123127,0.014500702249795357,0.0,0.001803603588517441,0.014326185089153948,0.0,1.4679888549998057e-06,2.1718353210694662e-06,0.0,3.513246520788387e-06,5.954188146812876e-06,5.950732933729456e-06,4.846232229598786e-09,0.0018025569580511725,1.4679888549998057e-06,4.336808689942018e-19,8.673617379884035e-19,1.1469298358783423e-16,1.0065033062556883,1.0813352983346351e-16,1.0056042641509837,-8.673617379884035e-19,1.6307624452131063e-18
linear_chain,0.1,0.0,0.8,7.565408805031447,0.0026804813076075898,0.014208591075017743,0.0,0.0017722994985078196,0.014037806264047957,0.0,1.4153306728503814e-06,2.0855238661256397e-06,0.0,3.3666873003132556e-06,5.708706483049562e-06,5.7054568095591436e-06,4.558883752188921e-09,0.0017712906194010582,1.4153306728503814e-06,1.0842021724855044e-19,8.673617379884035e-19,2.293858486810376e-16,1.0063833710561105,2.5359559491150156e-16,1.005500350777077,0.0,1.6055010648225417e-18
