calibration_role,point_count,group_count,prefactor,exponent,threshold_1pct,threshold_5pct,threshold_10pct,fold_prefactor_minimum,fold_prefactor_maximum,fold_exponent_minimum,fold_exponent_maximum,bootstrap_seed,bootstrap_valid_samples,bootstrap_attempts,bootstrap_prefactor_low,bootstrap_prefactor_high,bootstrap_exponent_low,bootstrap_exponent_high,bootstrap_threshold_1pct_low,bootstrap_threshold_1pct_high,bootstrap_threshold_5pct_low,bootstrap_threshold_5pct_high,bootstrap_threshold_10pct_low,bootstrap_threshold_10pct_high,p0_prefactor,p0_exponent,p0_threshold_1pct,p0_threshold_5pct,p0_threshold_10pct,epsilon_floor
candidate_frozen_for_external_validation,28,7,14.73950709797405,1.4226504975598322,0.0059269476067096011,0.01837157635582504,0.029905042165737895,8.6644792834915343,16.86608146832317,1.2769441060334474,1.4531339979971025,1202,10000,10000,7.5797828063693098,47.073701375270772,1.2496493554944497,1.7287539596430173,0.0048759784059606535,0.0076052690776139461,0.017141494875728521,0.019429750879508077,0.028306556003455934,0.031553624297786957,2.6353684041458636,1.1088518115798773,0.0065584853599703896,0.028000017418200955,0.052316335327262306,0
