scale_order,case_id,particle_index,position_x,position_y,position_z,model_a_x,model_a_y,model_a_z,model_e_total_x,model_e_total_y,model_e_total_z,model_e_interaction_x,model_e_interaction_y,model_e_interaction_z,model_e_external_scattered_x,model_e_external_scattered_y,model_e_external_scattered_z,model_e_scattered_scattered_x,model_e_scattered_scattered_y,model_e_scattered_scattered_z
5,t14_n15_compact_level1,13,6.1189822041706865,17.663980113722378,0,-0.001185155170210518,-0.0010062950440086111,0,-0.0011874652010793068,-0.0010094400754104443,0,-0.0011874652010793068,-0.0010094400754104443,0,-0.0011857523703607223,-0.0010077704270862423,0,-1.7128307185843932e-06,-1.6696483242020295e-06,0
5,t14_n15_compact_level1,14,3.6231652961823384e-16,28.2623681819558,0,0,-0.0015066067332139522,0,-4.2895130595891687e-19,-0.0015083530619260221,0,-4.2895130595891687e-19,-0.0015083530619260221,0,-4.2858071622232875e-19,-0.0015072457628433353,0,-3.7058973658810535e-22,-1.1072990826867282e-06,0
6,t14_n15_compact_level2,0,-16.013545683022247,-9.2454249107732629,0,0.0062717639388566362,0.0036210045983926672,0,0.0063170802784169883,0.0036471679992365232,0,0.0063170802784169883,0.0036471679992365232,0,0.0062992390538323343,0.0036368673634199007,0,1.7841224584654141e-05,1.0300635816622637e-05,0
6,t14_n15_compact_level2,1,-8.0067728415111237,-9.2454249107732629,0,0.0012137222094558821,0.0070142342101955956,0,0.0012386675278321898,0.0070878884394882415,0,0.0012386675278321898,0.0070878884394882415,0,0.0012320058846350659,0.0070520263570731908,0,6.6616431971237784e-06,3.5862082415050936e-05,0
6,t14_n15_compact_level2,2,2.3704809497570764e-16,-9.2454249107732629,0,2.1684043449710089e-19,0.0074378984476937459,0,1.2870246300024922e-18,0.0075253115130493606,0,1.2870246300024922e-18,0.0075253115130493606,0,1.2792989511091572e-18,0.0074839091747579663,0,7.7256788933350023e-21,4.1402338291394166e-05,0
6,t14_n15_compact_level2,3,8.0067728415111237,-9.2454249107732629,0,-0.0012137222094558817,0.0070142342101955947,0,-0.0012386675278321913,0.0070878884394882423,0,-0.0012386675278321913,0.0070878884394882423,0,-0.0012320058846350674,0.0070520263570731916,0,-6.6616431971237911e-06,3.5862082415050949e-05,0
6,t14_n15_compact_level2,4,16.013545683022247,-9.2454249107732629,0,-0.0062717639388566362,0.0036210045983926672,0,-0.0063170802784169909,0.0036471679992365245,0,-0.0063170802784169909,0.0036471679992365245,0,-0.0062992390538323369,0.0036368673634199016,0,-1.7841224584654148e-05,1.030063581662264e-05,0
6,t14_n15_compact_level2,5,-12.010159262266686,-2.3113562276933162,0,0.0066813661188511991,-0.0024560028385716293,0,0.0067576252117029492,-0.002471226673798582,0,0.0067576252117029492,-0.002471226673798582,0,0.0067232369157003424,-0.0024590647848307134,0,3.4388296002607147e-05,-1.2161888967868509e-05,0
6,t14_n15_compact_level2,6,-4.0033864207555618,-2.3113562276933162,0,0.00098326514646000654,0.00056768839699345547,0,0.0010068885235996132,0.00058132736014417704,0,0.0010068885235996132,0.00058132736014417704,0,0.00099920506903015266,0.00057689131558019279,0,7.6834545694605209e-06,4.4360445639842594e-06,0
6,t14_n15_compact_level2,7,4.0033864207555618,-2.3113562276933162,0,-0.00098326514646000633,0.00056768839699345667,0,-0.001006888523599619,0.00058132736014417335,0,-0.001006888523599619,0.00058132736014417335,0,-0.00099920506903015851,0.0005768913155801891,0,-7.6834545694605632e-06,4.4360445639842306e-06,0
6,t14_n15_compact_level2,8,12.010159262266686,-2.3113562276933162,0,-0.0066813661188511982,-0.0024560028385716276,0,-0.0067576252117029561,-0.0024712266737985807,0,-0.0067576252117029561,-0.0024712266737985807,0,-0.0067232369157003485,-0.0024590647848307121,0,-3.4388296002607194e-05,-1.2161888967868504e-05,0
6,t14_n15_compact_level2,9,-8.0067728415111237,4.6227124553866314,0,0.0064414090064716214,-0.0037189492238468738,0,0.0065171109416922541,-0.0037626557565246816,0,0.0065171109416922541,-0.0037626557565246816,0,0.0064812554649558299,-0.0037419545873789845,0,3.5855476736424502e-05,-2.070116914569709e-05,0
6,t14_n15_compact_level2,10,2.3704809497570764e-16,4.6227124553866314,0,0,-0.0011353767939869237,0,-4.4511606564826368e-18,-0.0011626547202883664,0,-4.4511606564826368e-18,-0.0011626547202883664,0,-4.4185872660492798e-18,-0.0011537826311603979,0,-3.2573390433356978e-20,-8.8720891279686069e-06,0
