holdout_order,case_id,particle_index,position_x,position_y,position_z,model_a_x,model_a_y,model_a_z,model_d_x,model_d_y,model_d_z,model_e_total_x,model_e_total_y,model_e_total_z,model_e_interaction_x,model_e_interaction_y,model_e_interaction_z,model_e_external_scattered_x,model_e_external_scattered_y,model_e_external_scattered_z,model_e_scattered_scattered_x,model_e_scattered_scattered_y,model_e_scattered_scattered_z
14,n10_linear_f1.0_d6.0,8,21,0,0,-0.0016813719134735859,0,0,-0.0017354649143996529,2.1331832329809997e-18,0,-0.0017366090011257742,2.0911621481758354e-18,0,-0.0017366090011257742,2.0911621481758354e-18,0,-0.0017248827708988819,2.0765403295463506e-18,0,-1.1726230226892439e-05,1.462181862948497e-20,0
14,n10_linear_f1.0_d6.0,9,27,0,0,-0.017150825125038252,0,0,-0.017254282755206827,2.105115032547039e-18,0,-0.017213169022168996,2.0116728333484807e-18,0,-0.017213169022168996,2.0116728333484807e-18,0,-0.017151290000490104,2.0007766029235872e-18,0,-6.187902167889278e-05,1.0896230424893463e-20,0
15,n10_linear_f0.1_d2.1,0,-9.4500000000000011,0,0,0.010601650875672178,0,0,0.010825330392818418,1.2279837689857727e-20,0,0.011003095911836328,2.202045372453745e-21,0,0.011003095911836328,2.202045372453745e-21,0,0.010791148947746345,2.5167542128512292e-21,0,0.00021194696408998289,-3.1470884039748447e-22,0
15,n10_linear_f0.1_d2.1,1,-7.3500000000000005,0,0,0.00083465875037796696,0,0,0.00086860757410136061,1.23710593412681e-18,0,0.00088915929142067323,1.2632735039775202e-18,0,0.00088915929142067323,1.2632735039775202e-18,0,0.00086547952186906147,1.2380862649652984e-18,0,2.3679769551611743e-05,2.5187239012221761e-20,0
15,n10_linear_f0.1_d2.1,2,-5.25,0,0,0.0002063857088120507,0,0,0.0002166714523038334,1.3178020103744465e-18,0,0.00022170168815489308,1.3402344767413548e-18,0,0.00022170168815489308,1.3402344767413548e-18,0,0.00021588191882224798,1.3126414281978261e-18,0,5.8197693326450866e-06,2.7593048543528614e-20,0
15,n10_linear_f0.1_d2.1,3,-3.1500000000000004,0,0,7.2061345440834344e-05,0,0,7.5724645783044494e-05,1.3372743244255066e-18,0,7.7469758907622806e-05,1.3584716251210912e-18,0,7.7469758907622806e-05,1.3584716251210912e-18,0,7.5447421768112647e-05,1.3300912646426612e-18,0,2.0223371395101606e-06,2.8380360478430083e-20,0
15,n10_linear_f0.1_d2.1,4,-1.05,0,0,1.9004659980737507e-05,0,0,1.9965902642318193e-05,1.3475367602091735e-18,0,2.0424928930942282e-05,1.3551695043639263e-18,0,2.0424928930942282e-05,1.3551695043639263e-18,0,1.9892717074908941e-05,1.3265387535110544e-18,0,5.3221185603334269e-07,2.8630750852871934e-20,0
15,n10_linear_f0.1_d2.1,5,1.05,0,0,-1.9004659980738805e-05,0,0,-1.9965902642321703e-05,1.3454755017398043e-18,0,-2.0424928930916485e-05,1.3669092901784598e-18,0,-2.0424928930916485e-05,1.3669092901784598e-18,0,-1.9892717074884058e-05,1.3382684272666763e-18,0,-5.3221185603242652e-07,2.8640862911783494e-20,0
15,n10_linear_f0.1_d2.1,6,3.1500000000000004,0,0,-7.2061345440833246e-05,0,0,-7.5724645783048397e-05,1.3415722676169566e-18,0,-7.7469758907639937e-05,1.3650291198054564e-18,0,-7.7469758907639937e-05,1.3650291198054564e-18,0,-7.5447421768129168e-05,1.336215826067063e-18,0,-2.0223371395107721e-06,2.88132937383933e-20,0
15,n10_linear_f0.1_d2.1,7,5.25,0,0,-0.00020638570881205073,0,0,-0.00021667145230381879,1.3465719158192559e-18,0,-0.0002217016881549056,1.3569860209739313e-18,0,-0.0002217016881549056,1.3569860209739313e-18,0,-0.00021588191882226002,1.3289584653673331e-18,0,-5.8197693326455923e-06,2.8027555606598249e-20,0
15,n10_linear_f0.1_d2.1,8,7.3500000000000005,0,0,-0.00083465875037796664,0,0,-0.0008686075741013579,1.3434142432704355e-18,0,-0.00088915929142066715,1.3776069433854644e-18,0,-0.00088915929142066715,1.3776069433854644e-18,0,-0.00086547952186905573,1.3492155660572786e-18,0,-2.3679769551611462e-05,2.8391377328185777e-20,0
15,n10_linear_f0.1_d2.1,9,9.4500000000000011,0,0,-0.010601650875672178,0,0,-0.010825330392818426,1.3290292905480306e-18,0,-0.011003095911836331,1.3509285018921339e-18,0,-0.011003095911836331,1.3509285018921339e-18,0,-0.010791148947746349,1.3244356958101445e-18,0,-0.00021194696408998305,2.6492806081989505e-20,0
16,n10_linear_f0.8_d3.0,0,-13.5,0,0,0.16485407146341741,0,0,0.17159507682953593,0,0,0.17709430803304257,-7.8667674778759451e-20,0,0.17709430803304257,-7.8667674778759451e-20,0,0.17149750314308077,-2.6785808892683475e-20,0,0.0055968048899618164,-5.1881865886075976e-20,0
16,n10_linear_f0.8_d3.0,1,-10.5,0,0,0.013580231639350349,0,0,0.015722835449968799,1.9266012777870504e-17,0,0.016589532289928141,1.9996956588343303e-17,0,0.016589532289928141,1.9996956588343303e-17,0,0.015710944335995021,1.9224755476192645e-17,0,0.00087858795393311903,7.7220111215065855e-19,0
