holdout_order,case_id,particle_index,position_x,position_y,position_z,model_a_x,model_a_y,model_a_z,model_d_x,model_d_y,model_d_z,model_e_total_x,model_e_total_y,model_e_total_z,model_e_interaction_x,model_e_interaction_y,model_e_interaction_z,model_e_external_scattered_x,model_e_external_scattered_y,model_e_external_scattered_z,model_e_scattered_scattered_x,model_e_scattered_scattered_y,model_e_scattered_scattered_z
2,n6_linear_f1.0_d6.0,5,15,0,0,-0.01718354704411567,0,0,-0.017288446010541188,2.105115032547039e-18,0,-0.017248670606108046,2.1188824758025804e-18,0,-0.017248670606108046,2.1188824758025804e-18,0,-0.017185243978453262,2.1113546680699259e-18,0,-6.3426627654782612e-05,7.5278077326542947e-21,0
3,n6_linear_f0.1_d2.1,0,-5.25,0,0,0.010578909297271044,0,0,0.010800762301741033,3.6839513069573186e-21,0,0.010977249447560313,6.0433675331290355e-21,0,0.010977249447560313,6.0433675331290355e-21,0,0.010766671892260847,6.1841379840654868e-21,0,0.00021057755529946604,-1.4077045093645166e-22,0
3,n6_linear_f0.1_d2.1,1,-3.1500000000000004,0,0,0.00079565188169143045,0,0,0.00082762162033596083,1.2435967054771634e-18,0,0.00084716275401020946,1.2643268015155196e-18,0,0.00084716275401020946,1.2643268015155196e-18,0,0.0008246439613134645,1.2391440700917113e-18,0,2.2518792696744959e-05,2.5182731423808261e-20,0
3,n6_linear_f0.1_d2.1,2,-1.05,0,0,0.00012830684646190983,0,0,0.00013463273670147522,1.3203676193203632e-18,0,0.00013776077207717399,1.3337834031179133e-18,0,0.00013776077207717399,1.3337834031179133e-18,0,0.00013414360976775198,1.3064224958188833e-18,0,3.6171623094220137e-06,2.7360907299030016e-20,0
3,n6_linear_f0.1_d2.1,3,1.05,0,0,-0.00012830684646190872,0,0,-0.00013463273670146481,1.3310466924542215e-18,0,-0.00013776077207718588,1.3545206589897707e-18,0,-0.00013776077207718588,1.3545206589897707e-18,0,-0.00013414360976776344,1.326462795492661e-18,0,-3.6171623094224507e-06,2.8057863497109726e-20,0
3,n6_linear_f0.1_d2.1,4,3.1500000000000004,0,0,-0.00079565188169143132,0,0,-0.00082762162033596213,1.335432348772028e-18,0,-0.00084716275401020328,1.359904059767683e-18,0,-0.00084716275401020328,1.359904059767683e-18,0,-0.00082464396131345854,1.3322558317269376e-18,0,-2.2518792696744755e-05,2.7648228040745485e-20,0
3,n6_linear_f0.1_d2.1,5,5.25,0,0,-0.010578909297271046,0,0,-0.010800762301741033,1.3379760294363556e-18,0,-0.01097724944756032,1.3459356991778677e-18,0,-0.01097724944756032,1.3459356991778677e-18,0,-0.010766671892260854,1.3198784908074893e-18,0,-0.00021057755529946596,2.6057208370378386e-20,0
4,n6_linear_f0.8_d3.0,0,-7.5,0,0,0.16438422145422416,0,0,0.17103390199651275,6.7363681041505258e-20,0,0.17647908801256029,5.4152913730518315e-20,0,0.17647908801256029,5.4152913730518315e-20,0,0.17093680643099757,5.3663217810340873e-20,0,0.0055422815815627255,4.8969592017744416e-22,0
4,n6_linear_f0.8_d3.0,1,-4.5,0,0,0.012805160730684344,0,0,0.014820038598829809,1.9221103657176167e-17,0,0.015631531986798636,1.9916509562758191e-17,0,0.015631531986798636,1.9916509562758191e-17,0,0.014808896778145232,1.9176404959832782e-17,0,0.00082263520865340385,7.4010460292540878e-19,0
4,n6_linear_f0.8_d3.0,2,-1.5,0,0,0.0021306303703112809,0,0,0.0025098400092348882,2.0675036439655321e-17,0,0.002651437353052402,2.1573001161609899e-17,0,0.002651437353052402,2.1573001161609899e-17,0,0.0025078477305327629,2.0737331058954503e-17,0,0.00014358962251963912,8.3567010265539714e-19,0
4,n6_linear_f0.8_d3.0,3,1.5,0,0,-0.0021306303703112761,0,0,-0.0025098400092349628,2.0941684343777945e-17,0,-0.0026514373530524271,2.1859493595523573e-17,0,-0.0026514373530524271,2.1859493595523573e-17,0,-0.0025078477305327863,2.100658001677249e-17,0,-0.00014358962251964085,8.5291357875108279e-19,0
4,n6_linear_f0.8_d3.0,4,4.5,0,0,-0.012805160730684356,0,0,-0.014820038598829771,2.115219584703265e-17,0,-0.015631531986798633,2.211905744701587e-17,0,-0.015631531986798633,2.211905744701587e-17,0,-0.014808896778145231,2.1289858745459302e-17,0,-0.00082263520865340299,8.2919870155656711e-19,0
4,n6_linear_f0.8_d3.0,5,7.5,0,0,-0.16438422145422416,0,0,-0.17103390199651261,2.110728672633831e-17,0,-0.17647908801256043,2.1588068124578988e-17,0,-0.17647908801256043,2.1588068124578988e-17,0,-0.17093680643099771,2.0909438503006162e-17,0,-0.0055422815815627307,6.786296215728268e-19,0
5,n6_compact_f0.8_d10.0,0,-10.000000000000002,-5.7735026918962582,0,0.002594315447291197,0.0014978287218563768,0,0.0026001600809060039,0.0015012031226471999,0,0.0026018342749128441,0.0015021697190077251,0,0.0026018342749128441,0.0015021697190077251,0,0.0025981254104234836,0.001500028405096405,0,3.7088644893604405e-06,2.1413139113200932e-06,0
5,n6_compact_f0.8_d10.0,1,0,-5.7735026918962582,0,8.6736173798840355e-19,0.0027400453132580029,0,2.301592435584763e-19,0.002746358357512046,0,-4.0210393119635514e-19,0.0027507204224660113,0,-4.0210393119635514e-19,0.0027507204224660113,0,-4.0118154478092261e-19,0.002744212978110061,0,-9.2238641543253309e-22,6.5074443559504572e-06,0
5,n6_compact_f0.8_d10.0,2,10.000000000000002,-5.7735026918962582,0,-0.002594315447291197,0.0014978287218563768,0,-0.0026001600809060048,0.0015012031226472001,0,-0.0026018342749128441,0.0015021697190077251,0,-0.0026018342749128441,0.0015021697190077251,0,-0.0025981254104234836,0.001500028405096405,0,-3.7088644893604405e-06,2.1413139113200932e-06,0
5,n6_compact_f0.8_d10.0,3,-5.0000000000000009,2.8867513459481287,0,0.0023729488488019221,-0.0013700226566289993,0,0.0023784161055011373,-0.0013731791787560202,0,0.0023821937645642291,-0.0013753602112330041,0,0.0023821937645642291,-0.0013753602112330041,0,0.0023765581524382625,-0.001372106489055029,0,5.6356121259667608e-06,-3.2537221779752252e-06,0
5,n6_compact_f0.8_d10.0,4,5,2.8867513459481287,0,-0.0023729488488019226,-0.001370022656629001,0,-0.002378416105501139,-0.0013731791787560215,0,-0.0023821937645642317,-0.0013753602112330048,0,-0.0023821937645642317,-0.0013753602112330048,0,-0.0023765581524382651,-0.0013721064890550297,0,-5.6356121259667667e-06,-3.2537221779752273e-06,0
5,n6_compact_f0.8_d10.0,5,0,11.547005383792515,0,-1.0842021724855044e-19,-0.0029956574437127572,0,-4.9400032763770524e-19,-0.0030024062452944024,0,-5.4960399154242754e-19,-0.0030043394380154529,0,-5.4960399154242754e-19,-0.0030043394380154529,0,-5.486461203212479e-19,-0.0030000568101928127,0,-9.5787122117963888e-22,-4.282627822640189e-06,0
6,n6_compact_f0.1_d3.0,0,-3.0000000000000009,-1.7320508075688776,0,0.0040111958834227182,0.0023158650230664245,0,0.0040480180371335025,0.0023371243034234898,0,0.0040612652391457974,0.002344772579071298,0,0.0040612652391457974,0.002344772579071298,0,0.0040342923330451714,0.0023291997644732752,0,2.6972906100625722e-05,1.5572814598022756e-05,0
6,n6_compact_f0.1_d3.0,1,0,-1.7320508075688776,0,6.5052130349130266e-19,0.004363418528976073,0,-7.0188043710172531e-19,0.0044100765653055244,0,-1.9687934638591596e-18,0.0044372362028471737,0,-1.9687934638591596e-18,0.0044372362028471737,0,-1.9460490145182707e-18,0.0043951588704206606,0,-2.2744449340888738e-20,4.2077332426513166e-05,0
6,n6_compact_f0.1_d3.0,2,3.0000000000000009,-1.7320508075688776,0,-0.0040111958834227182,0.0023158650230664241,0,-0.0040480180371335025,0.0023371243034234863,0,-0.0040612652391457957,0.0023447725790712967,0,-0.0040612652391457957,0.0023447725790712967,0,-0.0040342923330451697,0.0023291997644732739,0,-2.6972906100625705e-05,1.5572814598022746e-05,0
6,n6_compact_f0.1_d3.0,3,-1.5000000000000004,0.8660254037844386,0,0.0037788312934370042,-0.0021817092644880356,0,0.0038192383381890059,-0.0022050382826527604,0,0.0038427592742576542,-0.0022186181014235843,0,0.0038427592742576542,-0.0022186181014235843,0,0.0038063192354528103,-0.0021975794352103273,0,3.644003880484368e-05,-2.1038666213256875e-05,0
6,n6_compact_f0.1_d3.0,4,1.5,0.8660254037844386,0,-0.0037788312934370055,-0.0021817092644880356,0,-0.0038192383381890102,-0.0022050382826527622,0,-0.0038427592742576555,-0.0022186181014235847,0,-0.0038427592742576555,-0.0022186181014235847,0,-0.0038063192354528116,-0.0021975794352103277,0,-3.6440038804843701e-05,-2.1038666213256881e-05,0
6,n6_compact_f0.1_d3.0,5,0,3.4641016151377544,0,6.5052130349130266e-19,-0.0046317300461328498,0,-4.6705485522110311e-18,-0.004674248606846977,0,-3.5206479294076749e-18,-0.0046895451581425935,0,-3.5206479294076749e-18,-0.0046895451581425935,0,-3.4972019119222324e-18,-0.0046583995289465477,0,-2.3446017485442826e-20,-3.1145629196045499e-05,0
7,n6_compact_f0.4_d4.0,0,-4.0000000000000009,-2.3094010767585034,0,0.020634559569357835,0.011913368521978121,0,0.020940520153940677,0.012090014947848437,0,0.021106129876464933,0.012185629765728243,0,0.021106129876464933,0.012185629765728243,0,0.02089253807860663,0.012062312483738055,0,0.00021359179785830244,0.00012331728199018726,0
7,n6_compact_f0.4_d4.0,1,0,-2.3094010767585034,0,-1.7347234759768071e-18,0.022395869359912397,0,-4.9414066863987497e-18,0.022762254917207372,0,2.4013791470102779e-18,0.023062691842092142,0,2.4013791470102779e-18,0.023062691842092142,0,2.359885061617955e-18,0.022710197486389732,0,4.149408539232303e-20,0.00035249435570241182,0
7,n6_compact_f0.4_d4.0,2,4.0000000000000009,-2.3094010767585034,0,-0.020634559569357835,0.011913368521978121,0,-0.02094052015394068,0.012090014947848437,0,-0.02110612987646494,0.012185629765728252,0,-0.02110612987646494,0.012185629765728252,0,-0.020892538078606637,0.012062312483738064,0,-0.00021359179785830247,0.00012331728199018734,0
7,n6_compact_f0.4_d4.0,3,-2.0000000000000004,1.1547005383792515,0,0.019395391805521668,-0.0111979346799562,0,0.01971269100571884,-0.011381127458603695,0,0.019972877014903918,-0.011531345921046078,0,0.019972877014903918,-0.011531345921046078,0,0.019667607948175,-0.011355098743194873,0,0.00030526906672891644,-0.00017624717785120594,0
7,n6_compact_f0.4_d4.0,4,2,1.1547005383792515,0,-0.019395391805521672,-0.011197934679956188,0,-0.019712691005718853,-0.011381127458603686,0,-0.019972877014903918,-0.011531345921046068,0,-0.019972877014903918,-0.011531345921046068,0,-0.019667607948175,-0.011355098743194863,0,-0.00030526906672891644,-0.00017624717785120583,0
7,n6_compact_f0.4_d4.0,5,0,4.6188021535170058,0,5.2041704279304213e-18,-0.023826737043956256,0,-1.7963648277734733e-18,-0.02418002989569688,0,4.3650734384857997e-18,-0.0243712595314565,0,4.3650734384857997e-18,-0.0243712595314565,0,4.3076943950516186e-18,-0.024124624967476124,0,5.7379043434181398e-20,-0.00024663456398037458,0
8,n6_compact_f1.0_d4.0,0,-4.0000000000000009,-2.3094010767585034,0,0.12896599730848646,0.074458553262363253,0,0.13383563167088139,0.077270037972347036,0,0.13654342792006827,0.078833384865725761,0,0.13654342792006827,0.078833384865725761,0,0.13303504117888371,0.076807816836281545,0,0.0035083867411845496,0.002025568029444215,0
8,n6_compact_f1.0_d4.0,1,0,-2.3094010767585034,0,-6.9388939039072284e-18,0.13997418349945248,0,-3.8958662202337201e-17,0.14584484605386358,0,-4.2152728931657885e-17,0.15073394386343075,0,-4.2152728931657885e-17,0.15073394386343075,0,-4.0334217270488265e-17,0.14497226471350785,0,-1.8185116611696191e-18,0.0057616791499229096,0
8,n6_compact_f1.0_d4.0,2,4.0000000000000009,-2.3094010767585034,0,-0.12896599730848646,0.074458553262363253,0,-0.13383563167088136,0.07727003797234698,0,-0.13654342792006829,0.078833384865725747,0,-0.13654342792006829,0.078833384865725747,0,-0.13303504117888373,0.076807816836281531,0,-0.0035083867411845513,0.002025568029444215,0
8,n6_compact_f1.0_d4.0,3,-2.0000000000000004,1.1547005383792515,0,0.12122119878451043,-0.069987091749726255,0,0.12630534169367649,-0.072922423026931762,0,0.13053942459834864,-0.075366971931715293,0,0.13053942459834864,-0.075366971931715293,0,0.12554966408606028,-0.072486132356753843,0,0.0049897605122883716,-0.0028808395749614513,0
8,n6_compact_f1.0_d4.0,4,2,1.1547005383792515,0,-0.12122119878451046,-0.069987091749726171,0,-0.12630534169367663,-0.072922423026931749,0,-0.13053942459834875,-0.075366971931715335,0,-0.13053942459834875,-0.075366971931715335,0,-0.12554966408606036,-0.072486132356753885,0,-0.0049897605122883769,-0.0028808395749614522,0
8,n6_compact_f1.0_d4.0,5,0,4.6188021535170058,0,3.4694469519536142e-17,-0.14891710652472659,0,-3.5927296555469467e-17,-0.15454007594469407,0,-3.4745179982225061e-18,-0.15766676973145152,0,-3.4745179982225061e-18,-0.15766676973145152,0,-3.5641991913720631e-18,-0.15361563367256309,0,8.9681193149557329e-20,-0.0040511360588884309,0
9,n6_irregular_f1.0_d10.0,0,-9.4719768178966621,-7.0204063473822345,0,0.0031629669877737804,0.0019134744364439978,0,0.003169940853151938,0.0019171471844272106,0,0.003155698448740273,0.0019085246638700683,0,0.003155698448740273,0.0019085246638700683,0,0.0031509184713447761,0.0019056381996217855,0,4.7799773954967342e-06,2.8864642482827838e-06,0
9,n6_irregular_f1.0_d10.0,1,0.55717510693509831,-6.2562804864426713,0,-0.00022977190016453184,0.0027949274292460905,0,-0.00023032865234170062,0.0028008642043470399,0,-0.00022949738732272587,0.0027908872489204499,0,-0.00022949738732272587,0.0027908872489204499,0,-0.00022894756370597658,0.002784057736197641,0,-5.4982361674928272e-07,6.8295127228088485e-06,0
9,n6_irregular_f1.0_d10.0,2,11.350452892706425,-7.5935007430869064,0,-0.0026672194581696144,0.0013342301066190847,0,-0.0026730372865064493,0.0013369304746150398,0,-0.0026601543656679283,0.0013304960474109242,0,-0.0026601543656679283,0.0013304960474109242,0,-0.0026569881271055014,0.0013289010512258961,0,-3.1662385624270628e-06,1.5949961850279697e-06,0
9,n6_irregular_f1.0_d10.0,3,-6.4154733741384113,3.8683871710065345,0,0.0024937989998488836,-0.0014323281988574445,0,0.0024987053223798133,-0.0014358914881600227,0,0.0024886269591256342,-0.0014301090200682417,0,0.0024886269591256342,-0.0014301090200682417,0,0.0024837045553772331,-0.0014272691378034055,0,4.9224037484012667e-06,-2.8398822648362771e-06,0
9,n6_irregular_f1.0_d10.0,4,4.7598673421026936,2.8177141122146363,0,-0.0025955195048126666,-0.0021431433907779986,0,-0.0026009800001854586,-0.0021483628452170552,0,-0.0025909761247234187,-0.0021401237389488061,0,-0.0025909761247234187,-0.0021401237389488061,0,-0.0025853713471073853,-0.0021354757938815585,0,-5.6047776160334309e-06,-4.647945067247371e-06,0
9,n6_irregular_f1.0_d10.0,5,-0.78004514970913541,14.184086293690633,0,-0.0001642551244758511,-0.0024671603826737299,0,-0.00016451323189795787,-0.0024719284271134756,0,-0.0001636854558883034,-0.0024596607768798133,0,-0.0001636854558883034,-0.0024596607768798133,0,-0.00016352707180362683,-0.0024570817341963602,0,-1.5838408467657835e-07,-2.5790426834530776e-06,0
10,n6_irregular_f0.1_d3.0,0,-2.8415930453689988,-2.1061219042146702,0,0.0030852746175100802,0.001807885560323026,0,0.0031073070883517184,0.0018193450775411944,0,0.0031138542243664305,0.0018222324955158296,0,0.0031138542243664305,0.0018222324955158296,0,0.0030967485680535225,0.0018131054791661299,0,1.7105656312908066e-05,9.1270163496997372e-06,0
10,n6_irregular_f0.1_d3.0,1,0.16715253208052949,-1.8768841459328014,0,-0.00022922153676371848,0.0027600883053921356,0,-0.00023171358414558386,0.0027814874618054737,0,-0.00023256966271170823,0.0027931218103597806,0,-0.00023256966271170823,0.0027931218103597806,0,-0.00023093854708795803,0.0027720312932583858,0,-1.6311156237501967e-06,2.1090517101394632e-05,0
10,n6_irregular_f0.1_d3.0,2,3.4051358678119272,-2.2780502229260717,0,-0.0025031745233689983,0.0012108584550212795,0,-0.0025200938025350945,0.001218754948092094,0,-0.0025221860780414436,0.0012194845255200008,0,-0.0025221860780414436,0.0012194845255200008,0,-0.0025114483855920291,0.0012145463878110265,0,-1.0737692449414357e-05,4.9381377089744227e-06,0
10,n6_irregular_f0.1_d3.0,3,-1.9246420122415235,1.1605161513019602,0,0.0023892535826327828,-0.0013703955841878699,0,0.0024054641370443225,-0.0013821861718588337,0,0.0024113360971336887,-0.0013858800874593583,0,0.0024113360971336887,-0.0013858800874593583,0,0.0023972032993903386,-0.0013774372049933069,0,1.4132797743350141e-05,-8.4428824660514147e-06,0
10,n6_irregular_f0.1_d3.0,4,1.4279602026308083,0.84531423366439096,0,-0.002560842989637145,-0.0021932560274150375,0,-0.0025796417203795001,-0.0022119451218363846,0,-0.0025881322856018555,-0.0022207908412714109,0,-0.0025881322856018555,-0.0022207908412714109,0,-0.002570852642517359,-0.0022044782798358213,0,-1.7279643084496565e-05,-1.6312561435589587e-05,0
10,n6_irregular_f0.1_d3.0,5,-0.23401354491274062,4.2552258881071907,0,-0.00018128915037300149,-0.0022151807091335338,0,-0.00018218260916179284,-0.0022281099637658014,0,-0.0001823022946287475,-0.0022281679028909687,0,-0.0001823022946287475,-0.0022281679028909687,0,-0.00018156841963546001,-0.0022204069495441897,0,-7.3387499328747165e-07,-7.7609533467792041e-06,0
11,n6_irregular_f0.1_d2.5,0,-2.3679942044741655,-1.7551015868455586,0,0.0063556209235270042,0.0037205764307801149,0,0.0064401736808886141,0.003764168542410933,0,0.0064894702247237923,0.003787182572235895,0,0.0064894702247237923,0.003787182572235895,0,0.0064188378374105378,0.0037515240747378565,0,7.0632387313254369e-05,3.5658497498038564e-05,0
11,n6_irregular_f0.1_d2.5,1,0.13929377673377458,-1.5640701216106678,0,-0.00047254798440468372,0.0056878622822327841,0,-0.00048332069404740291,0.0057738104208853117,0,-0.00048889975423005091,0.0058364813329975437,0,-0.00048889975423005091,0.0058364813329975437,0,-0.00048175677111592541,0.0057546635376835315,0,-7.1429831141255265e-06,8.181779531401234e-05,0
11,n6_irregular_f0.1_d2.5,2,2.8376132231766062,-1.8983751857717266,0,-0.0051502095489298133,0.0024884134659622836,0,-0.0052126775823749579,0.0025178201916947274,0,-0.0052386726428071346,0.0025287119837552161,0,-0.0052386726428071346,0.0025287119837552161,0,-0.0051951599946574037,0.0025092763998471454,0,-4.3512648149730521e-05,1.94355839080708e-05,0
11,n6_irregular_f0.1_d2.5,3,-1.6038683435346028,0.96709679275163363,0,0.0049193164662639259,-0.0028214320340500731,0,0.0049817435659643148,-0.0028667966589012443,0,0.005018420962957449,-0.0028897226517464948,0,0.005018420962957449,-0.0028897226517464948,0,0.0049649728755293823,-0.0028571359615482553,0,5.3448087428066374e-05,-3.2586690198239615e-05,0
11,n6_irregular_f0.1_d2.5,4,1.1899668355256734,0.70442852805365908,0,-0.0052773037520226591,-0.0045243525518385494,0,-0.0053507684611736241,-0.004598561526020015,0,-0.0054002064477117638,-0.0046500441296000962,0,-0.0054002064477117638,-0.0046500441296000962,0,-0.0053329666453984688,-0.0045834707281047476,0,-6.7239802313295198e-05,-6.6573401495348471e-05,0
11,n6_irregular_f0.1_d2.5,5,-0.19501128742728385,3.5460215734226583,0,-0.00037487610443377468,-0.0045510675930865597,0,-0.00037826230852700546,-0.0045979311479653825,0,-0.00038011234203547627,-0.0046126091114062611,0,-0.00038011234203547627,-0.0046126091114062611,0,-0.00037702327776434314,-0.0045823057532158248,0,-3.0890642711331297e-06,-3.03033581904361e-05,0
12,n6_irregular_f1.0_d4.0,0,-3.7887907271586649,-2.8081625389528937,0,0.099313434129437689,0.058344381132377034,0,0.1022191039011737,0.059857509815422087,0,0.10383293293701602,0.06073617993239358,0,0.10383293293701602,0.06073617993239358,0,0.1016094435467922,0.059499833284803516,0,0.0022234893902238241,0.0012363466475900657,0
12,n6_irregular_f1.0_d4.0,1,0.22287004277403932,-2.5025121945770685,0,-0.0073641001891299289,0.088754579849499152,0,-0.0076540101276329521,0.091438705332835782,0,-0.00782514566103178,0.093784978777930919,0,-0.00782514566103178,0.093784978777930919,0,-0.0076084836517856446,0.090893305227856713,0,-0.00021666200924613558,0.0028916735500742054,0
12,n6_irregular_f1.0_d4.0,2,4.5401811570825696,-3.0374002972347625,0,-0.080837076683431333,0.039223915695821662,0,-0.083139549710958507,0.040290345703751104,0,-0.084058838836542568,0.04071629344081637,0,-0.084058838836542568,0.04071629344081637,0,-0.082642018500611092,0.040048815161778113,0,-0.0014168203359314706,0.00066747827903825528,0
12,n6_irregular_f1.0_d4.0,3,-2.5661893496553647,1.5473548684026137,0,0.077006588697375547,-0.044173853205578428,0,0.079112624067864887,-0.045709701307285806,0,0.080608808704675974,-0.046599801341565723,0,0.080608808704675974,-0.046599801341565723,0,0.078639456197961033,-0.045435410737231931,0,0.0019693525067149384,-0.0011643906043337941,0
12,n6_irregular_f1.0_d4.0,4,1.9039469368410775,1.1270856448858546,0,-0.082343529361042417,-0.07033729491614979,0,-0.084755023285315936,-0.072710203850648553,0,-0.086609676513814418,-0.074421882407359544,0,-0.086609676513814418,-0.074421882407359544,0,-0.084249211101795549,-0.072276939492250267,0,-0.0023604654120188756,-0.0021449429151092791,0
12,n6_irregular_f1.0_d4.0,5,-0.31201805988365416,5.6736345174762537,0,-0.0057753165932095622,-0.071811728555969651,0,-0.0058908697931607107,-0.073601797226458321,0,-0.0059480792658127895,-0.074215766763132643,0,-0.0059480792658127895,-0.074215766763132643,0,-0.0058559882674072798,-0.073160738812429793,0,-9.2090998405510143e-05,-0.0010550279507028507,0
13,n10_linear_f0.1_d4.0,0,-18,0,0,0.00082973080408125003,0,0,0.00083145032425302023,0,0,0.00082966271783560552,-1.2416681640079151e-25,0,0.00082966271783560552,-1.2416681640079151e-25,0,0.00082856176998586262,-2.489119000193714e-27,0,1.1009478497429459e-06,-1.216776974005978e-25,0
13,n10_linear_f0.1_d4.0,1,-14,0,0,7.2865140036033823e-05,0,0,7.3575256715871013e-05,9.2975913937494223e-20,0,7.3486618105592541e-05,9.2159069770249962e-20,0,7.3486618105592541e-05,9.2159069770249962e-20,0,7.3311299315021963e-05,9.1987918245672139e-20,0,1.7531879057058063e-07,1.7115152457782349e-22,0
13,n10_linear_f0.1_d4.0,2,-10,0,0,2.0833640015678972e-05,0,0,2.1032596844165719e-05,9.9291259035135343e-20,0,2.1009770545818464e-05,9.9699179249337832e-20,0,2.1009770545818464e-05,9.9699179249337832e-20,0,2.0956834860457842e-05,9.9495328271603243e-20,0,5.2935685360622187e-08,2.0385097773458778e-22,0
13,n10_linear_f0.1_d4.0,3,-6,0,0,8.2000126868378248e-06,0,0,8.2744154980640933e-06,1.0051924280412112e-19,0,8.2658409551098171e-06,1.00537834896439e-19,0,8.2658409551098171e-06,1.00537834896439e-19,0,8.2445821237506968e-06,1.0032611550009102e-19,0,2.1258831359120371e-08,2.1171939634797353e-22,0
13,n10_linear_f0.1_d4.0,4,-2,0,0,2.3059020675966257e-06,0,0,2.3263202621735868e-06,1.0122094781497013e-19,0,2.3239592047200681e-06,1.0121844286396651e-19,0,2.3239592047200681e-06,1.0121844286396651e-19,0,2.31793064028315e-06,1.0100838683900727e-19,0,6.0285644369181062e-09,2.1005602495923934e-22,0
13,n10_linear_f0.1_d4.0,5,2,0,0,-2.3059020675966053e-06,0,0,-2.3263202621740459e-06,1.0174722657310688e-19,0,-2.3239592047205679e-06,1.0168991397393907e-19,0,-2.3239592047205679e-06,1.0168991397393907e-19,0,-2.3179306402836485e-06,1.0147389522679515e-19,0,-6.0285644369194802e-09,2.1601874714392495e-22,0
13,n10_linear_f0.1_d4.0,6,6,0,0,-8.2000126868378095e-06,0,0,-8.274415498064156e-06,1.0139637406768238e-19,0,-8.2658409551086838e-06,1.0137593088648427e-19,0,-8.2658409551086838e-06,1.0137593088648427e-19,0,-8.2445821237495668e-06,1.0118066876105143e-19,0,-2.1258831359117489e-08,1.9526212543283642e-22,0
13,n10_linear_f0.1_d4.0,7,10,0,0,-2.0833640015678938e-05,0,0,-2.103259684416541e-05,1.0174722657310688e-19,0,-2.1009770545818688e-05,1.0158573665023282e-19,0,-2.1009770545818688e-05,1.0158573665023282e-19,0,-2.0956834860458066e-05,1.0138382854163798e-19,0,-5.2935685360622723e-08,2.0190810859483865e-22,0
13,n10_linear_f0.1_d4.0,8,14,0,0,-7.286514003603385e-05,0,0,-7.3575256715870959e-05,1.0174722657310688e-19,0,-7.34866181055933e-05,1.0137848785378373e-19,0,-7.34866181055933e-05,1.0137848785378373e-19,0,-7.3311299315022722e-05,1.0119357854363564e-19,0,-1.7531879057058243e-07,1.8490931014808414e-22,0
13,n10_linear_f0.1_d4.0,9,18,0,0,-0.00082973080408125003,0,0,-0.0008314503242530199,1.0174722657310688e-19,0,-0.00082966271783560519,1.0224477230199394e-19,0,-0.00082966271783560519,1.0224477230199394e-19,0,-0.0008285617699858623,1.021168117005354e-19,0,-1.1009478497429453e-06,1.2796060145853802e-22,0
14,n10_linear_f1.0_d6.0,0,-27,0,0,0.017150825125038249,0,0,0.017254282755206837,0,0,0.017213169022168993,1.0729019337375691e-19,0,0.017213169022168993,1.0729019337375691e-19,0,0.017151290000490101,1.0896606783890534e-19,0,6.1879021678892766e-05,-1.675874465148433e-21,0
14,n10_linear_f1.0_d6.0,1,-21,0,0,0.0016813719134735853,0,0,0.0017354649143996544,1.9086376295093153e-18,0,0.0017366090011257556,1.9032251033513367e-18,0,0.0017366090011257556,1.9032251033513367e-18,0,0.0017248827708988633,1.8915111489955472e-18,0,1.1726230226892322e-05,1.1713954355789616e-20,0
14,n10_linear_f1.0_d6.0,2,-15,0,0,0.00051244521688536713,0,0,0.0005283178307760938,2.048978631679118e-18,0,0.00052908570823594894,2.0373633658245832e-18,0,0.00052908570823594894,2.0373633658245832e-18,0,0.00052509406903151091,2.0317429526101109e-18,0,3.9916392044380418e-06,5.6204132144722542e-21,0
14,n10_linear_f1.0_d6.0,3,-9,0,0,0.00020210703379653437,0,0,0.00020818625015847883,2.0910809323300586e-18,0,0.00020860920213023985,2.0776202682783303e-18,0,0.00020860920213023985,2.0776202682783303e-18,0,0.00020691582660077649,2.0652893246414946e-18,0,1.6933755294633721e-06,1.2330943636835865e-20,0
14,n10_linear_f1.0_d6.0,4,-3,0,0,5.5928378152920697e-05,0,0,5.7598731418890928e-05,2.105115032547039e-18,0,5.7736139884065354e-05,2.1580396112234211e-18,0,5.7736139884065354e-05,2.1580396112234211e-18,0,5.7247200941890429e-05,2.1427043077337803e-18,0,4.8893894217492767e-07,1.5335303489640732e-20,0
14,n10_linear_f1.0_d6.0,5,3,0,0,-5.5928378152918142e-05,0,0,-5.7598731418883535e-05,2.1331832329809997e-18,0,-5.7736139884068593e-05,2.1982378148419224e-18,0,-5.7736139884068593e-05,2.1982378148419224e-18,0,-5.7247200941893627e-05,2.1839662693756545e-18,0,-4.8893894217496652e-07,1.4271545466267961e-20,0
14,n10_linear_f1.0_d6.0,6,9,0,0,-0.00020210703379653445,0,0,-0.00020818625015847617,2.105115032547039e-18,0,-0.00020860920213022037,2.0642185079011472e-18,0,-0.00020860920213022037,2.0642185079011472e-18,0,-0.00020691582660075714,2.0509421154831047e-18,0,-1.6933755294632269e-06,1.3276392418042656e-20,0
14,n10_linear_f1.0_d6.0,7,15,0,0,-0.00051244521688536626,0,0,-0.00052831783077610854,2.16125143341496e-18,0,-0.00052908570823595024,2.1178934371586187e-18,0,-0.00052908570823595024,2.1178934371586187e-18,0,-0.00052509406903151221,2.1044341644080171e-18,0,-3.9916392044380485e-06,1.3459272750601672e-20,0
