geometry,ka,f0,f1,d_min_over_a,rms_a_vs_c,rms_b_vs_c,max_symmetric_a_vs_c,max_symmetric_b_vs_c,max_angle_a_vs_c_deg,max_angle_b_vs_c_deg,rms_two_body_correction,rms_irreducible_multibody,residual_relative,condition_number,sum_c_x,sum_c_y
linear_chain,0.1,0.0,0.8,5.130817610062893,0.006445236887832871,0.0033193495484209828,0.0064660745790309955,0.003324867747549176,0.0,0.0,5.019501470583057e-05,5.33016008913906e-05,7.646194652202115e-17,1.0171110297631691,3.469446951953614e-18,4.650900811907258e-18
linear_chain,0.1,0.0,0.8,5.180503144654088,0.006273919642965168,0.0032313045429162315,0.00629366260970177,0.003236533655868987,0.0,0.0,4.705486792484333e-05,4.997300134657977e-05,1.529239044377598e-16,1.0166264393017659,6.938893903907228e-18,4.478281379238402e-18
linear_chain,0.1,0.0,0.8,5.230188679245283,0.006108874808163104,0.0031464855678110595,0.006127591151774001,0.0031514435536407104,0.0,0.0,4.414055760168969e-05,4.688365241035788e-05,1.866746741260282e-20,1.0161603417353082,0.0,4.3154858167214304e-18
linear_chain,0.1,0.0,0.8,5.279874213836479,0.005949813889143345,0.003064744088177722,0.005967566845193306,0.0030694476239073922,0.0,0.0,4.143381267857899e-05,4.4014197651244685e-05,7.646195107950817e-17,1.0157118614855918,0.0,4.1554970742478556e-18
linear_chain,0.1,0.0,0.8,5.329559748427673,0.005796464211533674,0.0029859397247457443,0.00581331254057974,0.00299040430825438,0.0,0.0,3.8917999109686484e-05,4.13470155109881e-05,7.646195335825158e-17,1.0152801724888947,-6.938893903907228e-18,4.005332201926166e-18
linear_chain,0.1,0.0,0.8,5.379245283018868,0.005648567917743976,0.0029099397358500873,0.00566456626136993,0.0029141797796191494,0.0,0.0,3.657795934919708e-05,3.8866049093575685e-05,1.3243597885302146e-16,1.01486449494231,-3.469446951953614e-18,3.866394609778062e-18
linear_chain,0.1,0.0,0.8,5.428930817610063,0.005505881035801158,0.0028366185366302614,0.005521080241300013,0.0028406474532412093,0.0,0.0,3.4399868902751264e-05,3.6556654063624097e-05,1.0813352499951865e-16,1.0144640922935155,0.0,3.7288604276516546e-18
linear_chain,0.1,0.0,0.8,5.478616352201258,0.005368172614422256,0.002765857252506344,0.005382620031144773,0.0027696875326810645,0.0,0.0,3.2371107990695276e-05,3.4405462580758366e-05,1.709741182678736e-16,1.0140782684535912,-3.469446951953614e-18,3.601150115677135e-18
linear_chain,0.1,0.0,0.8,5.528301886792454,0.005235223919083582,0.002697543304202018,0.005248963669159172,0.00270118658809914,0.0,0.0,3.0480146610159966e-05,3.2400261450225966e-05,1.0813352499951865e-16,1.0137063652143257,3.469446951953614e-18,3.476246623746011e-18
linear_chain,0.1,0.0,0.8,5.577987421383648,0.005106827684259729,0.002631570021833767,0.005119900910113947,0.00263503716423768,0.0,0.0,2.87164414900131e-05,3.0529882890978526e-05,1.3243597753738826e-16,1.0133477598532112,0.0,3.3569567719016783e-18
linear_chain,0.1,0.0,0.8,5.627672955974843,0.0049827874175136806,0.0025678362857995602,0.0049952325083587835,0.002571137415775563,0.0,0.0,2.70703436148161e-05,2.8784106514754933e-05,1.5292390329838807e-16,1.0130018629108253,3.469446951953614e-18,3.237666920057346e-18
linear_chain,0.1,0.0,0.8,5.6773584905660375,0.004862916751380067,0.0025062461923898854,0.004874769550633513,0.002509390767918608,0.0,0.0,2.553301515033229e-05,2.7153571277342115e-05,1.0813352499951865e-16,1.0126681161266957,0.0,3.131007758408296e-18
linear_chain,0.1,0.0,0.8,5.727044025157233,0.004747038839432062,0.002446708742221062,0.004758332834820982,0.0024497056002751602,0.0,0.0,2.409635474221611e-05,2.5629696309638917e-05,1.7097411317244823e-16,1.0123459905209804,-1.734723475976807e-18,3.0369792869545283e-18
linear_chain,0.1,0.0,0.8,5.7767295597484285,0.004634985793127732,0.0023891375497653382,0.004645752291061462,0.0023919949522450373,0.0,0.0,2.2752930278632165e-05,2.420460966431436e-05,1.8729275837039252e-16,1.0120349846104124,1.734723475976807e-18,2.9359337653922705e-18
linear_chain,0.1,0.0,0.8,5.826415094339623,0.004526598156415493,0.002333450572370196,0.004536866442051741,0.00233617624827204,0.0,0.0,2.1495918314485374e-05,2.2871084125601127e-05,1.0813352177688863e-16,1.0117346227479822,-1.734723475976807e-18,2.8306780137649185e-18
linear_chain,0.1,0.0,0.8,5.876100628930818,0.0044217244152364565,0.0022795698573196115,0.004431521899526351,0.002282171041477311,0.0,0.0,2.0319049446011992e-05,2.1622479328269697e-05,7.646196475196763e-17,1.0114444535767348,0.0,2.7380529523328486e-18
linear_chain,0.1,0.0,0.8,5.925786163522012,0.004320220539364502,0.0022274213055971507,0.004329572894236681,0.002229904774299091,0.0,0.0,1.9216559006524528e-05,2.0452689517830666e-05,1.529238976015294e-16,1.0111640485888878,-3.469446951953614e-18,2.6552517610526655e-18
linear_chain,0.1,0.0,0.8,5.975471698113208,0.004221949554199212,0.0021769344511114183,0.004230880836930887,0.0021793065548708344,0.0,0.0,1.81831425250439e-05,1.9356096359615883e-05,1.7097411011519292e-16,1.0108930007822405,-3.469446951953614e-18,2.5710471597507834e-18
linear_chain,0.1,0.0,0.8,6.025157232704403,0.004126781140329188,0.002128042254268921,0.004135313908051732,0.002130308947996913,0.0,0.0,1.721391545210573e-05,1.832752627117755e-05,1.0813352499951865e-16,1.0106309234065016,1.734723475976807e-18,2.486842558448902e-18
linear_chain,0.1,0.0,0.8,6.074842767295598,0.004034591258850289,0.0020806809088419306,0.004042746674046717,0.0020828477796474986,0.0,0.0,1.6304376712413832e-05,1.7362211810762605e-05,7.646194652202115e-17,1.0103774487927928,0.0,2.4166720573640008e-18
linear_chain,0.1,0.0,0.8,6.124528301886793,0.00394526180061432,0.0020347896611846903,0.003953059728385292,0.002036861954007327,0.0,0.0,1.545037569271311e-05,1.645575670647454e-05,7.646195107950817e-17,1.0101322272601512,1.734723475976807e-18,2.3394845061706094e-18
linear_chain,0.1,0.0,0.8,6.174213836477987,0.003858680257667707,0.0019903106409107744,0.003866139355469879,0.0019922932821706154,0.0,0.0,1.4648082315790565e-05,1.5604104156146613e-05,1.529239044377598e-16,1.0098949260933463,0.0,2.2637003649989163e-18
linear_chain,0.1,0.0,0.8,6.223899371069182,0.0037747394153467865,0.0019471887022284697,0.003781877215842107,0.0019490863216611665,0.0,0.0,1.3893959889942075e-05,1.4803508068319862e-05,7.64619488007647e-17,1.0096652285868026,0.0,2.1949332739357124e-18
linear_chain,0.1,0.0,0.8,6.273584905660378,0.0036933370635731182,0.0019053712751743398,0.003700170051168871,0.0019071882260054307,0.0,0.0,1.3184740456530806e-05,1.4050506950136212e-05,7.64619488007647e-17,1.0094428331498406,1.734723475976807e-18,2.1219559528074154e-18
linear_chain,0.1,0.0,0.8,6.323270440251573,0.003614375725988987,0.0018648082260691754,0.0036209194075952746,0.001866548603664411,0.0,0.0,1.2517402387646802e-05,1.334190017965672e-05,3.233300200726441e-20,1.0092274524688205,0.0,2.0686263719828905e-18
linear_chain,0.1,0.0,0.8,6.3729559748427675,0.003537762405744009,0.0018254517265453886,0.003544031376227807,0.0018271193856639711,0.0,0.0,1.188915001291502e-05,1.2674726427794116e-05,7.64619488007647e-17,1.0090188127221467,0.0,2.0096831510715734e-18
linear_chain,0.1,0.0,0.8,6.422641509433962,0.0034634083467554536,0.0017872561305699059,0.0034694163495271146,0.001788854701335842,0.0,0.0,1.1297395076992084e-05,1.2046244019993722e-05,1.8729275557951303e-16,1.0088166528443814,-1.734723475976807e-18,1.946529700095162e-18
linear_chain,0.1,0.0,0.8,6.472327044025157,0.003391228809412425,0.0017501778589076465,0.0033969887925416843,0.00175171076160273,0.0,0.0,1.073973985064282e-05,1.14539130495866e-05,7.646195563699493e-17,1.0086207238360398,1.734723475976807e-18,1.891796709248939e-18
linear_chain,0.1,0.0,0.8,6.522012578616353,0.003321142859733417,0.0017141752905302184,0.0033266670279567217,0.0017156457493055998,0.0,0.0,1.0213961736263033e-05,1.0895379074392071e-05,7.64619488007647e-17,1.0084307881158767,0.0,1.838467128424414e-18
linear_chain,0.1,0.0,0.8,6.571698113207548,0.003253073171096362,0.00167920866049897,0.0032583730340456003,0.0016806197160902166,0.0,0.0,9.717999225431412e-06,1.036845824541318e-05,1.866746741260282e-20,1.0082466189127373,0.0,1.779523907513097e-18
linear_chain,0.1,0.0,0.8,6.6213836477987424,0.003186945837673263,0.001645239963894918,0.0031920322546270643,0.0016465944854207896,0.0,0.0,9.249939080231616e-06,9.871123731982641e-06,7.64619488007647e-17,1.008067999694277,1.734723475976807e-18,1.721984096623478e-18
linear_chain,0.1,0.0,0.8,6.671069182389937,0.0031226901988405465,0.0016122328653920346,0.0031275734202733676,0.0016135335613105743,0.0,0.0,8.808004623623978e-06,9.4014933214369e-06,1.0813352822214858e-16,1.0078947236300195,-1.734723475976807e-18,1.6854954360593293e-18
linear_chain,0.1,0.0,0.8,6.720754716981132,0.003060238673799932,0.001580152614109142,0.0030649283799803534,0.0015814020423947658,0.0,0.0,8.390545035080725e-06,8.95781808373571e-06,1.0813352177688863e-16,1.007726593086469,0.0,1.6377794953215965e-18
linear_chain,0.1,0.0,0.8,6.770440251572328,0.0029995266057796827,0.0015489659633893163,0.003004031942647975,0.0015501665409941088,0.0,0.0,7.996025558642475e-06,8.538472002327431e-06,7.64619488007647e-17,1.0075634191521097,0.0,1.5900635545838635e-18
linear_chain,0.1,0.0,0.8,6.820125786163523,0.002940492115178992,0.0015186410951943217,0.002944821727714468,0.0015197951068470883,0.0,0.0,7.623018539367274e-06,8.141942482438243e-06,1.8729275557951303e-16,1.0074050211903312,-1.734723475976807e-18,1.5423476138461307e-18
linear_chain,0.1,0.0,0.8,6.869811320754717,0.0028830759610909366,0.0014891475488128143,0.002887238024361929,0.0014902571552077033,0.0,0.0,7.270195212648165e-06,7.766821656653015e-06,3.1416984450313894e-35,1.0072512264184175,0.0,1.5086657733253779e-18
linear_chain,0.1,0.0,0.8,6.919496855345912,0.002827221410663964,0.0014604561536131848,0.0028312236587371446,0.0014615233990340694,0.0,0.0,6.936318178114505e-06,7.411798415556268e-06,1.0813352338820364e-16,1.00710186951092,8.673617379884035e-19,1.4651600626527394e-18
linear_chain,0.1,0.0,0.8,6.969182389937107,0.002772874115809313,0.0014325389655763805,0.0027767238686804197,0.001433565784999817,0.0,0.0,6.620234496593741e-06,7.075651098141625e-06,1.0813352338820364e-16,1.0069567922258138,8.673617379884035e-19,1.4258645820451944e-18
linear_chain,0.1,0.0,0.8,7.018867924528303,0.00271998199679467,0.0014053692073809514,0.002723686185489395,0.0014063574330965478,0.0,0.0,6.3208693544356675e-06,6.757240783092826e-06,4.174172610234202e-20,1.0068158430519836,0.0,1.3837622813942538e-18
linear_chain,0.1,0.0,0.8,7.068553459119498,0.00266849513229546,0.0013789212118094603,0.0026720603222770583,0.0013798725795943344,0.0,0.0,6.037220244926661e-06,6.455505127583151e-06,7.646195335825158e-17,1.00667887687667,-8.673617379884035e-19,1.3416599807433127e-18
linear_chain,0.1,0.0,0.8,7.118238993710692,0.0026183656554854043,0.0013531703682757652,0.002621798068494487,0.0013540865231554506,0.0,0.0,5.768351621138517e-06,6.169452705388362e-06,1.32435982799921e-16,1.0065457546716088,8.673617379884035e-19,1.3135917803093524e-18
linear_chain,0.1,0.0,0.8,7.167924528301887,0.002569547655833597,0.0013280930722796536,0.0025728531902755357,0.0013289755739062002,0.0,0.0,5.513389979170727e-06,5.898157800626895e-06,1.7097411113427802e-16,1.0064163431966926,0.0,1.289733809940486e-18
linear_chain,0.1,0.0,0.8,7.2176100628930815,0.0025219970862209425,0.0013036666776099323,0.0025251813362069894,0.001304517005285015,0.0,0.0,5.27151933422023e-06,5.640755617545786e-06,1.0813352338820364e-16,1.006290514720051,8.673617379884035e-19,1.243421279224451e-18
linear_chain,0.1,0.0,0.8,7.267295597484278,0.002475671675063331,0.0012798694511266433,0.002478739948203138,0.0012806890084958269,0.0,0.0,5.04197705565756e-06,5.396437870447739e-06,1.529238941834141e-16,1.0061681467535366,0.0,1.2125462587470947e-18
linear_chain,0.1,0.0,0.8,7.3169811320754725,0.0024305308431596963,0.0012566805299706397,0.0024334881771952655,0.0012574706494117023,0.0,0.0,4.824050030420707e-06,5.164448721203859e-06,1.7097411113427802e-16,1.0060491218026602,1.734723475976807e-18,1.1928985184433222e-18
linear_chain,0.1,0.0,0.8,7.366666666666667,0.0023865356249593637,0.00123407988105151,0.002389386803323333,0.0012348418277794819,0.0,0.0,4.617071126704711e-06,4.944081034755718e-06,7.64619488007647e-17,1.0059333271301008,0.0,1.1507962177923815e-18
linear_chain,0.1,0.0,0.8,7.416352201257862,0.002343648593985682,0.0012120482626799588,0.0023463981603604116,0.001212783238588628,0.0,0.0,4.420415932563411e-06,4.73467292573529e-06,1.0813353950135259e-16,1.005820654531955,-8.673617379884035e-19,1.1227280173584208e-18
linear_chain,0.1,0.0,0.8,7.466037735849056,0.0023018337921897596,0.0011905671882190565,0.002304486064137791,0.0011912763354776173,0.0,0.0,4.233499746417544e-06,4.535604571764223e-06,1.866746741260282e-20,1.0057110001259617,0.0,1.1002734570112525e-18
linear_chain,0.1,0.0,0.8,7.515723270440253,0.002261056662985334,0.0011696188916312605,0.002263615744716349,0.001170303296053357,0.0,0.0,4.0557747984045375e-06,4.346295271173097e-06,7.646196475196763e-17,1.0056042641509835,0.0,1.0708018465555938e-18
linear_chain,0.1,0.0,0.8,7.565408805031447,0.0022212839877521293,0.0011491862948142613,0.0022237537820865554,0.0011498469890148138,0.0,0.0,3.886727683442308e-06,4.166200724905335e-06,7.646195335825158e-17,1.005500350777077,0.0,1.0469438761867274e-18
linear_chain,0.1,0.0,0.8,7.615094339622642,0.002182483825619392,0.0011292529766230304,0.002184868045204278,0.0011298909429784394,0.0,0.0,3.7258769886267994e-06,3.994810524157557e-06,1.8729275837039252e-16,1.0053991679255172,-8.673617379884035e-19,1.016068855709371e-18
linear_chain,0.1,0.0,0.8,7.664779874213837,0.002144625456322395,0.0011098031434739418,0.002146927634150936,0.0011104193168981757,0.0,0.0,3.572771099031301e-06,3.831645826908703e-06,4.572576995090984e-20,1.0053006270982052,0.0,9.922108853405044e-19
linear_chain,0.1,0.0,0.8,7.714465408805031,0.0021076793259752384,0.0010908216014511177,0.0021099028252575445,0.0010914168720012015,0.0,0.0,3.4269861674464993e-06,3.6762572080320022e-06,1.866746741260282e-20,1.005204643215896,0.0,9.683529149716378e-19
linear_chain,0.1,0.0,0.8,7.764150943396228,0.002071616995571932,0.001072293729818433,0.0020737650190010247,0.0010728689451398282,0.0,0.0,3.288124234791399e-06,3.5282226689402036e-06,1.0813352499951865e-16,1.0051111344647483,-8.673617379884035e-19,9.388813045159795e-19
linear_chain,0.1,0.0,0.8,7.813836477987422,0.0020364110920861093,0.0010542054558638323,0.0020384866905399524,0.00105476142348747,0.0,0.0,3.1558114891752274e-06,3.387145793992781e-06,1.0813352499951865e-16,1.0050200221507075,8.673617379884035e-19,9.19233564212207e-19
linear_chain,0.1,0.0,0.8,7.863522012578617,0.00200203526200014,0.0010365432310019958,0.002004041342717453,0.0010370807205024157,0.0,0.0,3.029696652481348e-06,3.252654041973118e-06,7.646195107950817e-17,1.0049312305612794,0.0,9.080062840386229e-19
linear_chain,0.1,0.0,0.8,7.913207547169812,0.001968464127147543,0.0010192940080606743,0.001970403461412442,0.0010198137530846028,0.0,0.0,2.9094494844557245e-06,3.124397161927013e-06,1.0813352499951865e-16,1.0048446868342757,8.673617379884035e-19,8.827449036480585e-19
linear_chain,0.1,0.0,0.8,7.962893081761006,0.001935673242725462,0.0010024452196880044,0.0019375484730934462,0.0010029479198619942,0.0,0.0,2.7947593949963303e-06,3.002045723588136e-06,2.2938584944061876e-16,1.004760320833126,1.3010426069826053e-18,8.616937533225879e-19
linear_chain,0.1,0.0,0.8,8.0125786163522,0.0019036390573693995,0.0009859847578191057,0.0019054527044646147,0.000986471080543889,0.0,0.0,2.685334156221101e-06,2.885289753431731e-06,1.0813352177688863e-16,1.0046780650284102,1.734723475976807e-18,8.420460130188156e-19
linear_chain,0.1,0.0,0.8,8.062264150943397,0.0018723388751669616,0.0009699009541400379,0.0018740933440788666,0.0009703715362794919,0.0,0.0,2.5808987065414073e-06,2.7738374681382866e-06,7.646195107950817e-17,1.0045978543852316,0.0,8.266085027801373e-19
linear_chain,0.1,0.0,0.8,8.111949685534592,0.0018417508195091813,0.0009541825615022244,0.0018434484058152479,0.0009546380109735336,0.0,0.0,2.4811940396280975e-06,2.6674140979677007e-06,7.646195563699493e-17,1.0045196262561482,0.0,8.139778125848551e-19
linear_chain,0.1,0.0,0.8,8.161635220125786,0.0018118537986863282,0.0009388187362270744,0.0018134966941234047,0.0009392596334981294,0.0,0.0,2.385976171798422e-06,2.5657607931184923e-06,7.646195791573821e-17,1.0044433202793133,0.0,7.859096121508946e-19
linear_chain,0.1,0.0,0.8,8.211320754716981,0.0017826274731222464,0.0009237990212596195,0.0017842177709304933,0.0009242259207601964,0.0,0.0,2.2950151817882094e-06,2.4686336067625292e-06,1.0813352822214858e-16,1.0043688782815778,-4.336808689942018e-19,7.648584618254242e-19
linear_chain,0.1,0.0,0.8,8.261006289308176,0.0017540522241689506,0.0009091133301212872,0.001755591924128576,0.000909526761572879,0.0,0.0,2.208094317460969e-06,2.375802548930353e-06,1.3243598806245348e-16,1.0042962441862555,4.336808689942018e-19,7.466141315433499e-19
linear_chain,0.1,0.0,0.8,8.310691823899372,0.001726109124373222,0.0008947519316233506,0.0017276001375535718,0.0008951524012934972,0.0,0.0,2.125009164384269e-06,2.2870507059198607e-06,1.8729275744009933e-16,1.0042253639253191,0.0,7.395970814348597e-19
linear_chain,0.1,0.0,0.8,8.360377358490567,0.0016987799091394214,0.0008807054352975883,0.0017002240623785233,0.0008810934271827507,0.0,0.0,2.045566871654182e-06,2.2021734203123828e-06,1.709741141915333e-16,1.0041561853557774,4.336808689942018e-19,7.199493411310874e-19
linear_chain,0.1,0.0,0.8,8.410062893081761,0.001672046949719642,0.0008669647775051889,0.0016734459898510676,0.0008673407544472893,0.0,0.0,1.9695854307191327e-06,2.1209775270815765e-06,1.7097411113427802e-16,1.0040886581800161,4.336808689942018e-19,7.017050108490129e-19
linear_chain,0.1,0.0,0.8,8.459748427672956,0.0016458932274499441,0.0008535212081965351,0.0016472488252926812,0.0008538856129365427,0.0,0.0,1.8968930032306934e-06,2.043280641664392e-06,1.0813352499951865e-16,1.0040227338698893,4.336808689942018e-19,6.97494780783919e-19
linear_chain,0.1,0.0,0.8,8.50943396226415,0.001620302309180027,0.0008403662782743593,0.0016216160633060158,0.0008407195344474773,0.0,0.0,1.8273272943787452e-06,1.968910496137795e-06,7.646194652202115e-17,1.0039583655943654,0.0,6.708299903716564e-19
linear_chain,0.1,0.0,0.8,8.559119496855347,0.0015952583238315885,0.0008274918275443033,0.0015965317641245794,0.0008278343406200151,0.0,0.0,1.7607349683383837e-06,1.8977043200206378e-06,1.0813352338820364e-16,1.0038955081505385,-4.336808689942018e-19,6.49778840046186e-19
linear_chain,0.1,0.0,0.8,8.608805031446542,0.0015707459400157184,0.0008148899732110735,0.0015719805310341712,0.0008152221313814748,0.0,0.0,1.6969711027680994e-06,1.8295082624280802e-06,1.0813352499951865e-16,1.0038341178978338,-4.336808689942018e-19,6.511822500678841e-19
linear_chain,0.1,0.0,0.8,8.658490566037736,0.0015467503446826103,0.0008025530988966012,0.0015479474888385662,0.0008028752739161556,0.0,0.0,1.6358986795885802e-06,1.7641768526004336e-06,1.0813352822214858e-16,1.0037741526952384,0.0,6.217106396122255e-19
linear_chain,0.1,0.0,0.8,8.70817610062893,0.0015232572227132017,0.0007904738441570652,0.001524418263278189,0.0007907863921367148,0.0,0.0,1.577388109340718e-06,1.70157249605612e-06,7.646195107950817e-17,1.0037155718414015,4.336808689942018e-19,6.118867694603394e-19
linear_chain,0.1,0.0,0.8,8.757861635220126,0.0015002527374451565,0.0007786450944640343,0.0015013789613935434,0.0007789483566223967,0.0,0.0,1.521316786834276e-06,1.6415650038026066e-06,1.0813352338820364e-16,1.0036583360174591,0.0,6.020628993084532e-19
linear_chain,0.1,0.0,0.8,8.807547169811322,0.0014777235120510862,0.0007670599716403202,0.0014788161527505464,0.0007673542750145357,0.0,0.0,1.4675686757558313e-06,1.5840311522873738e-06,1.0813352499951865e-16,1.0036024072324436,0.0,5.92239029156567e-19
linear_chain,0.1,0.0,0.8,8.857232704402517,0.0014556566117554,0.000755711824712443,0.0014567168515135806,0.0007559974828310572,0.0,0.0,1.416033920285968e-06,1.5288542718846591e-06,1.0813352338820364e-16,1.003547748771145,0.0,5.782049289395867e-19
linear_chain,0.1,0.0,0.8,8.906918238993711,0.0014340395268238552,0.0007445942211731564,0.001435068499299703,0.0007448715346932809,0.0,0.0,1.3666084817470156e-06,1.4759238619438668e-06,1.0813352983346351e-16,1.0034943251443058,4.336808689942018e-19,5.711878788310967e-19
linear_chain,0.1,0.0,0.8,8.956603773584906,0.0014128601563047677,0.0007337009386199615,0.0014138589487924594,0.0007339701959308894,0.0,0.0,1.3191937985974193e-06,1.4251352305163774e-06,1.0813352983346351e-16,1.003442102041026,-4.336808689942018e-19,5.585571886358144e-19
linear_chain,0.1,0.0,0.8,9.0062893081761,0.001392106792480381,0.0007230259567686601,0.0013930764480732847,0.0007232874345633571,0.0,0.0,1.2736964681058148e-06,1.3763891570821412e-06,7.64619488007647e-17,1.0033910462832731,4.336808689942018e-19,5.473299084622303e-19
linear_chain,0.1,0.0,0.8,9.055974842767297,0.0013717681059862868,0.0007125634498003554,0.001372709625627895,0.0007128174136180182,0.0,0.0,1.2300279482390213e-06,1.3295915766420756e-06,1.0813352499951865e-16,1.0033411257823928,-4.336808689942018e-19,5.403128583537401e-19
linear_chain,0.1,0.0,0.8,9.105660377358491,0.0013518331315796187,0.000702307779049892,0.0013527474760080798,0.0007025544837895746,0.0,0.0,1.1881042783537484e-06,1.2846532837563208e-06,7.646195107950817e-17,1.0032923094975172,8.673617379884035e-19,5.318923982235519e-19
linear_chain,0.1,0.0,0.8,9.155345911949686,0.0013322912545116782,0.0006922534860035897,0.001333179346103433,0.0006924931764112919,0.0,0.0,1.147845817413194e-06,1.2414896551356902e-06,1.0813353144477842e-16,1.0032445673957837,0.0,5.178582980065716e-19
linear_chain,0.1,0.0,0.8,9.20503144654088,0.0013131321974834604,0.0006823952855927087,0.0013139949220031667,0.0006826281967243374,0.0,0.0,1.1091769985492004e-06,1.200020389529613e-06,1.7097411928695865e-16,1.0031978704142717,-4.336808689942018e-19,5.094378378763835e-19
linear_chain,0.1,0.0,0.8,9.254716981132075,0.0012943460081573759,0.0006727280597782484,0.0012951842164175501,0.0006729544174380295,0.0,0.0,1.072026098849782e-06,1.1601692637597503e-06,1.3243597885302146e-16,1.003152190423576,4.336808689942018e-19,5.080344278546855e-19
linear_chain,0.1,0.0,0.8,9.304402515723272,0.0012759230471914528,0.000663246851400605,0.0012767375566283112,0.0006634668725577213,0.0,0.0,1.0363250233587688e-06,1.121863903792016e-06,1.0813352177688863e-16,1.0031075001929417,0.0,4.883866875509131e-19
linear_chain,0.1,0.0,0.8,9.354088050314466,0.0012578539767804423,0.000653946858292545,0.0012586455729500887,0.0006541607514766683,0.0,0.0,1.002009102334328e-06,1.0850355698617234e-06,1.0813352983346351e-16,1.0030637733568748,0.0,4.813696374424229e-19
linear_chain,0.1,0.0,0.8,9.403773584905661,0.0012401297496683276,0.0006448234276320086,0.0012408991876678107,0.0006450313933090992,0.0,0.0,9.690169008841322e-07,1.0496189546989748e-06,1.7097411215336312e-16,1.003020984383172,0.0,4.659321272037446e-19
linear_chain,0.1,0.0,0.8,9.453459119496856,0.001222741598627207,0.0006358720505370134,0.0012234896044446282,0.00063607428146606,0.0,0.0,9.372900401646892e-07,1.0155519940111876e-06,1.866746741260282e-20,1.0029791085422926,0.0,4.659321272037446e-19
linear_chain,0.1,0.0,0.8,9.50314465408805,0.0012056810263587712,0.0006270883568761468,0.0012064082981563357,0.0006272850384481736,0.0,0.0,9.067730293730773e-07,9.827756883916857e-07,2.2938584108522587e-16,1.0029381218780116,-6.505213034913027e-19,4.589150770952545e-19
linear_chain,0.1,0.0,0.8,9.552830188679247,0.0011889397958223275,0.0006184681102999753,0.001189647005156033,0.0006186594208615601,0.0,0.0,8.774131078384673e-07,9.512339359321681e-07,7.64619488007647e-17,1.0028980011793012,0.0,4.406707468131802e-19
linear_chain,0.1,0.0,0.8,9.602515723270441,0.0011725099209489672,0.0006100072034698129,0.0011731977139283751,0.0006101933146286466,0.0,0.0,8.49160096544362e-07,9.208733748213027e-07,1.0813352661083362e-16,1.002858723953366,-4.336808689942018e-19,4.350571067263881e-19
linear_chain,0.1,0.0,0.8,9.652201257861636,0.0011563836577391763,0.0006017016534824242,0.0011570526561305225,0.0006018827303995856,0.0,0.0,8.219662584825948e-07,8.916432352956015e-07,1.3243597753738826e-16,1.0028202683998009,0.0,4.252332365745019e-19
linear_chain,0.1,0.0,0.8,9.70188679245283,0.0011405534957184258,0.0005935475974825264,0.001141204297994129,0.0005937237991498032,0.0,0.0,7.957861672569481e-07,8.634952003414984e-07,1.0813352499951865e-16,1.0027826133858018,4.336808689942018e-19,4.154093664226157e-19
linear_chain,0.1,0.0,0.8,9.751572327044025,0.0011250121497340942,0.0005855412884488341,0.0011256453320715302,0.0005857127679533003,0.0,0.0,7.70576583416309e-07,8.3638327457968e-07,2.63997855900607e-20,1.0027457384223852,0.0,4.0418208624903155e-19
linear_chain,0.1,0.0,0.8,9.801257861635222,0.0011097525520867078,0.0005776790911484999,0.0011103686693191008,0.0005778459959233743,0.0,0.0,7.462963380326906e-07,8.102636608147726e-07,1.7097411113427802e-16,1.0027096236415844,4.336808689942018e-19,4.0418208624903155e-19
linear_chain,0.1,0.0,0.8,9.850943396226416,0.0010947678449703328,0.0005699574782565953,0.001095367431491545,0.0005701199503211898,0.0,0.0,7.229062230440463e-07,7.850946437704948e-07,1.0813352338820364e-16,1.00267424977455,-2.168404344971009e-19,3.929548060754473e-19
linear_chain,0.1,0.0,0.8,9.90062893081761,0.001080051373213627,0.0005623730266264142,0.001080634943841146,0.0005625312028140288,0.0,0.0,7.003688879528956e-07,7.608364805474653e-07,2.4179390822198475e-16,1.0026395981305432,-2.168404344971009e-19,3.8313093592356107e-19
linear_chain,0.1,0.0,0.8,9.950314465408805,0.001065596677305535,0.0005549224137062751,0.0010661647281013976,0.0005550764258812959,0.0,0.0,6.786487424746097e-07,7.374512973856561e-07,7.646195107950817e-17,1.0026056505767633,0.0,3.803241158801651e-19
linear_chain,0.1,0.0,0.8,10.0,0.00105139748669599,0.0005476024141003517,0.00105195049574967,0.0005477523893658603,0.0,0.0,6.577118647626653e-07,7.149029923433943e-07,4.174172610234202e-20,1.0025723895189778,0.0,3.7751729583676903e-19
linear_chain,0.1,0.0,1.0,2.1,0.10320998541444623,0.0535974819478865,0.10882594764924201,0.05507337917084576,0.0,0.0,0.0469257617069663,0.050694935555413004,1.2233912172721306e-16,1.3583134910278376,2.220446049250313e-16,2.697634743707945e-16
linear_chain,0.1,0.0,1.0,2.149685534591195,0.0965571152433416,0.050097343796323794,0.10145522727957842,0.051384456179838035,0.0,0.0,0.039741954192529814,0.04285355438287925,1.730136374211258e-16,1.3302260781348918,0.0,2.442494801763245e-16
linear_chain,0.1,0.0,1.0,2.1993710691823902,0.09046165849272972,0.04689724593289241,0.09474715068703457,0.048023326817019124,0.0,0.0,0.033797018404685554,0.03638261119086577,1.2233912172721306e-16,1.3051748370468974,0.0,2.2176685162872207e-16
