geometry,ka,f0,f1,d_min_over_a,rms_a_vs_c,rms_b_vs_c,max_symmetric_a_vs_c,max_symmetric_b_vs_c,max_angle_a_vs_c_deg,max_angle_b_vs_c_deg,rms_two_body_correction,rms_irreducible_multibody,residual_relative,condition_number,sum_c_x,sum_c_y
linear_chain,0.1,0.0,0.1,2.6962264150943396,0.005134339883796166,0.002637693067769372,0.005147554531062593,0.002641176374075756,0.0,0.0,7.878990952595407e-06,8.324108834004763e-06,1.7097411014703933e-16,1.0145667795843565,0.0,9.169091663637699e-19
linear_chain,0.1,0.0,0.1,2.7459119496855346,0.004867157692197625,0.0025004411540089843,0.004879031199313731,0.0025035711702019662,0.0,0.0,6.944833239913613e-06,7.337231375456526e-06,2.3334334265753525e-21,1.0137863176791975,0.0,8.525496598999617e-19
linear_chain,0.1,0.0,0.1,2.7955974842767297,0.004618466256391037,0.002372693000093321,0.004629156056913248,0.0023755111794669034,0.0,0.0,6.135715574986818e-06,6.482475180657711e-06,1.0813352180206541e-16,1.0130608816916735,0.0,7.93759936959768e-19
linear_chain,0.1,0.0,0.1,2.845283018867925,0.004386689060374195,0.0022536377097072168,0.004396331730528238,0.002256180015889134,0.0,0.0,5.433069894816892e-06,5.7402139852872135e-06,1.7097411011519292e-16,1.0123856906682176,4.336808689942018e-19,7.400137187850513e-19
linear_chain,0.1,0.0,0.1,2.89496855345912,0.004170408175875244,0.002142546039891084,0.004179122499194556,0.0021448437531358167,0.0,0.0,4.821347058590544e-06,5.094013968711127e-06,7.646194655762652e-17,1.0117564554729013,-4.336808689942018e-19,6.906750852097301e-19
linear_chain,0.1,0.0,0.1,2.9446540880503145,0.0039683459718181675,0.002038760971434647,0.003976235510904596,0.002040841365297035,0.0,0.0,4.287484970619892e-06,4.530070985198935e-06,1.8729275383521335e-16,1.01116932052038,-1.3010426069826053e-18,6.454808968547358e-19
linear_chain,0.1,0.0,0.1,2.9943396226415095,0.0037793491929234225,0.0019416895026499628,0.003786504454199913,0.0019435764136100004,0.0,0.0,3.820477398679537e-06,4.036754410727485e-06,1.0813352180206541e-16,1.010620813300049,0.0,6.04014516369877e-19
linear_chain,0.1,0.0,0.1,3.0440251572327046,0.0036023750681745135,0.0018507954909799465,0.0036088753294299574,0.0018525097993717834,0.0,0.0,3.4110231435117144e-06,3.604236048327972e-06,1.081335218272422e-16,1.0101078005335162,0.0,5.658154498417838e-19
linear_chain,0.1,0.0,0.1,3.0937106918238992,0.0034364791629127363,0.0017655933944141062,0.003442394020573855,0.0017671534316271017,0.0,0.0,3.0512395761458604e-06,3.224187159879113e-06,7.646194655762652e-17,1.009627449996468,0.0,5.305109164834429e-19
linear_chain,0.1,0.0,0.1,3.1433962264150948,0.0032808047324537166,0.0016856427875366164,0.0032861954151886755,0.0016870646817430607,0.0,0.0,2.734427933815894e-06,2.8895302695520084e-06,1.0813352190277261e-16,1.0091771971913792,0.0,4.979254900421419e-19
