case_id,lmax,rms_d,rms_matched_pairwise,rms_collective_residual,delta_d,delta_d_applicable,delta_b,delta_b_applicable,delta_r,delta_r_applicable,physical_residual,balanced_condition,raw_condition
n2_pair_f0.1_d3.0,3,0.0023710227808715783,0.0023710227808715783,3.6908918920830593e-19,0.0015436373014690377,true,0.0015436373014690377,true,1.661184543499511e-19,true,9.6303459997961473e-17,1.0060539778488236,3.0420751240332833
n2_pair_f0.1_d3.0,5,0.0023712184900892812,0.0023712184900892812,2.0543420418718825e-19,8.2535295048152978e-05,true,8.2535295048061526e-05,true,1.2932536104810877e-16,true,1.4188644296206719e-16,1.0062370939387433,2612065.2069214731
n2_pair_f0.1_d3.0,7,0.0023712253450265787,0.0023712253450265787,2.0542644771241222e-19,2.8908839524091834e-06,true,2.8908839524091834e-06,true,4.6238291175057731e-21,true,1.1886737364168967e-16,1.0062465033899004,16773683890264.021
n2_pair_f0.1_d4.0,1,0.00075734745805164068,0.00075734745805164068,1.667625544654995e-19,0,false,0,false,0,false,1.3899877190996911e-16,1.0016839609360291,1.0016839609360291
n2_pair_f0.1_d4.0,3,0.00075766051817776584,0.00075766051817776584,6.56121017790643e-20,0.00041319313678664398,true,0.00041319313678650087,true,2.0237209553059338e-16,true,9.5888609335026687e-17,1.0021168445194728,1.3220656128315429
n2_pair_f0.1_d4.0,5,0.00075766484519006519,0.00075766484519006519,6.5612101321022343e-20,5.7109846481920404e-06,true,5.7109846481920404e-06,true,1.023251686402496e-20,true,3.5453353135489171e-17,1.0021255115224517,46729.158873703309
n2_pair_f0.1_d6.0,1,0.00015495147783745105,0.00015495147783745105,1.3427881305448505e-20,0,false,0,false,0,false,1.0324331703444617e-17,1.0005390902230547,1.0005390902230547
n2_pair_f0.1_d6.0,3,0.00015496579069873548,0.00015496579069873545,2.3393028998271668e-20,9.2361425188658891e-05,true,9.2361425188571436e-05,true,1.2368003218152365e-16,true,1.9465398268690268e-16,1.0005891245938749,1.038572156560128
n2_pair_f0.1_d6.0,5,0.00015496581222251957,0.00015496581222251959,4.0611079271670109e-20,1.3889375849493215e-07,true,1.3889375875729697e-07,true,3.7103992358690624e-16,true,2.2796981741543778e-16,1.0005892802590592,165.62887478202376
n2_pair_f0.1_d10.0,1,2.2652552563440868e-05,2.2652552563440868e-05,3.0816157271690922e-21,0,false,0,false,0,false,9.939654774158921e-17,1.0001381868761825,1.0001381868761825
n2_pair_f0.1_d10.0,3,2.2653048671998138e-05,2.2653048671998138e-05,1.938204576421551e-21,2.1900299798748486e-05,true,2.1900299798673703e-05,true,1.0575931735533814e-16,true,1.9648632080800465e-16,1.0001421002330089,1.0032183294514334
n2_pair_f0.1_d10.0,5,2.2653048702590407e-05,2.2653048702590407e-05,1.938204576421551e-21,1.3504702624726429e-09,true,1.3504702624726429e-09,true,0,true,4.5471626443279783e-17,1.0001421014671563,1.4475827475151877
n2_pair_f0.4_d2.1,1,0.15975330235003485,0.15975330235003488,2.4011782140140976e-17,0,false,0,false,0,false,9.9625249515623894e-17,1.0451296577176712,1.0451296577176712
n2_pair_f0.4_d2.1,3,0.16658865227136338,0.16658865227136338,1.463482124327155e-17,0.041031305722998013,true,0.041031305722997929,true,1.1791632755039724e-16,true,1.2280852875743675e-16,1.1289991070654628,827.81230570856405
n2_pair_f0.4_d2.1,5,0.16851915979507495,0.16851915979507495,1.4984057445033893e-17,0.011455715338594942,true,0.011455715338594942,true,2.349064584442853e-18,true,7.6069033813487407e-18,1.1821434621557307,7160041237.7525511
n2_pair_f0.4_d2.1,7,0.16884925445864593,0.16884925445864593,2.470984703001646e-17,0.0019549666631891384,true,0.0019549666631890564,true,1.1623491098722084e-16,true,1.0402317572297155e-16,1.2123074538299805,2.1690114843674317e+17
n2_pair_f0.4_d2.1,9,0.16889612219446343,0.16889612219446348,6.0754498425364403e-17,0.00027749444574893043,true,0.0002774944457492591,true,4.6481082519972637e-16,true,2.0167670344963535e-16,1.228466263165779,1.7757478482017763e+25
n2_pair_f0.4_d2.1,11,0.1689024822865498,0.1689024822865498,2.4739137513234171e-17,3.7655409205645691e-05,true,3.765540920548136e-05,true,2.3239781849750726e-16,true,1.140531854530328e-16,1.2366641217407619,2.4628786855671003e+33
n2_pair_f0.4_d2.5,1,0.079067664837804294,0.079067664837804294,6.8472891275820541e-18,0,false,0,false,0,false,4.8523752762402057e-17,1.0267403492803469,1.0267403492803469
n2_pair_f0.4_d2.5,3,0.080293984577491664,0.080293984577491664,6.9878415091473919e-18,0.015272871886235141,true,0.015272871886235141,true,1.8295839784776081e-18,true,1.9635525985649428e-16,1.0542577404684377,140.67274427052786
n2_pair_f0.4_d2.5,5,0.080455256315098034,0.080455256315098034,7.0120597902863767e-18,0.0020044897622941947,true,0.0020044897622941947,true,3.9009414587431874e-19,true,1.419652824252517e-17,1.0607024505788476,561755292.40521383
n2_pair_f0.4_d2.5,7,0.080467349312104405,0.080467349312104405,7.014738048142571e-18,0.000150284520488765,true,0.000150284520488765,true,4.2658563987175634e-19,true,2.4920021362046189e-16,1.0617620743077247,7673810018811905
n2_pair_f0.4_d2.5,9,0.080468046415533137,0.080468046415533123,2.0842205624363328e-17,8.6631086472752212e-06,true,8.6631086471027585e-06,true,2.4390012779080273e-16,true,3.1079751138898516e-16,1.0618965192718979,2.6936939168062004e+23
n2_pair_f0.4_d3.0,1,0.038099206108252008,0.038099206108252008,5.912546560190146e-18,0,false,0,false,0,false,9.550310969403186e-17,1.0155870955907602,1.0155870955907602
n2_pair_f0.4_d3.0,3,0.03831652640125955,0.03831652640125955,3.3236704781135411e-18,0.0056717117499565806,true,0.0056717117499564904,true,1.2805452651159077e-16,true,1.804205323113653e-16,1.0247815991979936,24.089915584547516
