case_id,geometry,particle_count,ka,f0,f1,lmax,system_dimension,condition_number_effective_incident,condition_number_scattered,condition_number_balanced,legacy_residual_relative,balanced_backward_error,effective_incident_closure_error,scattering_closure_error,production_solver,balanced_vs_scattered_b_relative,balanced_vs_scattered_b_absolute,balanced_vs_scattered_b_relative_applicable,balanced_vs_scattered_d_relative,balanced_vs_scattered_d_absolute,balanced_vs_scattered_d_relative_applicable,balanced_vs_legacy_b_relative,balanced_vs_legacy_b_absolute,balanced_vs_legacy_b_relative_applicable,balanced_vs_legacy_d_relative,balanced_vs_legacy_d_absolute,balanced_vs_legacy_d_relative_applicable,total_balanced_vs_scattered_relative,total_balanced_vs_scattered_absolute,total_balanced_vs_scattered_relative_applicable,total_balanced_vs_legacy_relative,total_balanced_vs_legacy_absolute,total_balanced_vs_legacy_relative_applicable,interaction_balanced_vs_scattered_relative,interaction_balanced_vs_scattered_absolute,interaction_balanced_vs_scattered_relative_applicable,interaction_balanced_vs_legacy_relative,interaction_balanced_vs_legacy_absolute,interaction_balanced_vs_legacy_relative_applicable,external_scattered_balanced_vs_scattered_relative,external_scattered_balanced_vs_scattered_absolute,external_scattered_balanced_vs_scattered_relative_applicable,external_scattered_balanced_vs_legacy_relative,external_scattered_balanced_vs_legacy_absolute,external_scattered_balanced_vs_legacy_relative_applicable,scattered_scattered_balanced_vs_scattered_relative,scattered_scattered_balanced_vs_scattered_absolute,scattered_scattered_balanced_vs_scattered_relative_applicable,scattered_scattered_balanced_vs_legacy_relative,scattered_scattered_balanced_vs_legacy_absolute,scattered_scattered_balanced_vs_legacy_relative_applicable
dimer_rigid,dimer,2,0.10000000000000001,0,1,6,42,610318175297.21204,610318175487.48474,1.0675109195255483,7.6989407152887376e-11,2.7021309878615616e-17,1.6843315122961694e-23,8.7725106033126105e-17,balanced_sqrt,2.2103626130785905e-16,1.5453317760591974e-09,true,2.3060871447984908e-16,3.3934513170578249e-19,true,2.0833517923694233e-15,1.4565346456771086e-08,true,1.785731229614976e-15,2.6277376406682804e-18,true,1.5564403887247619e-16,5.5511153244598256e-17,true,1.4646111821417975e-13,5.2236022892106317e-14,true,1.5564403887247619e-16,5.5511153244598256e-17,true,1.4646111821417975e-13,5.2236022892106317e-14,true,8.0624236451680641e-17,2.775557925919633e-17,true,1.4971918943501557e-13,5.1542104606183591e-14,true,2.7988387421741884e-16,3.4694500565008947e-18,true,5.8010826676363471e-14,7.1910418723740401e-16,true
dimer_rigid,dimer,2,0.10000000000000001,0,1,7,56,1777475430592726.8,1777475752027444.2,1.0675343978703307,2.2833563573839174e-09,2.2711695666820527e-17,5.9622757323449754e-25,8.8561586274864244e-17,balanced_sqrt,1.8293854600769855e-16,6.9316453360106117e-08,true,1.7738689509107646e-16,2.6102821642615053e-19,true,1.6374384768679161e-13,6.2043473225747436e-05,true,1.7152888107130174e-13,2.5240803650476411e-16,true,1.7605981953300725e-19,6.2794895951283465e-20,true,8.6223847447951992e-13,3.0753283420246481e-13,true,1.7605981953300725e-19,6.2794895951283465e-20,true,8.6223847447951992e-13,3.0753283420246481e-13,true,1.7213995450151129e-19,5.9260966136921694e-20,true,8.782638361704222e-13,3.0235144191439413e-13,true,4.194350406711477e-16,5.2041721393377591e-18,true,4.8107516957699091e-12,5.968976722673668e-14,true
dimer_rigid,dimer,2,0.10000000000000001,0,1,8,72,6.5373082825822915e+18,6.5374209319074796e+18,1.0675391075962963,2.1796655225576295e-07,1.5734354028278102e-17,5.9502278278042414e-27,1.1282583087034899e-16,balanced_sqrt,3.7581489556958833e-16,8.6770814719571918e-06,true,3.4108939973773811e-16,5.0191959265812129e-19,true,6.0417164836566743e-12,0.13949544517042278,true,5.4881850263338693e-12,8.0759695111249853e-15,true,1.5563721562591067e-16,5.5511166681705314e-17,true,1.825471378743444e-11,6.5109135736324186e-12,true,1.5563721562591067e-16,5.5511166681705314e-17,true,1.825471378743444e-11,6.5109135736324186e-12,true,1.6124746952066713e-16,5.5511164401047781e-17,true,1.3143791085857296e-11,4.5248905299970248e-12,true,5.0401686890213225e-16,6.2546365365114006e-18,true,1.662527221324805e-10,2.0631260862544725e-12,true
dimer_rigid,dimer,2,0.10000000000000001,0,1,9,90,2.960909374879525e+22,2.965095376536782e+22,1.0675400175498739,1.4222070096559327e-05,2.6613501413333577e-17,9.4363271458299147e-29,1.1432120749263256e-16,balanced_sqrt,4.9026292343274477e-16,0.0007664529960550616,true,4.9858059399536789e-16,7.3367090571647638e-19,true,1.0627032287607821e-12,1.6613780783135743,true,3.9487008439189393e-12,5.8105890190269659e-15,true,4.9216743445309431e-16,1.7554167442675653e-16,true,1.5126739253295196e-10,5.3952637888182962e-11,true,4.9216743445309431e-16,1.7554167442675653e-16,true,1.5126739253295196e-10,5.3952637888182962e-11,true,4.3417194125321738e-16,1.494683509507655e-16,true,1.5585119851105213e-10,5.3653447912612501e-11,true,8.5028135477426818e-16,1.055191315624113e-17,true,2.4644614318895328e-11,3.0583738970858318e-13,true
trimer_equilateral,equilateral_trimer,3,0.10000000000000001,0,0.80000000000000004,2,9,1.8005752546163567,1.8005752546163565,1.068742170043385,1.633786174326779e-16,3.379030580505965e-17,1.3965978145609585e-17,9.7873562227270485e-17,balanced_sqrt,1.188433305087424e-16,1.5151607086949105e-15,true,2.3707535485234506e-16,3.468584025782134e-19,true,1.5549857925133424e-16,1.982486829769312e-15,true,1.9934563773164888e-16,2.9165709572637598e-19,true,1.6039758202365132e-16,7.8504623219786913e-17,true,1.3998922729579468e-16,6.8516005073349403e-17,true,1.6039758202365132e-16,7.8504623219786913e-17,true,1.3998922729579468e-16,6.8516005073349403e-17,true,1.6556650914497534e-16,7.8504622934188758e-17,true,1.4443150603684622e-16,6.8483300033288922e-17,true,1.2692947055508348e-16,1.939491367390476e-18,true,2.607164445194759e-16,3.9837658762062028e-18,true
trimer_equilateral,equilateral_trimer,3,0.10000000000000001,0,0.80000000000000004,3,18,197.5479410595056,197.54794105950552,1.0746382343404826,2.4820723611801183e-15,2.3504975485025908e-17,1.4653743861050805e-18,1.3358084371989696e-16,balanced_sqrt,2.3059158795533024e-16,3.8524722168834918e-14,true,2.4051125336372914e-16,3.5190641760987845e-19,true,4.2838588723980951e-16,7.1570031818162082e-14,true,5.1657577396097215e-16,7.5583294958651084e-19,true,1.4757332136424362e-16,7.3434856956234633e-17,true,5.5905135027107256e-16,2.7819293866142675e-16,true,1.4757332136424362e-16,7.3434856956234633e-17,true,5.5905135027107256e-16,2.7819293866142675e-16,true,1.5419309978180953e-16,7.343479216356207e-17,true,4.5246767895780121e-16,2.1548869574587342e-16,true,1.1483533549345888e-16,2.4533358237595255e-18,true,7.978493411624944e-15,1.7045209666743889e-16,true
trimer_equilateral,equilateral_trimer,3,0.10000000000000001,0,0.80000000000000004,4,30,212320.08157152004,212320.08157121422,1.0760745797796478,6.0736283118008601e-14,1.2039886000750009e-17,1.3596129853747501e-20,1.1768507008665284e-16,balanced_sqrt,2.4034645166797963e-16,1.1219477950366106e-12,true,2.4203261052996843e-16,3.5413546868095934e-19,true,8.3190099208488225e-16,3.8833503772618784e-12,true,9.6957962413735135e-16,1.4186622780522968e-18,true,1.2429613929281716e-16,6.2063412968230245e-17,true,3.1025428869783996e-14,1.5491583370306188e-14,true,1.2429613929281716e-16,6.2063412968230245e-17,true,3.1025428869783996e-14,1.5491583370306188e-14,true,1.3020535155861851e-16,6.2063406059814209e-17,true,3.1486108789024793e-14,1.5008101676504363e-14,true,7.6551268025294896e-17,1.7347311495672684e-18,true,2.4240097647855506e-14,5.4930575995674678e-16,true
trimer_equilateral,equilateral_trimer,3,0.10000000000000001,0,0.80000000000000004,5,45,346403651.80355185,346403651.7944364,1.0764109459165176,2.0306261130615203e-12,1.8878589749912875e-17,5.1398188367593511e-22,9.2271666068875849e-17,balanced_sqrt,2.2600307169664971e-16,4.3147635241542483e-11,true,2.4000051710837697e-16,3.5116269838793869e-19,true,5.002464811594644e-15,9.5505129810382547e-10,true,5.506139297372392e-15,8.0564440304602536e-18,true,6.6311391401970782e-17,3.3131301812357709e-17,true,1.396727556945517e-13,6.9784996605315922e-14,true,6.6311391401970782e-17,3.3131301812357709e-17,true,1.396727556945517e-13,6.9784996605315922e-14,true,6.855819432748219e-17,3.2682355594674735e-17,true,1.4604760805455082e-13,6.9622310024544907e-14,true,2.4207707266129343e-16,5.5489973707515031e-18,true,6.7926489896350475e-14,1.5570409444210656e-15,true
trimer_equilateral,equilateral_trimer,3,0.10000000000000001,0,0.80000000000000004,6,63,786296918128.82751,786296916694.38647,1.0764872113498352,1.0296800744125857e-10,1.9452152844926508e-17,3.2101832353842519e-24,1.2982912960852937e-16,balanced_sqrt,2.6020986566282619e-16,2.5153507643405733e-09,true,2.6659795769645378e-16,3.9007951097735444e-19,true,1.5290017901093986e-14,1.4780284412479988e-07,true,6.1518911283346883e-15,9.001294322213184e-18,true,1.5710317260410859e-16,7.8504676104536418e-17,true,3.5155472254360862e-13,1.7567238884382873e-13,true,1.5710317260410859e-16,7.8504676104536418e-17,true,3.5155472254360862e-13,1.7567238884382873e-13,true,1.6467648972998592e-16,7.8504622934268766e-17,true,3.572613374287471e-13,1.7031372620235886e-13,true,1.5102190898641083e-16,3.4706528038789278e-18,true,2.3816170177503941e-13,5.4732229488405958e-15,true
trimer_equilateral,equilateral_trimer,3,0.10000000000000001,0,0.80000000000000004,7,84,2467082680353332.5,2467082519046867,1.0765032352461694,6.2284278696692882e-09,1.3240636358305704e-17,3.2937570374851319e-25,1.3288394875941913e-16,balanced_sqrt,3.1387621888834966e-16,1.7242949093915309e-07,true,3.1126552769185905e-16,4.5543601156878254e-19,true,2.2434951164594426e-11,0.012324754077440443,true,2.4136784566705643e-11,3.5316345425946989e-14,true,1.6942478827265368e-16,8.4664290880089509e-17,true,1.3745075073302653e-10,6.8686350211163e-11,true,1.6942478827265368e-16,8.4664290880089509e-17,true,1.3745075073302653e-10,6.8686350211163e-11,true,1.7731133641202727e-16,8.452827591011455e-17,true,1.389297423441951e-10,6.6230912420073952e-11,true,2.86756611967208e-16,6.5936055467381302e-18,true,4.6152644467623602e-10,1.0612216767059427e-11,true
trimer_equilateral,equilateral_trimer,3,0.10000000000000001,0,0.80000000000000004,8,108,9.1337919018270638e+18,9.1338049338453371e+18,1.0765062984027307,3.0093818477206277e-07,1.8679470603951264e-17,3.6483083509613576e-27,1.5537774883116147e-16,balanced_sqrt,2.9335815033267653e-16,9.8553979500780076e-06,true,2.5772977779592706e-16,3.7710383078582353e-19,true,1.4040771476084372e-10,4.7170119621370912,true,1.4846639155464215e-10,2.1723234885943978e-13,true,2.0139961354407526e-16,1.0064316512914317e-16,true,3.7571635791075409e-10,1.8775251246381271e-10,true,2.0139961354407526e-16,1.0064316512914317e-16,true,3.7571635791075409e-10,1.8775251246381271e-10,true,2.1098952158614812e-16,1.0058349338960862e-16,true,3.0696197581253187e-10,1.4633574043341509e-10,true,2.7830323914569043e-16,6.39987929977929e-18,true,2.4176151164279235e-09,5.5595633763055833e-11,true
trimer_equilateral,equilateral_trimer,3,0.10000000000000001,0,0.80000000000000004,9,135,2.543883948450506e+24,1.792048213208379e+24,1.0765068428992406,1.7745307101837223e-05,1.5692945048072658e-17,1.7402801763953234e-28,1.1277773455990295e-16,balanced_sqrt,3.5465954474097019e-16,0.00078377847446887169,true,3.2909927990258258e-16,4.8152991997738094e-19,true,4.7400227300727438e-09,10475.194702676275,true,3.3250288103898878e-09,4.8650998490895337e-12,true,2.3131681133463981e-16,1.1559344820670633e-16,true,5.191402620057122e-08,2.5942434811346044e-08,true,2.3131681133463981e-16,1.1559344820670633e-16,true,5.191402620057122e-08,2.5942434811346044e-08,true,2.0252655903716646e-16,9.6549017784575473e-17,true,4.9077468070244304e-08,2.3396345447543957e-08,true,1.8523285823267398e-15,4.2596955544001054e-17,true,1.1161696855180892e-07,2.5667924647501287e-09,true
trimer_scalene,scalene_trimer,3,0.10000000000000001,0,0.80000000000000004,2,9,1.8873396018405353,1.8873396018405351,1.0800572579166492,1.1822739550525094e-16,5.3447766304896652e-17,1.4711773954657254e-17,8.8967473368819827e-17,balanced_sqrt,1.1021948240315669e-16,1.4097655176548294e-15,true,2.2243056890441523e-16,3.2525558132895756e-19,true,1.5425169776069891e-16,1.9729608577486839e-15,true,2.0973844620270642e-16,3.0669615504157181e-19,true,5.5992382730950026e-17,2.7809732887839817e-17,true,1.1182124417905842e-16,5.5538249671354266e-17,true,5.5992382730950026e-17,2.7809732887839817e-17,true,1.1182124417905842e-16,5.5538249671354266e-17,true,5.7840953675312062e-17,2.7809732887839817e-17,true,1.7561087775734104e-16,8.4433109973344445e-17,true,1.0833646147899593e-16,1.7347234759768071e-18,true,3.8933390084656778e-15,6.2341583671081077e-17,true
trimer_scalene,scalene_trimer,3,0.10000000000000001,0,0.80000000000000004,3,18,339.57083342847426,339.57083342847386,1.089865767203257,2.1018743454878738e-15,3.3250292737476099e-17,1.3508337246633705e-18,1.193539561437737e-16,balanced_sqrt,2.6002744359505793e-16,4.7573601434020234e-14,true,2.7581423496720677e-16,4.0334677100253404e-19,true,5.841480405080846e-16,1.0687343487048652e-13,true,5.8805478244572251e-16,8.5996285761059756e-19,true,3.3007152577163078e-16,1.6711069443220838e-16,true,8.6510207680532733e-16,4.3798933722537254e-16,true,3.3007152577163078e-16,1.6711069443220838e-16,true,8.6510207680532733e-16,4.3798933722537254e-16,true,3.6873450224892757e-16,1.7826341206873999e-16,true,4.6647155859966143e-16,2.2551405187698492e-16,true,1.9022653204403738e-15,4.3798010471023391e-17,true,1.3908553894175905e-14,3.2023240004864017e-16,true
trimer_scalene,scalene_trimer,3,0.10000000000000001,0,0.80000000000000004,4,30,456882.34172301803,456882.34172294795,1.0935018223258524,9.4108367287491383e-14,3.0639651300262105e-17,2.7854633093117959e-20,1.248170582095182e-16,balanced_sqrt,3.0427267584505203e-16,1.8475610746257154e-12,true,2.3220857742577183e-16,3.3958345914136346e-19,true,1.6251482540467065e-15,9.8679930635692876e-12,true,1.1104632085183046e-15,1.6239492174590573e-18,true,1.1038479494835254e-16,5.6184691415653457e-17,true,2.7158504834055317e-14,1.3823391293392335e-14,true,1.1038479494835254e-16,5.6184691415653457e-17,true,2.7158504834055317e-14,1.3823391293392335e-14,true,1.1555341581029381e-16,5.594315114139762e-17,true,2.6728520170710388e-14,1.2940142298785824e-14,true,1.7395557653256505e-16,4.3652603714782631e-18,true,3.5802330140079684e-14,8.9842761055617704e-16,true
trimer_scalene,scalene_trimer,3,0.10000000000000001,0,0.80000000000000004,5,45,899326645.73760724,899326645.74224532,1.0947444378922835,3.1674447225988235e-12,2.1406276972322554e-17,8.9965410753595959e-22,1.2721332904353016e-16,balanced_sqrt,2.9563133723432564e-16,8.220986746802179e-11,true,2.7061139454738925e-16,3.9574528558180927e-19,true,2.7231017313904696e-15,7.5724662525241324e-10,true,2.3168281054229582e-15,3.3881566656056255e-18,true,1.8276919911615283e-16,9.3159657641572411e-17,true,1.2906323529584469e-13,6.5785082346584251e-14,true,1.8276919911615283e-16,9.3159657641572411e-17,true,1.2906323529584469e-13,6.5785082346584251e-14,true,1.9237119561414169e-16,9.3159657641572411e-17,true,1.3113786410238992e-13,6.3506173492474832e-14,true,1.5559240410942809e-16,3.9994653454938942e-18,true,8.921954425452542e-14,2.2933669379887457e-15,true
trimer_scalene,scalene_trimer,3,0.10000000000000001,0,0.80000000000000004,6,63,2425816922133.5386,2425816922057.3838,1.0951259085175467,1.6451742351574699e-10,2.0398022118805149e-17,9.6611468188727896e-24,1.7562135799116865e-16,balanced_sqrt,2.9698954885886616e-16,4.3714645925584449e-09,true,3.1614945999872325e-16,4.6234098783957679e-19,true,6.2040254894421847e-13,9.1318626741713367e-06,true,3.8794469741260267e-13,5.6733525538719288e-16,true,1.2171702458221567e-16,6.2063353831181828e-17,true,1.4398145140483955e-11,7.3415956349299188e-12,true,1.2171702458221567e-16,6.2063353831181828e-17,true,1.4398145140483955e-11,7.3415956349299188e-12,true,1.2815010281041179e-16,6.2063353831181828e-17,true,1.4476505878642653e-11,7.0110010595726144e-12,true,1.2095087035967375e-16,3.1287558034248879e-18,true,1.4098022214113721e-11,3.6468748582251109e-13,true
trimer_scalene,scalene_trimer,3,0.10000000000000001,0,0.80000000000000004,7,84,8569794809061036,8569795026938214,1.0952332627678554,6.8864453669078456e-09,1.8733824260866914e-17,2.0497463414973271e-25,8.7140125109989063e-17,balanced_sqrt,2.7525941583358317e-16,2.4011337063124351e-07,true,2.3190010464064912e-16,3.3913370031922488e-19,true,2.0978306951177885e-10,0.18299726377261796,true,5.4527648190599198e-10,7.9741935154037083e-13,true,3.401814340795577e-17,1.7347234759768071e-17,true,1.1588330758061216e-09,5.9093611262553296e-10,true,3.401814340795577e-17,1.7347234759768071e-17,true,1.1588330758061216e-09,5.9093611262553296e-10,true,3.5818556251173711e-17,1.7347234759768071e-17,true,1.0787243862044302e-09,5.2243549527550419e-10,true,1.9207662327195591e-16,4.9758265408065053e-18,true,8.098756410251478e-09,2.0980172669785743e-10,true
trimer_scalene,scalene_trimer,3,0.10000000000000001,0,0.80000000000000004,8,108,3.846473341912893e+19,3.8464693661385671e+19,1.095261907615269,6.7176411492229746e-07,3.235228703402626e-17,3.8700811571896437e-27,2.1566090623771149e-16,balanced_sqrt,5.3655620707298829e-16,3.1262043062266819e-05,true,6.1557640577746846e-16,9.0022688456474917e-19,true,2.3592990114708858e-10,13.74627789616329,true,6.8724976402199414e-10,1.005042929405196e-12,true,5.2295302764142984e-16,2.6667953138933775e-16,true,6.0579340716704426e-10,3.0892392514706683e-10,true,5.2295302764142984e-16,2.6667953138933775e-16,true,6.0579340716704426e-10,3.0892392514706683e-10,true,4.8142196290411824e-16,2.3315741880941261e-16,true,5.1343750710024972e-10,2.4866286356320795e-10,true,2.1188592886720627e-15,5.4906464390751583e-17,true,6.3492277094895468e-09,1.6452892726141857e-10,true
trimer_scalene,scalene_trimer,3,0.10000000000000001,0,0.80000000000000004,9,135,5.9064781338556544e+24,6.5617231107522745e+24,1.0952693071896109,3.7028174679486924e-05,2.2199913710920338e-17,5.4475766910065709e-29,1.3827570439474934e-16,balanced_sqrt,2.0195054494537285e-16,0.00088662534924186182,true,2.0978633597413026e-16,3.0679424778932256e-19,true,2.645823602316603e-09,11615.983883929935,true,2.7263667118325405e-09,3.9870738991201865e-12,true,5.4427923000183058e-17,2.7755575615628914e-17,true,1.3254491931894435e-07,6.7591418665967102e-08,true,5.4427923000183058e-17,2.7755575615628914e-17,true,1.3254491931894435e-07,6.7591418665967102e-08,true,0,0,true,1.3560036588172588e-07,6.5672632529012068e-08,true,2.719095281233355e-16,7.0464800701295842e-18,true,8.5058746214288191e-08,2.2042800931835162e-09,true
quartet_irregular,irregular_quartet,4,0.10000000000000001,0,0.80000000000000004,2,12,1.7425410595910182,1.7425410595910187,1.0744884920444966,2.1510337023419921e-16,2.3879672857014142e-17,1.4173616497923581e-17,1.1349184947655237e-16,balanced_sqrt,1.2196427480773777e-16,1.740184733579693e-15,true,2.4219232768304933e-16,4.1003625580374179e-19,true,1.5902767340026078e-16,2.2690048369006017e-15,true,2.3361443251469002e-16,3.9551371476720661e-19,true,2.2930203198607909e-16,1.1274368112207335e-16,true,2.3445553009993673e-16,1.1527756336890508e-16,true,2.2930203198607909e-16,1.1274368112207335e-16,true,2.3445553009993673e-16,1.1527756336890508e-16,true,2.3727650191599214e-16,1.1274368112207335e-16,true,2.426092239790964e-16,1.1527756336890508e-16,true,2.7654610604355593e-16,4.5896469109001614e-18,true,3.5446017524244172e-16,5.8827335217743923e-18,true
quartet_irregular,irregular_quartet,4,0.10000000000000001,0,0.80000000000000004,3,24,228.06093334501904,228.06093334501892,1.0806393682494264,1.977318870868099e-15,2.5509324183538136e-17,2.0138083755836001e-17,1.1189068058835303e-16,balanced_sqrt,2.6535931704238535e-16,4.6208971545406182e-14,true,2.9342174007055367e-16,4.9679244813332891e-19,true,5.0461839539532324e-16,8.7872916368662836e-14,true,4.5865922796053077e-16,7.7655609520503081e-19,true,1.2464692536559734e-16,6.2063353831181828e-17,true,4.7135659626686481e-16,2.3469468764647177e-16,true,1.2464692536559734e-16,6.2063353831181828e-17,true,4.7135659626686481e-16,2.3469468764647177e-16,true,1.425439414573496e-16,6.7986997775525911e-17,true,5.2535387796623961e-16,2.5056998261368797e-16,true,2.6975067040482036e-16,5.6876712751906952e-18,true,8.2084767512053103e-15,1.7307507470078485e-16,true
quartet_irregular,irregular_quartet,4,0.10000000000000001,0,0.80000000000000004,4,40,282111.62378071982,282111.62378072488,1.082786530014612,1.1128951353889276e-13,1.5905959321137015e-17,6.4156990771606508e-19,1.1853340331243197e-16,balanced_sqrt,2.3908090466895597e-16,1.3234998262531623e-12,true,2.4353834995126586e-16,4.1233861807815851e-19,true,3.4696271029083299e-15,1.9207100099528375e-11,true,2.2588930088910988e-15,3.8245673499017971e-18,true,5.5551956052869382e-17,2.7755575615628914e-17,true,8.7538047187258278e-14,4.3736873741010319e-14,true,5.5551956052869382e-17,2.7755575615628914e-17,true,8.7538047187258278e-14,4.3736873741010319e-14,true,8.2222426562827145e-17,3.9252311467094379e-17,true,8.7982693349015777e-14,4.2002215544084317e-14,true,2.8141514994256331e-16,6.3144887663129143e-18,true,8.1107736107117363e-14,1.8199229452074937e-15,true
quartet_irregular,irregular_quartet,4,0.10000000000000001,0,0.80000000000000004,5,60,510279838.38166374,510279838.38792145,1.0834193653078199,3.3017491176160422e-12,2.368077730482065e-17,1.5453945554915741e-20,1.2421006317299443e-16,balanced_sqrt,3.1537125571578897e-16,7.2587023981645437e-11,true,2.7191619578915139e-16,4.60386356788155e-19,true,3.519015520739144e-14,8.0994973183565357e-09,true,1.7454401484001617e-14,2.9552371037760448e-17,true,2.6619976768122562e-16,1.3311106448512297e-16,true,4.385521726135676e-13,2.1929450591692795e-13,true,2.6619976768122562e-16,1.3311106448512297e-16,true,4.385521726135676e-13,2.1929450591692795e-13,true,2.0959655482583548e-16,1.0007415106216802e-16,true,4.4992215013140478e-13,2.1482021618093723e-13,true,4.0612877826106734e-16,9.2608891493200639e-18,true,2.8632896975028089e-13,6.5291134020353837e-15,true
quartet_irregular,irregular_quartet,4,0.10000000000000001,0,0.80000000000000004,6,84,1278654790368.1233,1278654793562.6111,1.0835894432653148,1.2810397485374863e-10,1.8094131719537804e-17,3.1321212729636434e-22,1.1515122770134776e-16,balanced_sqrt,2.721823792328221e-16,3.0957131033045601e-09,true,3.1030266232151376e-16,5.2537934773122358e-19,true,1.6181587438540933e-13,1.8404406783037968e-06,true,8.6695607971580517e-14,1.4678598509759844e-16,true,3.4322808507935e-16,1.7165875494458389e-16,true,3.6979848908816633e-12,1.8494741828189076e-12,true,3.4322808507935e-16,1.7165875494458389e-16,true,3.6979848908816633e-12,1.8494741828189076e-12,true,3.6879300869678317e-16,1.760893866893587e-16,true,3.7076457209492438e-12,1.7703075862811829e-12,true,3.5150244279844259e-16,8.0435818556945579e-18,true,4.013529959888351e-12,9.1843335442070169e-14,true
quartet_irregular,irregular_quartet,4,0.10000000000000001,0,0.80000000000000004,7,112,4203053778456844.5,4203053421598369.5,1.0836323823259475,8.4935563524364256e-09,2.6551820955981966e-17,7.7108494369752256e-24,2.6854528343737655e-16,balanced_sqrt,5.8380556025142242e-16,3.8075161333094688e-07,true,6.6672453058896334e-16,1.128844057617644e-18,true,2.7220237139622452e-12,0.0017752741515002556,true,5.2253914254981629e-13,8.8472101876754222e-16,true,3.6495907286257185e-16,1.8253379971363983e-16,true,2.6669467105275551e-11,1.3338698854346758e-11,true,3.6495907286257185e-16,1.8253379971363983e-16,true,2.6669467105275551e-11,1.3338698854346758e-11,true,3.8228766295622244e-16,1.8253379971363983e-16,true,2.7312353082367015e-11,1.3041037078473056e-11,true,2.9337923935587124e-16,6.7185551327332161e-18,true,2.9566495224389563e-11,6.770899286697621e-13,true
quartet_irregular,irregular_quartet,4,0.10000000000000001,0,0.80000000000000004,8,144,3.4427759112285323e+20,8.4211596273491919e+19,1.083642607439645,7.1586619975322859e-07,3.6668412382967372e-17,4.8000606685928753e-27,3.0898191582801966e-16,balanced_sqrt,6.2829102173876679e-16,2.6008260133958762e-05,true,5.181152575607479e-16,8.7723086145388775e-19,true,1.8010634651885393e-10,7.4555461565886922,true,2.0686264621462681e-10,3.5024310656146178e-13,true,5.123836102848058e-16,2.5626980138831173e-16,true,4.2769492017553835e-09,2.1391256482082148e-09,true,5.123836102848058e-16,2.5626980138831173e-16,true,4.2769492017553835e-09,2.1391256482082148e-09,true,4.8721419965961955e-16,2.3263411494723067e-16,true,4.3995387668099974e-09,2.1006834527973653e-09,true,4.7147202037993422e-16,1.0798566553092634e-17,true,4.3605853043195507e-09,9.9874581420839628e-11,true
quartet_irregular,irregular_quartet,4,0.10000000000000001,0,0.80000000000000004,9,180,4.3142067586352003e+24,2.7319022146577077e+24,1.0836449568377433,2.1317957822079605e-05,2.6926686146506632e-17,7.0827330917180989e-29,2.1211494587719433e-16,balanced_sqrt,8.7230633910641232e-16,0.0025694644593070993,true,6.5437940654023386e-16,1.1079423021527406e-18,true,9.3368312824460064e-10,2750.2558524758269,true,4.7740172062434231e-10,8.0829799379254866e-13,true,7.8920849284145079e-16,3.9472488203928491e-16,true,1.5305730510153129e-08,7.6552048349015993e-09,true,7.8920849284145079e-16,3.9472488203928491e-16,true,1.5305730510153129e-08,7.6552048349015993e-09,true,7.4894640124546299e-16,3.5760557644884744e-16,true,1.5766397569066239e-08,7.5281110662013409e-09,true,8.9533264411788904e-16,2.0507190420683707e-17,true,1.1419038032964239e-08,2.6154791618677258e-10,true
