held_out_group,training_count,test_count,prefactor,exponent,threshold_1pct,threshold_5pct,threshold_10pct,coefficients_positive
n2_pair,24,4,8.6644792834915343,1.2769441060334474,0.0050049091227028575,0.017651163167110996,0.030374968021099225,true
n3_compact,24,4,15.082734615064057,1.4355866216026698,0.0061085255648886862,0.018742368358223356,0.030374962382069534,true
n3_irregular,24,4,16.141806801615207,1.4478830026803078,0.0060867353016548845,0.018498542562579146,0.029857122884849038,true
n3_linear,24,4,16.032732982652742,1.444265785492683,0.0060377362226529362,0.01840078310016683,0.029734967484541578,true
n4_compact,24,4,16.86608146832317,1.4531339979971025,0.0060155148130236029,0.018208804703930413,0.029338680815416372,true
n4_irregular,24,4,16.490852117964742,1.4531219277997391,0.0061091187075052933,0.018492311349858799,0.029795594971197374,true
n4_linear,24,4,16.238275324204309,1.4490856720137242,0.0060874790794700805,0.018483742856137457,0.029821384689695075,true
