case_id,particle_count,family,rho_band,f1,distance_ratio,rho_l1,coordinates_xyz,lmax,final_lmax,system_dimension,active_modes_per_particle,balanced_condition_number,balanced_backward_error,effective_incident_closure_error,scattering_closure_error,force_decomposition_residual,max_abs_fz,total_forces_xyz,external_forces_xyz,interaction_forces_xyz,external_scattered_forces_xyz,scattered_scattered_forces_xyz,production_solver,finite,campaign_complete,total_rms,total_successive_change,total_absolute_change,total_change_applicable,total_minimum_confirmed_lmax,total_confirmed,interaction_rms,interaction_successive_change,interaction_absolute_change,interaction_change_applicable,interaction_minimum_confirmed_lmax,interaction_confirmed,external_scattered_rms,external_scattered_successive_change,external_scattered_absolute_change,external_scattered_change_applicable,external_scattered_minimum_confirmed_lmax,external_scattered_confirmed,scattered_scattered_rms,scattered_scattered_successive_change,scattered_scattered_absolute_change,scattered_scattered_change_applicable,scattered_scattered_minimum_confirmed_lmax,scattered_scattered_confirmed
n2_pair_f1.0_d4.0,2,pair,2,1,4,0.0084143200111476638,-2:0:0;2:0:0,5,9,30,15,1.021929823715529,3.0050213528618853e-17,7.7505848586856591e-21,1.0891134133438223e-16,0,0,0.077005568356803028:6.7308888458722159e-21:0;-0.077005568356803042:9.4346289660470988e-18:0,0:0:0;0:0:0,0.077005568356803028:6.7308888458722159e-21:0;-0.077005568356803042:9.4346289660470988e-18:0,0.076117384299809313:8.3741125595815172e-21:0;-0.076117384299809326:9.3252387589896442e-18:0,0.0008881840569937181:-1.6432237137093013e-21:0;-0.0008881840569937181:1.0939020705745482e-19:0,balanced_sqrt,true,true,0.077005568356803028,6.7918699357984768e-05,5.2301180461164498e-06,true,7,true,0.077005568356803028,6.7918699357984768e-05,5.2301180461164498e-06,true,7,true,0.076117384299809326,6.9694788582303058e-06,5.3049850062131254e-07,true,6,true,0.0008881840569937181,0.0052912676246417035,4.699619545493782e-06,true,9,true
n2_pair_f1.0_d4.0,2,pair,2,1,4,0.0084143200111476638,-2:0:0;2:0:0,6,9,42,21,1.0219310354946169,1.1634819295637242e-17,1.3549610319237862e-21,9.9589417440233914e-17,0,0,0.077006157488315602:5.0812343064605516e-21:0;-0.077006157488315533:9.4397028047202231e-18:0,0:0:0;0:0:0,0.077006157488315602:5.0812343064605516e-21:0;-0.077006157488315533:9.4397028047202231e-18:0,0.076117438802342216:5.86256835874924e-21:0;-0.076117438802342147:9.3302657190916853e-18:0,0.00088871868597338306:-7.8133405228868844e-22:0;-0.00088871868597338263:1.0943708562853768e-19:0,balanced_sqrt,true,true,0.07700615748831556,7.6504468181216626e-06,5.8913151253225937e-07,true,7,true,0.07700615748831556,7.6504468181216626e-06,5.8913151253225937e-07,true,7,true,0.076117438802342188,7.1603214348037783e-07,5.4502532861877562e-08,true,6,true,0.00088871868597338284,0.00060157279024597454,5.3462897966474396e-07,true,9,true
n2_pair_f1.0_d4.0,2,pair,2,1,4,0.0084143200111476638,-2:0:0;2:0:0,7,9,56,28,1.0219311573216177,1.2563271939769698e-17,3.2839299474427876e-23,1.142661455931923e-16,0,0,0.077006217676000938:3.3890463998381276e-21:0;-0.077006217676000924:9.4447318433644289e-18:0,0:0:0;0:0:0,0.077006217676000938:3.3890463998381276e-21:0;-0.077006217676000924:9.4447318433644289e-18:0,0.076117443995423306:3.3539292229144258e-21:0;-0.076117443995423292:9.3361343476740654e-18:0,0.00088877368057763075:3.511717692370195e-23:0;-0.00088877368057763053:1.085974956903642e-19:0,balanced_sqrt,true,true,0.077006217676000938,7.8159513841671978e-07,6.0187685363422005e-08,true,7,true,0.077006217676000938,7.8159513841671978e-07,6.0187685363422005e-08,true,7,true,0.076117443995423306,6.8224586183120672e-08,5.1930811179046188e-09,true,6,true,0.00088877368057763064,6.1876949609997666e-05,5.4994604247794211e-08,true,9,true
n2_pair_f1.0_d4.0,2,pair,2,1,4,0.0084143200111476638,-2:0:0;2:0:0,8,9,72,36,1.0219311690581536,2.9008427004031256e-17,7.2589302772416834e-25,1.8122732208976738e-16,0,0,0.077006223416022326:2.3510101687290768e-20:0;-0.077006223416022285:9.434683647330107e-18:0,0:0:0;0:0:0,0.077006223416022326:2.3510101687290768e-20:0;-0.077006223416022285:9.434683647330107e-18:0,0.07611744446661993:2.3461298496002957e-20:0;-0.076117444466619888:9.3252473484837457e-18:0,0.00088877894940239742:4.8803191287809689e-23:0;-0.00088877894940239709:1.0943629884636073e-19:0,balanced_sqrt,true,true,0.077006223416022312,7.4539707574905812e-08,5.7400213748781681e-09,true,7,true,0.077006223416022312,7.4539707574905812e-08,5.7400213748781681e-09,true,7,true,0.076117444466619902,6.1903892440185084e-09,4.7119660950833995e-10,true,6,true,0.0008887789494023972,5.9281610688004555e-06,5.2688247666166609e-09,true,9,true
n2_pair_f1.0_d4.0,2,pair,2,1,4,0.0084143200111476638,-2:0:0;2:0:0,9,9,90,45,1.0219311701526927,2.2721043391634098e-17,1.492489880985806e-26,1.3621705397660356e-16,0,0,0.077006223935809595:1.6977511114594853e-21:0;-0.077006223935809595:9.4413930931556645e-18:0,0:0:0;0:0:0,0.077006223935809595:1.6977511114594853e-21:0;-0.077006223935809595:9.4413930931556645e-18:0,0.07611744450765319:6.866453859437155e-24:0;-0.07611744450765319:9.3319359010204849e-18:0,0.0008887794281564076:1.6908846576000482e-21:0;-0.0008887794281564076:1.0945719213517973e-19:0,balanced_sqrt,true,true,0.077006223935809595,6.7499386807004969e-09,5.1978728959900563e-10,true,7,true,0.077006223935809595,6.7499386807004969e-09,5.1978728959900563e-10,true,7,true,0.07611744450765319,5.390785411302028e-10,4.1033280939744849e-11,true,6,true,0.0008887794281564076,5.3866459458097156e-07,4.7875401033977902e-10,true,9,true
n2_pair_f0.8_d2.5,2,pair,3,0.80000000000000004,2.5,0.026387876003953037,-1.25:0:0;1.25:0:0,2,13,6,3,1.0931960256828301,1.9685021237526959e-17,3.024889503631564e-18,1.1868502143999946e-16,0,0,0.33619222949803579:1.3392766832644274e-19:0;-0.33619222949803584:4.139704227970345e-17:0,0:0:0;0:0:0,0.33619222949803579:1.3392766832644274e-19:0;-0.33619222949803584:4.139704227970345e-17:0,0.32718072136848442:1.3057947661828167e-19:0;-0.32718072136848447:4.0285442632593976e-17:0,0.009011508129551352:3.3481917081610685e-21:0;-0.0090115081295513537:1.1115996471094746e-18:0,balanced_sqrt,true,true,0.33619222949803579,0,0,false,11,true,0.33619222949803579,0,0,false,11,true,0.32718072136848442,0,0,false,10,true,0.009011508129551352,0,0,false,13,true
n2_pair_f0.8_d2.5,2,pair,3,0.80000000000000004,2.5,0.026387876003953037,-1.25:0:0;1.25:0:0,3,13,12,6,1.1148376660111652,1.518845097258798e-17,1.1650455360288503e-18,1.425744012265791e-16,0,0,0.34767202807404474:4.184430636140365e-19:0;-0.34767202807404474:4.301999422671195e-17:0,0:0:0;0:0:0,0.34767202807404474:4.184430636140365e-19:0;-0.34767202807404474:4.301999422671195e-17:0,0.3308891837572393:3.8873272345793104e-19:0;-0.3308891837572393:4.0947172954389794e-17:0,0.016782844316805406:2.971034015610545e-20:0;-0.016782844316805413:2.0728212723221546e-18:0,balanced_sqrt,true,true,0.34767202807404474,0.033019045678198862,0.011479798576008921,true,11,true,0.34767202807404474,0.033019045678198862,0.011479798576008921,true,11,true,0.3308891837572393,0.011207566069840512,0.0037084623887548573,true,10,true,0.01678284431680541,0.46305239091518424,0.0077713361872540571,true,13,true
n2_pair_f0.8_d2.5,2,pair,3,0.80000000000000004,2.5,0.026387876003953037,-1.25:0:0;1.25:0:0,4,13,20,10,1.1253662219364424,3.0298914745858942e-17,1.8563276184692202e-20,1.1969139332861974e-16,0,0,0.35257977168881222:6.539355445563922e-19:0;-0.35257977168881222:4.3670354117397299e-17:0,0:0:0;0:0:0,0.35257977168881222:6.539355445563922e-19:0;-0.35257977168881222:4.3670354117397299e-17:0,0.3321766916879984:6.0680511987235493e-19:0;-0.3321766916879984:4.1144424522417987e-17:0,0.020403080000813832:4.7130424684037292e-20:0;-0.020403080000813836:2.5259295949793114e-18:0,balanced_sqrt,true,true,0.35257977168881222,0.013919526895317936,0.0049077436147674791,true,11,true,0.35257977168881222,0.013919526895317936,0.0049077436147674791,true,11,true,0.3321766916879984,0.0038759731280857352,0.001287507930759102,true,10,true,0.020403080000813832,0.17743574420450348,0.003620235684008424,true,13,true
n2_pair_f0.8_d2.5,2,pair,3,0.80000000000000004,2.5,0.026387876003953037,-1.25:0:0;1.25:0:0,5,13,30,15,1.1300134683863645,2.5578090637118709e-17,5.4824984513024682e-22,1.6534831320160451e-16,0,0,0.35421730871809598:5.9733783884231561e-19:0;-0.35421730871809598:4.4024490913045377e-17:0,0:0:0;0:0:0,0.35421730871809598:5.9733783884231561e-19:0;-0.35421730871809598:4.4024490913045377e-17:0,0.3325243865968352:5.5330254960402728e-19:0;-0.3325243865968352:4.1325595488062069e-17:0,0.021692922121260779:4.4035289238288366e-20:0;-0.021692922121260776:2.698895424983311e-18:0,balanced_sqrt,true,true,0.35421730871809598,0.0046229729292731961,0.0016375370292837643,true,11,true,0.35421730871809598,0.0046229729292731961,0.0016375370292837643,true,11,true,0.3325243865968352,0.0010456222847148688,0.0003476949088367931,true,10,true,0.021692922121260776,0.05945912280682538,0.0012898421204469435,true,13,true
n2_pair_f0.8_d2.5,2,pair,3,0.80000000000000004,2.5,0.026387876003953037,-1.25:0:0;1.25:0:0,6,13,42,21,1.1319003982321483,2.5550614770028117e-17,1.1719442728949647e-23,1.8793902058309175e-16,0,0,0.35470732665555699:5.8666746709423736e-19:0;-0.35470732665555693:4.4059375021832678e-17:0,0:0:0;0:0:0,0.35470732665555699:5.8666746709423736e-19:0;-0.35470732665555693:4.4059375021832678e-17:0,0.33261903205465843:5.3986458888293777e-19:0;-0.33261903205465843:4.1308762729285196e-17:0,0.022088294600898579:4.6802878211299543e-20:0;-0.022088294600898523:2.7506122925474837e-18:0,balanced_sqrt,true,true,0.35470732665555693,0.0013814711471601977,0.00049001793746097921,true,11,true,0.35470732665555693,0.0013814711471601977,0.00049001793746097921,true,11,true,0.33261903205465843,0.00028454612845988693,9.4645457823228085e-05,true,10,true,0.022088294600898551,0.01789963810160744,0.00039537247963777363,true,13,true
n2_pair_f0.8_d2.5,2,pair,3,0.80000000000000004,2.5,0.026387876003953037,-1.25:0:0;1.25:0:0,7,13,56,28,1.1326133961616607,2.5181251965225919e-17,1.3110798307092199e-25,1.0854099431401493e-16,0,0,0.35484171500238437:6.1383282853076084e-19:0;-0.35484171500238437:4.4053206133258087e-17:0,0:0:0;0:0:0,0.35484171500238437:6.1383282853076084e-19:0;-0.35484171500238437:4.4053206133258087e-17:0,0.33264312400187784:5.6665042246290143e-19:0;-0.3326431240018779:4.1288674979935772e-17:0,0.022198591000506505:4.7182406067859439e-20:0;-0.022198591000506501:2.7645311533223127e-18:0,balanced_sqrt,true,true,0.35484171500238437,0.00037872758795146213,0.00013438834682741319,true,11,true,0.35484171500238437,0.00037872758795146213,0.00013438834682741319,true,11,true,0.3326431240018779,7.2425808565066327e-05,2.4091947219445631e-05,true,10,true,0.022198591000506505,0.0049686216393389701,0.00011029639960795194,true,13,true
n2_pair_f0.8_d2.5,2,pair,3,0.80000000000000004,2.5,0.026387876003953037,-1.25:0:0;1.25:0:0,8,13,72,36,1.1328673030310312,1.7443223137620966e-17,2.1304925086546123e-27,6.3503743405881026e-17,0,0,0.35487646626170205:6.5031907073183312e-19:0;-0.35487646626170205:4.4113205416453193e-17:0,0:0:0;0:0:0,0.35487646626170205:6.5031907073183312e-19:0;-0.35487646626170205:4.4113205416453193e-17:0,0.33264897291712203:6.0015542865092225e-19:0;-0.33264897291712203:4.1338949195128517e-17:0,0.022227493344580018:5.0163642080910853e-20:0;-0.022227493344580018:2.7742562213246747e-18:0,balanced_sqrt,true,true,0.35487646626170205,9.7924947471864237e-05,3.4751259317677974e-05,true,11,true,0.35487646626170205,9.7924947471864237e-05,3.4751259317677974e-05,true,11,true,0.33264897291712203,1.7582844741318981e-05,5.8489152441609793e-06,true,10,true,0.022227493344580018,0.0013002970521893259,2.890234407351526e-05,true,13,true
n2_pair_f0.8_d2.5,2,pair,3,0.80000000000000004,2.5,0.026387876003953037,-1.25:0:0;1.25:0:0,9,13,90,45,1.1329535742333885,1.2885916894467221e-17,1.0935674583369482e-29,1.0144482852702818e-16,0,0,0.35488509498524234:5.1915526881888615e-19:0;-0.35488509498524234:4.4066678168549196e-17:0,0:0:0;0:0:0,0.35488509498524234:5.1915526881888615e-19:0;-0.35488509498524234:4.4066678168549196e-17:0,0.33265034507183039:4.6613554369752617e-19:0;-0.33265034507183039:4.1305462611602177e-17:0,0.022234749913411934:5.3019725121360015e-20:0;-0.022234749913411934:2.7612155569470203e-18:0,balanced_sqrt,true,true,0.35488509498524234,2.4314133397607411e-05,8.628723540293759e-06,true,11,true,0.35488509498524234,2.4314133397607411e-05,8.628723540293759e-06,true,11,true,0.33265034507183039,4.1249159325550275e-06,1.3721547083567209e-06,true,10,true,0.022234749913411934,0.00032636161234892417,7.2565688319162214e-06,true,13,true
n2_pair_f0.8_d2.5,2,pair,3,0.80000000000000004,2.5,0.026387876003953037,-1.25:0:0;1.25:0:0,10,13,110,55,1.13298183569762,4.317468091119008e-17,1.9844358977092992e-31,2.6646694775911899e-16,0,0,0.35488717823167787:7.6531256936833583e-19:0;-0.35488717823167765:4.4179732237279542e-17:0,0:0:0;0:0:0,0.35488717823167787:7.6531256936833583e-19:0;-0.35488717823167765:4.4179732237279542e-17:0,0.33265065908237085:7.0080800299614803e-19:0;-0.33265065908237063:4.1402698505642772e-17:0,0.022236519149307032:6.4504566372187837e-20:0;-0.022236519149307014:2.7770337316367718e-18:0,balanced_sqrt,true,true,0.35488717823167776,5.8701654024076954e-06,2.0832464354136881e-06,true,11,true,0.35488717823167776,5.8701654024076954e-06,2.0832464354136881e-06,true,11,true,0.33265065908237074,9.4396488260038624e-07,3.1401054034763121e-07,true,10,true,0.022236519149307021,7.9564426572750931e-05,1.7692358950886083e-06,true,13,true
n2_pair_f0.8_d2.5,2,pair,3,0.80000000000000004,2.5,0.026387876003953037,-1.25:0:0;1.25:0:0,11,13,132,66,1.132990833662459,2.2931640554161219e-17,2.7293588203842478e-33,1.1455813698251816e-16,0,0,0.35488767175827191:4.9227277145356034e-19:0;-0.35488767175827185:4.4086819903484832e-17:0,0:0:0;0:0:0,0.35488767175827191:4.9227277145356034e-19:0;-0.35488767175827185:4.4086819903484832e-17:0,0.33265072967534992:4.5271980423469625e-19:0;-0.33265072967534992:4.1315488470656801e-17:0,0.02223694208292196:3.9552967218864084e-20:0;-0.02223694208292195:2.7713314328280325e-18:0,balanced_sqrt,true,true,0.35488767175827191,1.3906557860253888e-06,4.9352659411971977e-07,true,11,true,0.35488767175827191,1.3906557860253888e-06,4.9352659411971977e-07,true,11,true,0.33265072967534992,2.122135107093597e-07,7.0592979184436189e-08,true,10,true,0.022236942082921953,1.9019414331102145e-05,4.2293361493181414e-07,true,13,true
n2_pair_f0.8_d2.5,2,pair,3,0.80000000000000004,2.5,0.026387876003953037,-1.25:0:0;1.25:0:0,12,13,156,78,1.1329936343615188,1.500914953887984e-17,7.0604409114627037e-36,2.0043141238611228e-16,0,0,0.3548877872740055:5.1077732788045941e-19:0;-0.3548877872740055:4.4155058498335617e-17:0,0:0:0;0:0:0,0.3548877872740055:5.1077732788045941e-19:0;-0.3548877872740055:4.4155058498335617e-17:0,0.33265074535134992:4.761278203187865e-19:0;-0.33265074535134992:4.1372504151566895e-17:0,0.022237041922655579:3.4649507561672897e-20:0;-0.022237041922655579:2.7825543467687196e-18:0,balanced_sqrt,true,true,0.3548877872740055,3.2549932051695667e-07,1.1551573361745504e-07,true,11,true,0.3548877872740055,3.2549932051695667e-07,1.1551573361745504e-07,true,11,true,0.33265074535134992,4.7124499845986904e-08,1.5675999998077117e-08,true,10,true,0.022237041922655579,4.4897938301255443e-06,9.9839733624582094e-08,true,13,true
n2_pair_f0.8_d2.5,2,pair,3,0.80000000000000004,2.5,0.026387876003953037,-1.25:0:0;1.25:0:0,13,13,182,91,1.1329944902350997,3.2922151361681727e-17,1.3341669343675218e-37,1.9225683868841192e-16,0,0,0.35488781412980741:-1.3537820726800567e-19:0;-0.35488781412980724:4.4203615890689892e-17:0,0:0:0;0:0:0,0.35488781412980741:-1.3537820726800567e-19:0;-0.35488781412980724:4.4203615890689892e-17:0,0.33265074880490425:-1.5075901994590128e-19:0;-0.33265074880490408:4.1439505311258713e-17:0,0.022237065324903146:1.5380812677895611e-20:0;-0.022237065324903139:2.7641105794311765e-18:0,balanced_sqrt,true,true,0.35488781412980736,7.5674060261047798e-08,2.6855801832370574e-08,true,11,true,0.35488781412980736,7.5674060261047798e-08,2.6855801832370574e-08,true,11,true,0.33265074880490419,1.0381922363143254e-08,3.453554248133984e-09,true,10,true,0.022237065324903143,1.0523982018981563e-06,2.3402247563419909e-08,true,13,true
n2_pair_f1.0_d2.1,2,pair,4,1,2.1000000000000001,0.055167482766554234,-1.05:0:0;1.05:0:0,2,13,6,3,1.252595633741499,2.4376883285450575e-17,7.8666548473085565e-18,9.4187735673994262e-17,0,0,1.1688981782766579:2.5981967655329892e-18:0;-1.1688981782766579:1.4552580440351267e-16:0,0:0:0;0:0:0,1.1688981782766579:2.5981967655329892e-18:0;-1.1688981782766579:1.4552580440351267e-16:0,1.1012681558070057:2.4508763303739021e-18:0;-1.1012681558070057:1.3707496853211415e-16:0,0.067630022469652107:1.4732043515908703e-19:0;-0.067630022469652107:8.450835871398537e-18:0,balanced_sqrt,true,true,1.1688981782766579,0,0,false,0,false,1.1688981782766579,0,0,false,0,false,1.1012681558070057,0,0,false,0,false,0.067630022469652107,0,0,false,0,false
