particle_count,geometry,rms_a_vs_c,rms_b_vs_c,rms_up_to_three_vs_c,relative_three_body_amplitude,relative_four_body_amplitude,rms_model_c,source
2,pair,0.044133766948299784,0.0,0.0,0.0,0.0,0.6537653018280931,single_public_pair_evaluation
3,linear_chain,0.08319737863715175,0.04308674386016288,0.0,0.04308674386016288,0.0,0.5921272938347617,t05_regression_and_sweep
3,equilateral,0.08826749345670055,0.04617144636179811,0.0,0.04617144636179811,0.0,1.1871679817853047,t05_regression_and_sweep
3,scalene,0.06634541632888573,0.031143703608647644,0.0,0.031143703608647644,0.0,0.7711809952716625,t05_sweep_identity_regression_unavailable_at_2.1
4,linear_chain,0.09977255014752409,0.06573916615217347,0.0020850021070293536,0.06427311991532472,0.0020850021070293536,0.5262988498046471,t06_regression_and_sweep
4,square,0.10419668455946075,0.06689686555910586,0.0027105144543686835,0.06418635110473715,0.0027105144543686835,1.1622687293217102,t06_regression_and_sweep
4,irregular,0.0787732847363454,0.047516541713439955,0.0014053466386455625,0.046142664298696304,0.0014053466386455622,0.7733888471226102,t06_regression_and_sweep
