scale_order,case_id,particle_count,family,target_level,particle_index,lambda_i,lambda_i_over_max,is_first_argmax,local_coupling_sha256
2,t14_1_n45_linear_level2,45,linear,2,41,0.010931645897294983,0.9840409734585317,false,c57df6f020d57a13709f359dd73a8b94f484cfd26b826b8476ad6742921afea2
2,t14_1_n45_linear_level2,45,linear,2,42,0.010760426844467357,0.96862823826731614,false,c57df6f020d57a13709f359dd73a8b94f484cfd26b826b8476ad6742921afea2
2,t14_1_n45_linear_level2,45,linear,2,43,0.010182410038397378,0.91659652905679012,false,c57df6f020d57a13709f359dd73a8b94f484cfd26b826b8476ad6742921afea2
2,t14_1_n45_linear_level2,45,linear,2,44,0.0055578645518141491,0.50030585469944622,false,c57df6f020d57a13709f359dd73a8b94f484cfd26b826b8476ad6742921afea2
3,t14_1_n45_linear_level3,45,linear,3,0,0.012736352539131565,0.50030585469944788,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,1,0.023333919482562703,0.91659652905679045,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,2,0.024658497609110801,0.96862823826731659,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,3,0.025050861654311758,0.98404097345853192,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,4,0.025216296815919505,0.99053955142040961,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,5,0.025300912757814861,0.99386341129324896,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,6,0.025349797487773593,0.99578368764620095,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,7,0.025380501412336706,0.99698979066305604,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,8,0.025400990806864594,0.99779464935474615,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,9,0.025415300961083322,0.99835677684888424,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,10,0.025425651475961472,0.99876336289279133,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,11,0.025433344044416328,0.99906554022525884,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,12,0.025439182071268898,0.99929486797080136,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,13,0.025443682365614867,0.99947164728043825,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,14,0.025447188763368839,0.99960938462084448,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,15,0.025449936312978833,0.99971731309971901,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,16,0.025452089112462901,0.99980187876972249,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,17,0.025453763417222143,0.99986764834315622,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,18,0.02545504216116173,0.99991787960659462,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,19,0.025455984275581201,0.99995488748293981,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,20,0.025456630734753724,0.99998028151218366,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,21,0.025457008454880178,0.99999511900903537,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,22,0.025457132710914928,1.0000000000000002,true,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,23,0.025457008454880178,0.99999511900903537,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,24,0.025456630734753724,0.99998028151218366,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,25,0.025455984275581201,0.99995488748293981,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,26,0.025455042161161723,0.99991787960659428,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,27,0.025453763417222133,0.99986764834315578,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,28,0.025452089112462897,0.99980187876972237,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,29,0.02544993631297883,0.99971731309971879,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,30,0.025447188763368829,0.99960938462084414,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,31,0.025443682365614867,0.99947164728043825,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,32,0.025439182071268898,0.99929486797080136,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,33,0.025433344044416325,0.99906554022525873,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,34,0.025425651475961472,0.99876336289279133,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,35,0.025415300961083333,0.99835677684888469,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,36,0.025400990806864601,0.99779464935474638,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,37,0.02538050141233671,0.99698979066305615,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,38,0.025349797487773593,0.99578368764620095,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,39,0.025300912757814861,0.99386341129324896,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,40,0.025216296815919505,0.99053955142040961,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,41,0.025050861654311758,0.98404097345853192,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,42,0.024658497609110801,0.96862823826731659,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,43,0.0233339194825627,0.91659652905679034,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
3,t14_1_n45_linear_level3,45,linear,3,44,0.012736352539131565,0.50030585469944788,false,4d53419d0cba7cf9300770d9c4c1d6f12a22f410636fd3e3b038664f3711d1a1
4,t14_1_n45_linear_level4,45,linear,4,0,0.032695436591721048,0.50030585469944799,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,1,0.059900405750740363,0.91659652905679034,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,2,0.063300724642218462,0.96862823826731659,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,3,0.064307960718742285,0.98404097345853203,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,4,0.064732648620538999,0.99053955142040939,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,5,0.064949865846144872,0.99386341129324896,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,6,0.065075357629114788,0.99578368764620084,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,7,0.065154177543653588,0.99698979066305604,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,8,0.065206775781456061,0.99779464935474615,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,9,0.065243511317665412,0.99835677684888446,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,10,0.06527008208051531,0.99876336289279133,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,11,0.065289829640373623,0.99906554022525862,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,12,0.065304816414349348,0.99929486797080136,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,13,0.065316369100880331,0.99947164728043814,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,14,0.065325370359684817,0.99960938462084392,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,15,0.065332423582637036,0.99971731309971879,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,16,0.065337950025063138,0.99980187876972237,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,17,0.065342248125710295,0.99986764834315589,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,18,0.065345530783854799,0.99991787960659428,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
4,t14_1_n45_linear_level4,45,linear,4,19,0.065347949281785778,0.99995488748293981,false,06b8757f6e8c7fb4bb6f8e40bbd2abbbff6c7afa2cfbcc705c7b6f8c5b0e41c3
