schema_version,campaign_id,case_order,case_id,series_id,point_order,x_name,x_value,x_unit,y_name,y_value,y_unit,eligible,applicable,reason,annotation
1.0.0,p1_dimer_confirmatory_r2,63,p1_dimer_ka010_fluid_f000_f1040_d0800_t000,ka=0.10000000000000001;material=fluid_f000_f1040,63,distance_ratio,8,1,epsilon_a_e,0.001280451253206696,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,64,p1_dimer_ka010_fluid_f000_f1040_d1000_t000,ka=0.10000000000000001;material=fluid_f000_f1040,64,distance_ratio,10,1,epsilon_a_e,0.0017911250402536274,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,65,p1_dimer_ka010_fluid_f000_f1060_d0210_t000,ka=0.10000000000000001;material=fluid_f000_f1060,65,distance_ratio,2.1000000000000001,1,epsilon_a_e,0.22370410764830945,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,66,p1_dimer_ka010_fluid_f000_f1060_d0225_t000,ka=0.10000000000000001;material=fluid_f000_f1060,66,distance_ratio,2.25,1,epsilon_a_e,0.15090656428841084,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,67,p1_dimer_ka010_fluid_f000_f1060_d0250_t000,ka=0.10000000000000001;material=fluid_f000_f1060,67,distance_ratio,2.5,1,epsilon_a_e,0.0888634502178825,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,68,p1_dimer_ka010_fluid_f000_f1060_d0300_t000,ka=0.10000000000000001;material=fluid_f000_f1060,68,distance_ratio,3,1,epsilon_a_e,0.039372804178367915,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,69,p1_dimer_ka010_fluid_f000_f1060_d0400_t000,ka=0.10000000000000001;material=fluid_f000_f1060,69,distance_ratio,4,1,epsilon_a_e,0.012354433795495908,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,70,p1_dimer_ka010_fluid_f000_f1060_d0600_t000,ka=0.10000000000000001;material=fluid_f000_f1060,70,distance_ratio,6,1,epsilon_a_e,0.0021893128636447522,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,71,p1_dimer_ka010_fluid_f000_f1060_d0800_t000,ka=0.10000000000000001;material=fluid_f000_f1060,71,distance_ratio,8,1,epsilon_a_e,5.4147688488355332e-05,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,72,p1_dimer_ka010_fluid_f000_f1060_d1000_t000,ka=0.10000000000000001;material=fluid_f000_f1060,72,distance_ratio,10,1,epsilon_a_e,0.00070078385190656489,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,73,p1_dimer_ka010_fluid_f020_f1060_d0210_t000,ka=0.10000000000000001;material=fluid_f020_f1060,73,distance_ratio,2.1000000000000001,1,epsilon_a_e,0.22246069782120254,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,74,p1_dimer_ka010_fluid_f020_f1060_d0225_t000,ka=0.10000000000000001;material=fluid_f020_f1060,74,distance_ratio,2.25,1,epsilon_a_e,0.14956942912510762,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,75,p1_dimer_ka010_fluid_f020_f1060_d0250_t000,ka=0.10000000000000001;material=fluid_f020_f1060,75,distance_ratio,2.5,1,epsilon_a_e,0.087450347914938234,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,76,p1_dimer_ka010_fluid_f020_f1060_d0300_t000,ka=0.10000000000000001;material=fluid_f020_f1060,76,distance_ratio,3,1,epsilon_a_e,0.037903161153086631,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,77,p1_dimer_ka010_fluid_f020_f1060_d0400_t000,ka=0.10000000000000001;material=fluid_f020_f1060,77,distance_ratio,4,1,epsilon_a_e,0.010856750645933444,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,78,p1_dimer_ka010_fluid_f020_f1060_d0600_t000,ka=0.10000000000000001;material=fluid_f020_f1060,78,distance_ratio,6,1,epsilon_a_e,0.00068215604940366124,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,79,p1_dimer_ka010_fluid_f020_f1060_d0800_t000,ka=0.10000000000000001;material=fluid_f020_f1060,79,distance_ratio,8,1,epsilon_a_e,0.0014548581987693912,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,80,p1_dimer_ka010_fluid_f020_f1060_d1000_t000,ka=0.10000000000000001;material=fluid_f020_f1060,80,distance_ratio,10,1,epsilon_a_e,0.0022104274339925256,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,81,p1_dimer_ka010_fluid_f000_f1080_d0210_t000,ka=0.10000000000000001;material=fluid_f000_f1080,81,distance_ratio,2.1000000000000001,1,epsilon_a_e,0.30569050164626033,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,82,p1_dimer_ka010_fluid_f000_f1080_d0225_t000,ka=0.10000000000000001;material=fluid_f000_f1080,82,distance_ratio,2.25,1,epsilon_a_e,0.2045479895122061,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,83,p1_dimer_ka010_fluid_f000_f1080_d0250_t000,ka=0.10000000000000001;material=fluid_f000_f1080,83,distance_ratio,2.5,1,epsilon_a_e,0.12057318984999524,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,84,p1_dimer_ka010_fluid_f000_f1080_d0300_t000,ka=0.10000000000000001;material=fluid_f000_f1080,84,distance_ratio,3,1,epsilon_a_e,0.054042547361007338,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,85,p1_dimer_ka010_fluid_f000_f1080_d0400_t000,ka=0.10000000000000001;material=fluid_f000_f1080,85,distance_ratio,4,1,epsilon_a_e,0.017807084327205566,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,86,p1_dimer_ka010_fluid_f000_f1080_d0600_t000,ka=0.10000000000000001;material=fluid_f000_f1080,86,distance_ratio,6,1,epsilon_a_e,0.00423098435763838,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,87,p1_dimer_ka010_fluid_f000_f1080_d0800_t000,ka=0.10000000000000001;material=fluid_f000_f1080,87,distance_ratio,8,1,epsilon_a_e,0.0013938485134133614,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,88,p1_dimer_ka010_fluid_f000_f1080_d1000_t000,ka=0.10000000000000001;material=fluid_f000_f1080,88,distance_ratio,10,1,epsilon_a_e,0.00039386709590041446,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,90,p1_dimer_ka010_rigid_boundary_d0225_t000,ka=0.10000000000000001;material=rigid_boundary,90,distance_ratio,2.25,1,epsilon_a_e,0.25471332689360898,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,91,p1_dimer_ka010_rigid_boundary_d0250_t000,ka=0.10000000000000001;material=rigid_boundary,91,distance_ratio,2.5,1,epsilon_a_e,0.14747162080214626,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,92,p1_dimer_ka010_rigid_boundary_d0300_t000,ka=0.10000000000000001;material=rigid_boundary,92,distance_ratio,3,1,epsilon_a_e,0.063145979268463159,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,93,p1_dimer_ka010_rigid_boundary_d0400_t000,ka=0.10000000000000001;material=rigid_boundary,93,distance_ratio,4,1,epsilon_a_e,0.017338746159560232,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,94,p1_dimer_ka010_rigid_boundary_d0600_t000,ka=0.10000000000000001;material=rigid_boundary,94,distance_ratio,6,1,epsilon_a_e,0.00024653935235086007,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,95,p1_dimer_ka010_rigid_boundary_d0800_t000,ka=0.10000000000000001;material=rigid_boundary,95,distance_ratio,8,1,epsilon_a_e,0.0033091590710619466,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
1.0.0,p1_dimer_confirmatory_r2,96,p1_dimer_ka010_rigid_boundary_d1000_t000,ka=0.10000000000000001;material=rigid_boundary,96,distance_ratio,10,1,epsilon_a_e,0.0045592008244595252,1,true,true,scientific_relative_metric_not_a_gate,eligible_primary_only
