schema_version,campaign_id,manifest_sha256,git_commit,manifest_git_commit,case_order,case_id,attempt_state,attempt_count,started_utc,completed_utc,attempted_lmax,evaluated_lmax,final_lmax,effective_wall_seconds,wall_seconds_debited,case_wall_seconds,peak_rss_bytes,model_e_solve_count,wall_seconds_per_case,peak_rss_bytes_per_case,wall_seconds_campaign,worker_count,blas_threads,final_diagnostics_json,converged,eligible,failure_stage,failure_reason
1.0.0,p1_dimer_confirmatory_r2,a041e07ae93e9a858bad809427039bf593641ad1f9e341ed89b9d91f648f297d,7c565ca4007a1590182a38d8f96599dd90773f06,ee4b4428b4a122063ab28459c48e43f51fd7bc60,91,p1_dimer_ka010_rigid_boundary_d0250_t000,completed,1,2026-08-20T20:46:51.491783Z,2026-08-20T20:46:51.530183Z,2;3;4;5;6;7;8;9;10;11;12;13,2;3;4;5;6;7;8;9;10;11;12;13,13,1800,0.038386709988117218,0.038386709988117218,335622144,12,1800,4294967296,64800,1,1,"{""active_modes_per_particle"":91,""balanced_backward_error"":7.239915127316428e-18,""balanced_condition_number"":1.1726315920859272,""effective_incident_closure_error"":5.39925849006844e-36,""finite"":true,""force_decomposition_residual"":0.0,""full_modes_per_particle"":196,""fz_tolerance"":1.625744018481662e-14,""max_abs_fz"":0.0,""mode_dimension_consistent"":true,""passed"":true,""planar_symmetry_pass"":true,""production_solver"":""balanced_sqrt"",""scattering_closure_error"":1.0658404110817842e-16,""system_dimension"":182}",true,true,,
1.0.0,p1_dimer_confirmatory_r2,a041e07ae93e9a858bad809427039bf593641ad1f9e341ed89b9d91f648f297d,7c565ca4007a1590182a38d8f96599dd90773f06,ee4b4428b4a122063ab28459c48e43f51fd7bc60,92,p1_dimer_ka010_rigid_boundary_d0300_t000,completed,1,2026-08-20T20:46:51.533762Z,2026-08-20T20:46:51.555823Z,2;3;4;5;6;7;8;9;10;11,2;3;4;5;6;7;8;9;10;11,11,1800,0.022051222971640527,0.022051222971640527,335622144,10,1800,4294967296,64800,1,1,"{""active_modes_per_particle"":66,""balanced_backward_error"":9.751720699044467e-18,""balanced_condition_number"":1.0675402197075947,""effective_incident_closure_error"":9.316668069412939e-33,""finite"":true,""force_decomposition_residual"":0.0,""full_modes_per_particle"":144,""fz_tolerance"":7.168076696578996e-15,""max_abs_fz"":0.0,""mode_dimension_consistent"":true,""passed"":true,""planar_symmetry_pass"":true,""production_solver"":""balanced_sqrt"",""scattering_closure_error"":1.2190778093949323e-16,""system_dimension"":132}",true,true,,
1.0.0,p1_dimer_confirmatory_r2,a041e07ae93e9a858bad809427039bf593641ad1f9e341ed89b9d91f648f297d,7c565ca4007a1590182a38d8f96599dd90773f06,ee4b4428b4a122063ab28459c48e43f51fd7bc60,93,p1_dimer_ka010_rigid_boundary_d0400_t000,completed,1,2026-08-20T20:46:51.559252Z,2026-08-20T20:46:51.572545Z,2;3;4;5;6;7;8;9,2;3;4;5;6;7;8;9,9,1800,0.013283806038089097,0.013283806038089097,335622144,8,1800,4294967296,64800,1,1,"{""active_modes_per_particle"":45,""balanced_backward_error"":2.2721043391634098e-17,""balanced_condition_number"":1.0219311701526927,""effective_incident_closure_error"":1.492489880985806e-26,""finite"":true,""force_decomposition_residual"":0.0,""full_modes_per_particle"":100,""fz_tolerance"":2.1886485210362024e-15,""max_abs_fz"":0.0,""mode_dimension_consistent"":true,""passed"":true,""planar_symmetry_pass"":true,""production_solver"":""balanced_sqrt"",""scattering_closure_error"":1.3621705397660356e-16,""system_dimension"":90}",true,true,,
1.0.0,p1_dimer_confirmatory_r2,a041e07ae93e9a858bad809427039bf593641ad1f9e341ed89b9d91f648f297d,7c565ca4007a1590182a38d8f96599dd90773f06,ee4b4428b4a122063ab28459c48e43f51fd7bc60,94,p1_dimer_ka010_rigid_boundary_d0600_t000,completed,1,2026-08-20T20:46:51.575876Z,2026-08-20T20:46:51.586359Z,2;3;4;5;6;7;8,2;3;4;5;6;7;8,8,1800,0.01047335600014776,0.01047335600014776,335622144,7,1800,4294967296,64800,1,1,"{""active_modes_per_particle"":36,""balanced_backward_error"":2.2585767032613295e-17,""balanced_condition_number"":1.005945103000414,""effective_incident_closure_error"":2.80764560868564e-23,""finite"":true,""force_decomposition_residual"":0.0,""full_modes_per_particle"":81,""fz_tolerance"":4.4038849699409277e-16,""max_abs_fz"":0.0,""mode_dimension_consistent"":true,""passed"":true,""planar_symmetry_pass"":true,""production_solver"":""balanced_sqrt"",""scattering_closure_error"":8.722065047932129e-17,""system_dimension"":72}",true,true,,
1.0.0,p1_dimer_confirmatory_r2,a041e07ae93e9a858bad809427039bf593641ad1f9e341ed89b9d91f648f297d,7c565ca4007a1590182a38d8f96599dd90773f06,ee4b4428b4a122063ab28459c48e43f51fd7bc60,95,p1_dimer_ka010_rigid_boundary_d0800_t000,completed,1,2026-08-20T20:46:51.589148Z,2026-08-20T20:46:51.597518Z,2;3;4;5;6;7,2;3;4;5;6;7,7,1800,0.0083611459704115987,0.0083611459704115987,335622144,6,1800,4294967296,64800,1,1,"{""active_modes_per_particle"":28,""balanced_backward_error"":7.299625621070883e-18,""balanced_condition_number"":1.0026048671869032,""effective_incident_closure_error"":2.75896476204583e-21,""finite"":true,""force_decomposition_residual"":3.9748618983966944e-37,""full_modes_per_particle"":64,""fz_tolerance"":1.4626293484604134e-16,""max_abs_fz"":0.0,""mode_dimension_consistent"":true,""passed"":true,""planar_symmetry_pass"":true,""production_solver"":""balanced_sqrt"",""scattering_closure_error"":8.972251674726768e-17,""system_dimension"":56}",true,true,,
1.0.0,p1_dimer_confirmatory_r2,a041e07ae93e9a858bad809427039bf593641ad1f9e341ed89b9d91f648f297d,7c565ca4007a1590182a38d8f96599dd90773f06,ee4b4428b4a122063ab28459c48e43f51fd7bc60,96,p1_dimer_ka010_rigid_boundary_d1000_t000,completed,1,2026-08-20T20:46:51.600278Z,2026-08-20T20:46:51.608570Z,2;3;4;5;6;7,2;3;4;5;6;7,7,1800,0.0082839310634881258,0.0082839310634881258,335622144,6,1800,4294967296,64800,1,1,"{""active_modes_per_particle"":28,""balanced_backward_error"":1.0328222038257503e-17,""balanced_condition_number"":1.0014216286004165,""effective_incident_closure_error"":1.855593964290154e-19,""finite"":true,""force_decomposition_residual"":1.1796245678749362e-34,""full_modes_per_particle"":64,""fz_tolerance"":6.408581518192519e-17,""max_abs_fz"":0.0,""mode_dimension_consistent"":true,""passed"":true,""planar_symmetry_pass"":true,""production_solver"":""balanced_sqrt"",""scattering_closure_error"":3.754769443735658e-17,""system_dimension"":56}",true,true,,
1.0.0,p1_dimer_confirmatory_r2,a041e07ae93e9a858bad809427039bf593641ad1f9e341ed89b9d91f648f297d,7c565ca4007a1590182a38d8f96599dd90773f06,ee4b4428b4a122063ab28459c48e43f51fd7bc60,97,p1_dimer_ka005_fluid_f000_f1010_d0210_t045_audit,completed,1,2026-08-20T20:46:51.611330Z,2026-08-20T20:47:12.049956Z,2;3;4;5;6;7;8;9;10;11;12;13;14;15,2;3;4;5;6;7;8;9;10;11;12;13;14;15,15,1800,20.438615776016377,20.438615776016377,335622144,14,1800,4294967296,64800,1,1,"{""active_modes_per_particle"":120,""balanced_backward_error"":1.7217335784637915e-17,""balanced_condition_number"":1.052636891552635,""effective_incident_closure_error"":2.6701000079832446e-46,""finite"":true,""force_decomposition_residual"":0.0,""full_modes_per_particle"":256,""fz_tolerance"":2.859502246167135e-16,""max_abs_fz"":0.0,""mode_dimension_consistent"":true,""passed"":true,""planar_symmetry_pass"":true,""production_solver"":""balanced_sqrt"",""scattering_closure_error"":2.139270961651384e-16,""system_dimension"":240}",true,true,,
1.0.0,p1_dimer_confirmatory_r2,a041e07ae93e9a858bad809427039bf593641ad1f9e341ed89b9d91f648f297d,7c565ca4007a1590182a38d8f96599dd90773f06,ee4b4428b4a122063ab28459c48e43f51fd7bc60,98,p1_dimer_ka005_fluid_f000_f1040_d1000_t045_audit,completed,1,2026-08-20T20:47:12.053927Z,2026-08-20T20:47:12.441794Z,2;3;4;5;6;7,2;3;4;5;6;7,7,1800,0.38785634795203805,0.38785634795203805,335622144,6,1800,4294967296,64800,1,1,"{""active_modes_per_particle"":28,""balanced_backward_error"":8.157448419585773e-18,""balanced_condition_number"":1.0004620383722147,""effective_incident_closure_error"":5.606556815762404e-20,""finite"":true,""force_decomposition_residual"":0.0,""full_modes_per_particle"":64,""fz_tolerance"":8.94925873298523e-18,""max_abs_fz"":0.0,""mode_dimension_consistent"":true,""passed"":true,""planar_symmetry_pass"":true,""production_solver"":""balanced_sqrt"",""scattering_closure_error"":1.1260740229074027e-16,""system_dimension"":56}",true,true,,
1.0.0,p1_dimer_confirmatory_r2,a041e07ae93e9a858bad809427039bf593641ad1f9e341ed89b9d91f648f297d,7c565ca4007a1590182a38d8f96599dd90773f06,ee4b4428b4a122063ab28459c48e43f51fd7bc60,99,p1_dimer_ka010_fluid_f000_f1060_d0210_t045_audit,completed,1,2026-08-20T20:47:12.445471Z,2026-08-20T20:48:26.969172Z,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,19,1800,74.523689999943599,74.523689999943599,335622144,18,1800,4294967296,64800,1,1,"{""active_modes_per_particle"":190,""balanced_backward_error"":1.1943017110409704e-17,""balanced_condition_number"":1.4056423512109884,""effective_incident_closure_error"":2.8097022948816516e-53,""finite"":true,""force_decomposition_residual"":0.0,""full_modes_per_particle"":400,""fz_tolerance"":1.2869581386321927e-14,""max_abs_fz"":0.0,""mode_dimension_consistent"":true,""passed"":true,""planar_symmetry_pass"":true,""production_solver"":""balanced_sqrt"",""scattering_closure_error"":9.031352419150946e-17,""system_dimension"":380}",true,true,,
1.0.0,p1_dimer_confirmatory_r2,a041e07ae93e9a858bad809427039bf593641ad1f9e341ed89b9d91f648f297d,7c565ca4007a1590182a38d8f96599dd90773f06,ee4b4428b4a122063ab28459c48e43f51fd7bc60,100,p1_dimer_ka010_fluid_f020_f1060_d1000_t045_audit,completed,1,2026-08-20T20:48:26.973330Z,2026-08-20T20:48:27.368005Z,2;3;4;5;6;7,2;3;4;5;6;7,7,1800,0.39465830102562904,0.39465830102562904,335622144,6,1800,4294967296,64800,1,1,"{""active_modes_per_particle"":28,""balanced_backward_error"":2.4932873263976204e-17,""balanced_condition_number"":1.0008528468753228,""effective_incident_closure_error"":2.4611608670786684e-19,""finite"":true,""force_decomposition_residual"":0.0,""full_modes_per_particle"":64,""fz_tolerance"":2.3124962251032257e-17,""max_abs_fz"":0.0,""mode_dimension_consistent"":true,""passed"":true,""planar_symmetry_pass"":true,""production_solver"":""balanced_sqrt"",""scattering_closure_error"":1.4141437778209714e-16,""system_dimension"":56}",true,true,,
1.0.0,p1_dimer_confirmatory_r2,a041e07ae93e9a858bad809427039bf593641ad1f9e341ed89b9d91f648f297d,7c565ca4007a1590182a38d8f96599dd90773f06,ee4b4428b4a122063ab28459c48e43f51fd7bc60,101,p1_dimer_ka005_fluid_f000_f1080_d0210_t045_audit,completed,1,2026-08-20T20:48:27.371752Z,2026-08-20T20:49:46.448147Z,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,20,1800,79.076381411054172,79.076381411054172,335622144,19,1800,4294967296,64800,1,1,"{""active_modes_per_particle"":210,""balanced_backward_error"":3.760803048563864e-17,""balanced_condition_number"":1.6091131961461969,""effective_incident_closure_error"":1.785648414358153e-61,""finite"":true,""force_decomposition_residual"":0.0,""full_modes_per_particle"":441,""fz_tolerance"":2.5389141828462906e-14,""max_abs_fz"":0.0,""mode_dimension_consistent"":true,""passed"":true,""planar_symmetry_pass"":true,""production_solver"":""balanced_sqrt"",""scattering_closure_error"":4.959963102560871e-17,""system_dimension"":420}",true,true,,
1.0.0,p1_dimer_confirmatory_r2,a041e07ae93e9a858bad809427039bf593641ad1f9e341ed89b9d91f648f297d,7c565ca4007a1590182a38d8f96599dd90773f06,ee4b4428b4a122063ab28459c48e43f51fd7bc60,102,p1_dimer_ka010_rigid_boundary_d1000_t045_audit,completed,1,2026-08-20T20:49:46.452684Z,2026-08-20T20:49:46.462009Z,2;3;4;5;6;7,2;3;4;5;6;7,7,1800,0.0093090940499678254,0.0093090940499678254,335622144,6,1800,4294967296,64800,1,1,"{""active_modes_per_particle"":28,""balanced_backward_error"":1.2649432666890951e-17,""balanced_condition_number"":1.0014216286004165,""effective_incident_closure_error"":1.8604521552406796e-19,""finite"":true,""force_decomposition_residual"":0.0,""full_modes_per_particle"":64,""fz_tolerance"":6.408581518192521e-17,""max_abs_fz"":0.0,""mode_dimension_consistent"":true,""passed"":true,""planar_symmetry_pass"":true,""production_solver"":""balanced_sqrt"",""scattering_closure_error"":3.754769443189523e-17,""system_dimension"":56}",true,true,,
